Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2017	  1	   1	  0	  0.0417	  0.0000	  0.0000	329.8204	351.4667	  7.6833	-21.6464	  0.0000	-39.6413	  6.0941	 11.9009	  0.6000	  0.0000	  0.0173	  0.2419	  0.3408	  0.3408	 24.4221	   0.4325	  0.2441	  0.0000	140.5595	 39.7452	  0.1070	  0.7065	  0.2070	  0.5633	-3119.7898	  0.0000	  7.8904	  7.7004	  6.2665	  3.1573	 95.7753
2017	  1	   2	  0	  0.0833	  0.0000	  0.0000	328.8389	350.2864	  7.4458	-21.4475	  0.0000	-38.6345	  3.2647	 13.9223	  0.4000	  0.0000	  0.0202	  0.3561	  0.0237	  0.0237	 24.4458	   0.4568	  0.3713	  0.0000	134.5212	 58.1836	  0.1070	  0.7094	  0.2070	  0.5100	-3673.3942	  0.0000	  7.5683	  7.4565	  6.2049	  2.8474	 96.3768
2017	  1	   3	  0	  0.1250	  0.0000	  0.0000	327.1709	349.4652	  7.2917	-22.2943	  0.0000	-38.5609	  4.5453	 11.7214	  0.0000	  0.0000	  0.0170	  0.1239	 -0.1409	 -0.1409	 24.3050	   0.3131	  0.1325	  0.0000	127.2232	 73.7019	  0.1070	  0.6990	  0.2070	  0.5100	-2754.8604	  0.0000	  7.4622	  7.3065	  6.1035	  2.8474	 95.7410
2017	  1	   4	  0	  0.1667	  0.0000	  0.0000	323.0526	348.5495	  7.1458	-25.4969	  0.0000	-40.0022	  3.7268	 10.7785	  0.0000	  0.0000	  0.0156	  0.0300	 -0.0457	 -0.0457	 24.2593	   0.2671	  0.0321	  0.0000	119.3474	 87.2666	  0.1070	  0.6598	  0.2070	  0.5238	-3846.3615	  0.0000	  7.2832	  7.1577	  5.8763	  2.9245	 93.1008
2017	  1	   5	  0	  0.2083	  0.0000	  0.0000	319.5888	347.8870	  7.0458	-28.2982	  0.0000	-41.4327	  2.5624	 10.5721	  0.0000	  0.0000	  0.0153	  0.0142	 -0.0295	 -0.0295	 24.2298	   0.2378	  0.0151	  0.0000	111.3817	 99.7324	  0.1070	  0.6261	  0.2070	  0.5147	-4870.5543	  0.0000	  7.1414	  7.0541	  5.6881	  2.8741	 90.7520
2017	  1	   6	  0	  0.2500	  0.0000	  0.0000	317.7322	346.8038	  6.8375	-29.0716	  0.0000	-41.7356	  3.5469	  9.1172	  0.0000	  0.0000	  0.0132	  0.0084	 -0.0216	 -0.0216	 24.2082	   0.2166	  0.0089	  0.0000	103.7093	111.7455	  0.1070	  0.6171	  0.2070	  0.4834	-2911.8852	  0.0000	  6.9763	  6.8497	  5.5780	  2.6991	 90.2456
2017	  1	   7	  0	  0.2917	  0.1356	  0.0145	313.9160	344.6869	  6.4312	-30.6498	  0.0000	-42.4269	  4.2570	  7.5202	  0.0000	  0.0000	  0.0109	  0.0056	 -0.0165	 -0.0165	 24.1917	   0.2005	  0.0060	  0.0000	 96.6394	123.7785	  0.1070	  0.5977	  0.2070	  0.3881	-1306.0805	  0.0000	  6.6272	  6.4456	  5.3571	  2.1872	 89.1205
2017	  1	   8	  0	  0.3333	  2.4271	  0.2596	308.0771	343.2035	  6.1830	-32.9590	  0.0000	-43.5938	  3.5285	  7.1063	  0.0000	  0.0000	  0.0103	  0.0042	 -0.0145	 -0.0145	 24.1772	   0.1865	  0.0044	  0.0000	 89.8873	136.1616	  0.1070	  0.5498	  0.2070	  0.3016	-704.9938	  0.0000	  6.3408	  6.1620	  5.0404	  1.6524	 85.5488
2017	  1	   9	  0	  0.3750	 15.6813	  1.6774	304.6116	343.2404	  6.2318	-24.6249	  0.0000	-39.0597	  7.1215	  7.3133	  0.0000	  0.0000	  0.0106	  0.0030	 -0.0136	 -0.0136	 24.1636	   0.1736	  0.0032	  0.0000	 85.4032	149.0808	  0.1070	  0.5212	  0.2070	  0.2600	-270.6629	  0.0000	  6.4231	  6.0089	  4.8435	  1.4298	 83.1133
2017	  1	  10	  0	  0.4167	 45.8740	  4.9071	302.4918	344.0975	  6.4402	 -0.6389	  0.0000	-25.5953	 17.2010	  7.7554	  0.0000	  0.0000	  0.0112	  0.0024	 -0.0136	 -0.0136	 24.1501	   0.1608	  0.0025	  0.0000	 82.1852	162.5546	  0.1070	  0.5122	  0.2070	  0.2108	-52.7860	  0.0000	  6.8422	  5.7658	  4.7219	  1.0414	 82.4398
2017	  1	  11	  0	  0.4583	 67.1215	  7.1800	298.6351	345.0157	  6.6815	 13.5609	  0.0000	-17.2391	 22.2430	  8.5570	  0.0000	  0.0000	  0.0124	  0.0016	 -0.0140	 -0.0140	 24.1361	   0.1479	  0.0017	  0.0000	 80.7379	176.4202	  0.1070	  0.4769	  0.2070	  0.2075	-36.5199	  0.0000	  7.0553	  5.6882	  4.5128	  0.9886	 79.2515
2017	  1	  12	  0	  0.5000	 70.1908	  7.5083	293.5094	343.6587	  6.4523	 12.5333	  0.0000	-18.0225	 21.8196	  8.7362	  0.0000	  0.0000	  0.0126	  0.0011	 -0.0137	 -0.0137	 24.1224	   0.1354	  0.0011	  0.0000	 81.2043	190.3750	  0.1070	  0.4394	  0.2070	  0.2359	-54.3410	  0.0000	  6.6677	  5.4078	  4.2382	  1.1827	 75.8944
2017	  1	  13	  0	  0.5417	 78.2817	  8.3738	289.0621	342.4694	  6.2505	 16.5006	  0.0000	-16.3603	 24.1282	  8.7327	  0.0000	  0.0000	  0.0126	  0.0010	 -0.0136	 -0.0136	 24.1088	   0.1232	  0.0010	  0.0000	 83.5395	204.0827	  0.1070	  0.4117	  0.2070	  0.2488	-58.4584	  0.0000	  6.4231	  5.0808	  4.0015	  1.2546	 73.3456
2017	  1	  14	  0	  0.5833	 33.4306	  3.5761	286.1939	336.1588	  4.9234	-20.1103	  0.0000	-36.9491	 11.5489	  5.2899	  0.0000	  0.0000	  0.0076	  0.0009	 -0.0085	 -0.0085	 24.1003	   0.1156	  0.0009	  0.0000	 87.4870	217.2988	  0.1070	  0.4138	  0.2070	  0.1817	-47.8305	  0.0000	  5.2408	  4.4265	  3.8640	  0.8719	 74.1765
2017	  1	  15	  0	  0.6250	  7.1273	  0.7624	284.1081	328.9087	  3.3622	-38.4357	  0.0000	-48.3110	  6.7179	  3.1574	  0.0000	  0.0000	  0.0046	  0.0008	 -0.0054	 -0.0054	 24.0950	   0.1109	  0.0008	  0.0000	 92.8492	229.9478	  0.1070	  0.4475	  0.2070	  0.1541	-50.3493	  0.0000	  3.8295	  3.2661	  3.7777	  0.7186	 78.7209
2017	  1	  16	  0	  0.6667	  0.5750	  0.0615	281.6836	322.9112	  2.0592	-40.7141	  0.0000	-49.7234	  6.7579	  2.2514	  0.0000	  0.0000	  0.0032	  0.0008	 -0.0040	 -0.0040	 24.0910	   0.1073	  0.0008	  0.0000	 99.9757	242.1328	  0.1070	  0.4803	  0.2070	  0.1506	-45.7344	  0.0000	  2.6672	  2.0755	  3.6649	  0.4781	 83.1372
2017	  1	  17	  0	  0.7083	  0.0052	  0.0006	279.3679	319.0901	  1.2293	-39.7175	  0.0000	-48.5272	  6.7920	  2.0177	  0.0000	  0.0000	  0.0029	  0.0007	 -0.0036	 -0.0036	 24.0874	   0.1040	  0.0008	  0.0000	107.3618	254.1122	  0.1070	  0.4959	  0.2070	  0.1521	-47.1604	  0.0000	  1.8390	  1.2533	  3.5521	  0.5214	 85.5041
2017	  1	  18	  0	  0.7500	  0.0000	  0.0000	279.1945	317.3495	  0.8375	-38.1550	  0.0000	-46.9799	  7.0268	  1.7981	  0.0000	  0.0000	  0.0026	  0.0007	 -0.0033	 -0.0033	 24.0841	   0.1011	  0.0007	  0.0000	115.2166	266.2836	  0.1070	  0.5134	  0.2070	  0.1506	-44.0714	  0.0000	  1.4759	  0.8636	  3.5355	  0.4780	 87.5661
2017	  1	  19	  0	  0.7917	  0.0000	  0.0000	278.2326	315.5008	  0.4292	-37.2682	  0.0000	-45.9351	  7.1131	  1.5538	  0.0000	  0.0000	  0.0022	  0.0007	 -0.0029	 -0.0029	 24.0812	   0.0985	  0.0007	  0.0000	123.1854	279.1985	  0.1070	  0.5231	  0.2070	  0.1500	-42.8804	  0.0000	  1.0882	  0.4616	  3.4857	  0.3480	 88.9112
2017	  1	  20	  0	  0.8333	  0.0000	  0.0000	275.4040	313.1566	 -0.0708	-37.7527	  0.0000	-45.8830	  6.6794	  1.4510	  0.0000	  0.0000	  0.0021	  0.0006	 -0.0027	 -0.0027	 24.0784	   0.0960	  0.0007	  0.0000	130.8433	293.6022	  0.1070	  0.5172	  0.2070	  0.1500	-45.6736	  0.0000	  0.5466	 -0.0393	  3.3593	  0.3439	 88.9172
2017	  1	  21	  0	  0.8750	  0.0000	  0.0000	272.3639	311.0479	 -0.5167	-38.6839	  0.0000	-46.2285	  6.1458	  1.3988	  0.0000	  0.0000	  0.0020	  0.0006	 -0.0026	 -0.0026	 24.0758	   0.0936	  0.0007	  0.0000	137.6186	310.4326	  0.1070	  0.5063	  0.2070	  0.1500	-49.6992	  0.0000	  0.0503	 -0.4866	  3.2305	  0.3426	 88.3900
2017	  1	  22	  0	  0.9167	  0.0000	  0.0000	270.1984	309.1951	 -0.9167	-38.9967	  0.0000	-46.3314	  6.0127	  1.3220	  0.0000	  0.0000	  0.0019	  0.0006	 -0.0025	 -0.0025	 24.0733	   0.0914	  0.0006	  0.0000	142.7124	330.5361	  0.1070	  0.5025	  0.2070	  0.1500	-50.7699	  0.0000	 -0.3629	 -0.8870	  3.1389	  0.3426	 88.4732
2017	  1	  23	  0	  0.9583	  0.0000	  0.0000	268.3998	307.3701	 -1.3167	-38.9703	  0.0000	-46.2374	  6.0391	  1.2279	  0.0000	  0.0000	  0.0018	  0.0006	 -0.0023	 -0.0023	 24.0709	   0.0893	  0.0006	  0.0000	145.1748	353.7077	  0.1070	  0.5025	  0.2070	  0.1500	-50.5479	  0.0000	 -0.7614	 -1.2870	  3.0631	  0.3426	 88.9243
2017	  2	   0	  0	  1.0000	  0.0000	  0.0000	268.7797	308.4698	 -1.0667	-39.6901	  0.0000	-46.5716	  5.5979	  1.2836	  0.0000	  0.0000	  0.0018	  0.0006	 -0.0024	 -0.0024	 24.0685	   0.0872	  0.0006	  0.0000	144.3726	 17.6976	  0.1070	  0.4944	  0.2410	  0.1500	-54.6164	  0.0000	 -0.5517	 -1.0423	  3.0800	  0.4196	 87.8659
2017	  2	   1	  0	  1.0417	  0.0000	  0.0000	266.6936	309.7052	 -0.7542	-43.0116	  0.0000	-48.3400	  3.8115	  1.5169	  0.0000	  0.0000	  0.0022	  0.0005	 -0.0027	 -0.0027	 24.0658	   0.0848	  0.0006	  0.0000	140.5270	 39.5394	  0.1070	  0.4572	  0.4110	  0.1500	-83.6261	  0.0000	 -0.4033	 -0.7411	  2.9999	  0.5844	 83.7707
2017	  2	   2	  0	  1.0833	  0.0000	  0.0000	262.1950	309.7284	 -0.6917	-47.5334	  0.0000	-50.8655	  1.0108	  2.3213	  0.0000	  0.0000	  0.0033	  0.0005	 -0.0039	 -0.0039	 24.0620	   0.0815	  0.0005	  0.0000	134.5082	 57.9908	  0.1070	  0.4077	  0.4110	  0.2220	-892.3062	  0.0000	 -0.6084	 -0.6875	  2.8197	  1.2370	 78.4805
2017	  2	   3	  0	  1.1250	  0.0000	  0.0000	259.1304	307.1494	 -1.2500	-48.0191	  0.0000	-51.1813	  1.0210	  2.1413	  0.0000	  0.0000	  0.0031	  0.0005	 -0.0036	 -0.0036	 24.0584	   0.0785	  0.0005	  0.0000	127.2182	 73.5325	  0.1070	  0.4016	  0.4110	  0.2167	-809.4380	  0.0000	 -1.1683	 -1.2455	  2.7017	  1.2112	 78.3495
2017	  2	   4	  0	  1.1667	  0.0000	  0.0000	256.6029	304.4131	 -1.8542	-47.8102	  0.0000	-50.8904	  1.5590	  1.5211	  0.0000	  0.0000	  0.0022	  0.0005	 -0.0027	 -0.0027	 24.0557	   0.0762	  0.0005	  0.0000	119.3458	 87.1115	  0.1070	  0.4028	  0.4110	  0.1305	-129.1353	  0.0000	 -1.7113	 -1.8489	  2.6059	  0.7032	 78.9927
2017	  2	   5	  0	  1.2083	  0.0000	  0.0000	253.8726	303.3723	 -2.0625	-49.4997	  0.0000	-51.6822	  0.6651	  1.5528	  0.0000	  0.0000	  0.0020	  0.0005	 -0.0025	 -0.0025	 24.0533	   0.0741	  0.0005	  0.0000	111.3809	 99.5837	  0.1070	  0.3841	  0.4110	  0.1280	-196.2768	  0.0000	 -1.9891	 -2.0454	  2.5108	  0.4336	 77.2222
2017	  2	   6	  0	  1.2500	  0.0000	  0.0000	251.9182	301.5254	 -2.4708	-49.6072	  0.0000	-51.6924	-999.0000	-999.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	-999.0000	-999.0000	  0.0000	-999.0000	103.7006	111.6063	  0.1070	  0.3820	  0.4110	  0.0000	-999.0000	  0.0000	-999.0000	-999.0000	-999.0000	  0.3332	-999.0000
2017	  2	   7	  0	  1.2917	  0.2946	  0.0315	251.4915	300.5495	 -2.6950	-48.7950	  0.0000	-51.1479	-999.0000	-999.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	-999.0000	-999.0000	  0.0000	-999.0000	 96.6211	123.6431	  0.1070	  0.3877	  0.4110	  0.0000	-999.0000	  0.0000	-999.0000	-999.0000	-999.0000	  0.3332	-999.0000
2017	  2	   8	  0	  1.3333	  6.1219	  0.6549	250.8115	302.5404	 -2.2183	-46.2618	  0.0000	-49.7287	-999.0000	-999.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	-999.0000	-999.0000	  0.0000	-999.0000	 89.8634	136.0256	  0.1070	  0.3644	  0.4110	  0.0000	-999.0000	  0.0000	-999.0000	-999.0000	-999.0000	  0.3332	-999.0000
