iy   id  it imin qn   qh   qe   qs   qf   U     RH    Tair  pres   rain kdown  snow ldown fcld wuh  xsmd lai  kdiff kdir wdir
2013 5   3  0    -999 -999 -999 -999 -999 3.12  85.78 8.41  102.89 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   4  0    -999 -999 -999 -999 -999 3.46  87.15 8.2   102.85 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   5  0    -999 -999 -999 -999 -999 3.38  87.56 8.22  102.81 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   6  0    -999 -999 -999 -999 -999 2.67  87.59 8.63  102.79 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   7  0    -999 -999 -999 -999 -999 1.66  88.75 8.87  102.8  0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   8  0    -999 -999 -999 -999 -999 1.6   89.27 8.86  102.84 0    0.2    -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   9  0    -999 -999 -999 -999 -999 2.04  90.41 8.93  102.85 0    10.89  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   10 0    -999 -999 -999 -999 -999 2.19  90.61 9.18  102.86 0    28.45  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   11 0    -999 -999 -999 -999 -999 2.28  88.07 9.76  102.88 0    38.24  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   12 0    -999 -999 -999 -999 -999 2.84  82.09 10.55 102.84 0    69.36  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   13 0    -999 -999 -999 -999 -999 3.66  78.43 10.79 102.77 0    63.93  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   14 0    -999 -999 -999 -999 -999 4.36  76.47 10.82 102.72 0    76.79  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   15 0    -999 -999 -999 -999 -999 3.42  76.62 10.92 102.71 0    32.81  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   16 0    -999 -999 -999 -999 -999 4.27  77.41 10.61 102.66 0    9.46   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   17 0    -999 -999 -999 -999 -999 4.46  78.94 10.4  102.64 0    0.14   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   18 0    -999 -999 -999 -999 -999 4.5   79.98 10.63 102.68 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   19 0    -999 -999 -999 -999 -999 4.2   79.24 10.76 102.69 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   20 0    -999 -999 -999 -999 -999 3.77  77.97 10.8  102.67 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   21 0    -999 -999 -999 -999 -999 3.07  77.71 10.64 102.69 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   22 0    -999 -999 -999 -999 -999 2.32  79.14 10.37 102.69 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 5   23 0    -999 -999 -999 -999 -999 2.19  81.41 9.88  102.67 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   0  0    -999 -999 -999 -999 -999 2.26  82.93 9.52  102.65 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   1  0    -999 -999 -999 -999 -999 2.61  83.69 9.25  102.63 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   2  0    -999 -999 -999 -999 -999 2.95  85.32 8.82  102.57 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   3  0    -999 -999 -999 -999 -999 2.92  85.7  8.67  102.58 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   4  0    -999 -999 -999 -999 -999 3.26  86.72 8.29  102.62 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   5  0    -999 -999 -999 -999 -999 3.66  88.24 7.62  102.6  0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   6  0    -999 -999 -999 -999 -999 2.45  90    7.28  102.59 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   7  0    -999 -999 -999 -999 -999 2.36  91.23 7.41  102.57 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   8  0    -999 -999 -999 -999 -999 1.67  91.69 7.53  102.6  0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   9  0    -999 -999 -999 -999 -999 1.38  91.84 7.67  102.6  0    11.76  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   10 0    -999 -999 -999 -999 -999 1.21  92.18 7.75  102.6  0    24.8   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   11 0    -999 -999 -999 -999 -999 1.4   91.89 7.99  102.61 0    31.08  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   12 0    -999 -999 -999 -999 -999 2.02  91.1  7.78  102.57 0    47.42  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   13 0    -999 -999 -999 -999 -999 2.05  91.48 7.46  102.53 0    39.14  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   14 0    -999 -999 -999 -999 -999 2.02  90.91 7.38  102.48 0    27.48  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   15 0    -999 -999 -999 -999 -999 2.16  90.76 7.18  102.42 0    25.45  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   16 0    -999 -999 -999 -999 -999 2.15  90.05 7.42  102.38 0    9.65   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   17 0    -999 -999 -999 -999 -999 2.03  87.53 7.69  102.35 0    0.16   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   18 0    -999 -999 -999 -999 -999 1.68  86.19 7.88  102.33 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   19 0    -999 -999 -999 -999 -999 1.8   84.39 8.46  102.32 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   20 0    -999 -999 -999 -999 -999 2.68  85.09 8.69  102.27 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   21 0    -999 -999 -999 -999 -999 2.78  86.86 8.7   102.28 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   22 0    -999 -999 -999 -999 -999 3.04  84.58 8.86  102.27 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 6   23 0    -999 -999 -999 -999 -999 3.64  83.94 8.71  102.24 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   0  0    -999 -999 -999 -999 -999 3.12  84.4  8.49  102.25 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   1  0    -999 -999 -999 -999 -999 2.58  85.62 8.34  102.21 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   2  0    -999 -999 -999 -999 -999 2.83  87.94 8.07  102.18 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   3  0    -999 -999 -999 -999 -999 2.5   89.02 7.87  102.14 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   4  0    -999 -999 -999 -999 -999 2.53  88.22 7.68  102.13 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   5  0    -999 -999 -999 -999 -999 2.48  87.96 7.36  102.07 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   6  0    -999 -999 -999 -999 -999 2.04  87.59 7.3   102.02 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   7  0    -999 -999 -999 -999 -999 2.4   85.45 7.49  102    0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   8  0    -999 -999 -999 -999 -999 2.82  84.41 7.61  102.02 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   9  0    -999 -999 -999 -999 -999 2.99  86.07 7.59  102.03 0    5.42   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   10 0    -999 -999 -999 -999 -999 3.16  85.18 7.74  102.02 0    18.51  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   11 0    -999 -999 -999 -999 -999 3.38  84.5  7.91  102    0    34.7   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   12 0    -999 -999 -999 -999 -999 3.19  83.89 8.02  101.97 0    45.72  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   13 0    -999 -999 -999 -999 -999 3.81  81.92 8.37  101.89 0    75.57  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   14 0    -999 -999 -999 -999 -999 4.05  81.37 8.59  101.86 0    43.7   -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   15 0    -999 -999 -999 -999 -999 3.72  81.34 8.61  101.83 0    23.55  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   16 0    -999 -999 -999 -999 -999 4.03  82.06 8.54  101.82 0    11.36  -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   17 0    -999 -999 -999 -999 -999 4.28  83.45 8.22  101.8  0    0.2    -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   18 0    -999 -999 -999 -999 -999 3.99  84.41 8.16  101.81 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   19 0    -999 -999 -999 -999 -999 3.65  84.64 8.38  101.81 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   20 0    -999 -999 -999 -999 -999 3.08  83.44 8.8   101.79 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   21 0    -999 -999 -999 -999 -999 3.78  82.37 9.09  101.77 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
2013 7   22 0    -999 -999 -999 -999 -999 2.94  81.41 9.31  101.77 0    0      -999 -999  -999 -999 -999 -999 -999  -999 -999
