Wd Paved Buildings EvergreenTrees DecidiousTrees Grass Baresoil Water
  0 0.481 0.211 0.000 0.158 0.150 0.000 0.000
  5 0.388 0.405 0.000 0.142 0.065 0.000 0.000
 10 0.601 0.290 0.000 0.077 0.032 0.000 0.000
 15 0.482 0.383 0.000 0.114 0.022 0.000 0.000
 20 0.508 0.322 0.040 0.095 0.035 0.000 0.000
 25 0.499 0.371 0.030 0.075 0.025 0.000 0.000
 30 0.490 0.316 0.009 0.072 0.081 0.000 0.033
 35 0.558 0.245 0.010 0.113 0.031 0.000 0.043
 40 0.520 0.264 0.000 0.096 0.083 0.000 0.037
 45 0.562 0.263 0.000 0.103 0.041 0.000 0.030
 50 0.405 0.299 0.000 0.197 0.077 0.000 0.023
 55 0.391 0.372 0.000 0.160 0.045 0.000 0.031
 60 0.351 0.405 0.000 0.159 0.054 0.000 0.031
 65 0.424 0.273 0.000 0.198 0.077 0.000 0.027
 70 0.395 0.317 0.000 0.215 0.033 0.000 0.040
 75 0.315 0.324 0.000 0.220 0.104 0.000 0.036
 80 0.493 0.161 0.000 0.183 0.106 0.000 0.057
 85 0.312 0.210 0.000 0.278 0.163 0.000 0.037
 90 0.414 0.221 0.000 0.193 0.118 0.000 0.055
 95 0.450 0.280 0.000 0.142 0.128 0.000 0.000
100 0.418 0.356 0.000 0.166 0.059 0.000 0.000
105 0.424 0.397 0.000 0.123 0.056 0.000 0.000
110 0.459 0.319 0.000 0.147 0.076 0.000 0.000
115 0.462 0.260 0.000 0.203 0.075 0.000 0.000
120 0.453 0.355 0.000 0.105 0.087 0.000 0.000
125 0.539 0.224 0.012 0.130 0.095 0.000 0.000
130 0.435 0.202 0.021 0.181 0.160 0.000 0.000
135 0.544 0.253 0.000 0.130 0.073 0.000 0.000
140 0.441 0.383 0.000 0.119 0.056 0.000 0.000
145 0.436 0.270 0.008 0.214 0.072 0.000 0.000
150 0.464 0.194 0.007 0.211 0.124 0.000 0.000
155 0.387 0.298 0.000 0.228 0.087 0.000 0.000
160 0.499 0.234 0.000 0.187 0.080 0.000 0.000
165 0.446 0.283 0.000 0.165 0.107 0.000 0.000
170 0.433 0.337 0.000 0.059 0.171 0.000 0.000
175 0.422 0.320 0.000 0.100 0.158 0.000 0.000
180 0.481 0.211 0.000 0.158 0.150 0.000 0.000
185 0.398 0.390 0.000 0.168 0.045 0.000 0.000
190 0.574 0.309 0.000 0.092 0.025 0.000 0.000
195 0.482 0.383 0.000 0.114 0.022 0.000 0.000
200 0.508 0.322 0.040 0.095 0.035 0.000 0.000
205 0.501 0.369 0.030 0.071 0.030 0.000 0.000
210 0.492 0.316 0.009 0.070 0.081 0.000 0.033
215 0.512 0.263 0.006 0.132 0.043 0.000 0.043
220 0.513 0.270 0.000 0.098 0.085 0.000 0.035
225 0.553 0.265 0.000 0.107 0.044 0.000 0.030
230 0.420 0.306 0.000 0.179 0.067 0.000 0.027
235 0.362 0.395 0.000 0.171 0.041 0.000 0.031
240 0.357 0.403 0.000 0.153 0.057 0.000 0.031
245 0.376 0.296 0.000 0.228 0.080 0.000 0.021
250 0.395 0.317 0.000 0.215 0.033 0.000 0.040
255 0.315 0.324 0.000 0.220 0.104 0.000 0.036
260 0.505 0.141 0.000 0.223 0.084 0.000 0.047
265 0.320 0.217 0.000 0.268 0.163 0.000 0.033
270 0.414 0.221 0.000 0.193 0.118 0.000 0.055
275 0.458 0.268 0.000 0.152 0.122 0.000 0.000
280 0.458 0.314 0.000 0.166 0.062 0.000 0.000
285 0.424 0.397 0.000 0.123 0.056 0.000 0.000
290 0.459 0.319 0.000 0.147 0.076 0.000 0.000
295 0.451 0.273 0.000 0.196 0.080 0.000 0.000
300 0.453 0.355 0.000 0.102 0.089 0.000 0.000
305 0.535 0.235 0.019 0.128 0.084 0.000 0.000
310 0.432 0.208 0.027 0.175 0.158 0.000 0.000
315 0.539 0.288 0.000 0.110 0.062 0.000 0.000
320 0.445 0.382 0.000 0.118 0.056 0.000 0.000
325 0.457 0.259 0.002 0.198 0.084 0.000 0.000
330 0.473 0.198 0.004 0.207 0.118 0.000 0.000
335 0.415 0.303 0.000 0.207 0.075 0.000 0.000
340 0.499 0.234 0.000 0.187 0.080 0.000 0.000
345 0.446 0.283 0.000 0.165 0.107 0.000 0.000
350 0.433 0.349 0.000 0.059 0.158 0.000 0.000
355 0.420 0.320 0.000 0.087 0.172 0.000 0.000
