Year  DOY Hour  Min  Dectime  RSS_Paved  RSS_Bldgs  RSS_EveTr  RSS_DecTr  RSS_Grass  RSS_BSoil  RSS_Water state_Pave state_Bldg state_EveT state_DecT state_Gras state_BSoi state_Wate         RS         RA         RB     RAsnow    vpd_hPa     avdens       avcp      s_hPa   psyc_hPa
2011    1    1    0   0.0417     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0975     0.0000     0.0000     0.0974     0.0974     0.0000  1667.1250  9999.9999   190.9862    18.8594   196.6174     2.2206     1.2782  1008.5093     0.5883     0.6623
2011    1    2    0   0.0833   217.4736  1787.4438  2500.0000   366.3324   667.8293  2500.0000     0.1526     0.1073     0.0013     0.0000     0.1074     0.1074     0.0000     0.4996  9999.9999   120.9933     8.2512   191.6353     2.0439     1.2788  1008.5440     0.5816     0.6621
2011    1    3    0   0.1250  1461.4126  8090.7243  9999.9999  2227.6477  3766.2966  9999.9999     5.3934     0.1014     0.0048     0.0000     0.1083     0.1087     0.0000     0.4923  9999.9999   193.2227    18.1039   200.0000     2.0272     1.2790  1008.5207     0.5780     0.6619
2011    1    4    0   0.1667   979.3095  7214.4446  9999.9999  1419.0818  2570.5470  9999.9999     8.2626     0.0901     0.0044     0.0000     0.1039     0.1050     0.0000     0.4790  9999.9999   104.8012     7.1972   178.1749     2.0186     1.2788  1008.4957     0.5746     0.6615
2011    1    5    0   0.2083   983.5776  7225.1630  9999.9999  1331.2685  2405.4440  9999.9999    15.3937     0.0803     0.0039     0.0000     0.0988     0.1010     0.0000     0.4581  9999.9999    92.1652     6.9493   154.1657     1.9683     1.2791  1008.4624     0.5678     0.6611
2011    1    6    0   0.2500  1100.7789  7530.7245  9999.9999  1406.1234  2492.8178  9999.9999    24.8951     0.0723     0.0033     0.0000     0.0938     0.0970     0.0000     0.4361  9999.9999    93.0657     6.9835   156.7920     1.8955     1.2796  1008.4466     0.5617     0.6609
2011    1    7    0   0.2917  1469.4269 25429.3779 **********  1822.6431  3414.8691 **********    39.2377     0.0659     0.0028     0.0000     0.0890     0.0932     0.0000     0.4157 **********   105.7010     7.3263   186.2757     1.8081     1.2798  1008.4838     0.5606     0.6609
2011    1    8    0   0.3333  1689.0130 40611.7603 **********  2046.7372  4014.1910 **********    51.0639     0.0605     0.0026     0.0000     0.0846     0.0897     0.0000     0.3941 **********   102.2145     7.3613   184.3935     1.7463     1.2792  1008.5682     0.5662     0.6612
2011    1    9    0   0.3750  1799.4218 28965.7736 86070.5819  2100.4303  3959.3910 86070.5819    65.1279     0.0556     0.0025     0.0000     0.0801     0.0863     0.0000     0.3715 86070.5819   100.9399     7.3550   182.8502     1.7106     1.2783  1008.6644     0.5747     0.6615
2011    1   10    0   0.4167  1815.9041 17412.0096 28833.8103  2047.3496  3619.9615 28833.8103    78.6309     0.0513     0.0022     0.0000     0.0758     0.0828     0.0000     0.3498 28833.8103    98.4813     7.2890   177.3252     1.6597     1.2776  1008.7653     0.5828     0.6619
2011    1   11    0   0.4583  1534.3358  6751.9487  7658.6959  1676.6247  2620.1582  7658.6959    86.3694     0.0474     0.0016     0.0000     0.0712     0.0791     0.0000     0.3275  7658.6959    89.6193     7.0829   158.5301     1.5393     1.2766  1008.9084     0.5914     0.6623
2011    1   12    0   0.5000  1491.7375  5343.2843  5372.5320  1604.8645  2344.9487  5372.5320   103.2113     0.0436     0.0005     0.0000     0.0660     0.0748     0.0000     0.3032  5372.5320    86.9770     7.0244   152.9352     1.5232     1.2744  1009.0796     0.6090     0.6627
2011    1   13    0   0.5417  1720.1452  7198.1060  7198.1060  1867.8282  2756.4305  7198.1060   123.9192     0.0401     0.0000     0.0000     0.0604     0.0699     0.0000     0.2815  7198.1060    86.0273     6.9678   149.0223     1.4235     1.2730  1009.2146     0.6177     0.6629
2011    1   14    0   0.5833  1979.1696 12130.2615 12130.2615  2200.6041  3362.4143 12130.2615   139.7360     0.0376     0.0000     0.0000     0.0556     0.0656     0.0000     0.2647 12130.2615    83.4489     6.8891   142.0987     1.2451     1.2728  1009.3169     0.6182     0.6629
2011    1   15    0   0.6250  2021.7461 23495.6880 23495.6880  2296.4653  3656.8150 23495.6880   139.1444     0.0357     0.0000     0.0000     0.0522     0.0624     0.0000     0.2507 23495.6880    73.7094     6.6937   120.1060     1.0314     1.2736  1009.3765     0.6122     0.6630
2011    1   16    0   0.6667  2107.6775 72635.3066 72635.3066  2391.4664  3985.0285 72635.3066   144.9271     0.0341     0.0000     0.0000     0.0501     0.0598     0.0000     0.2374 72635.3066    69.2006     6.6277   110.4652     1.0087     1.2760  1009.2487     0.5972     0.6629
2011    1   17    0   0.7083   747.8001 13845.5688 16133.3250  1036.6733  1978.7646 14624.9935    84.0323     0.1180     0.0884     0.0910     0.1387     0.1484     0.0888     0.3145 **********    71.7298     6.6605   115.6983     0.9823     1.2806  1008.9752     0.5660     0.6626
2011    1   18    0   0.7500   356.5691   397.4007  1122.5476   451.0894   960.2057   729.6810    34.2685     0.1711     0.1574     0.1933     0.2366     0.2484     0.1594     0.4035 **********    78.1617     6.7546   128.7725     1.0125     1.2818  1008.8985     0.5595     0.6625
2011    1   19    0   0.7917   580.2116   617.1422  1285.7627   553.0636  1113.1199  1055.1627    50.2793     0.1303     0.1236     0.1857     0.2248     0.2386     0.1262     0.3855  9999.9999    93.9548     7.0813   162.7768     1.1785     1.2827  1008.7618     0.5544     0.6624
2011    1   20    0   0.8333   708.2659   740.4084  1322.6250   580.6574  1146.0245  1226.6319    59.1155     0.1084     0.1042     0.1784     0.2139     0.2294     0.1072     0.3691  9999.9999    93.4222     7.0394   160.1405     1.3780     1.2841  1008.5817     0.5465     0.6622
2011    1   21    0   0.8750   835.3223   864.9997  1382.0073   620.1102  1198.7983  1395.8339    69.8146     0.0938     0.0908     0.1714     0.2033     0.2204     0.0943     0.3530  9999.9999    94.7270     7.0663   162.8202     1.4207     1.2858  1008.4747     0.5374     0.6622
2011    1   22    0   0.9167   943.7110   971.5498  1426.7399   653.3184  1238.5339  1533.7681    80.1932     0.0831     0.0809     0.1646     0.1933     0.2118     0.0847     0.3372  9999.9999    94.5002     7.0675   162.6530     1.3833     1.2871  1008.4377     0.5312     0.6623
2011    1   23    0   0.9583  1048.3415  1075.0018  1478.4667   690.2829  1284.5195  1665.3251    90.8545     0.0750     0.0732     0.1582     0.1840     0.2037     0.0772     0.3229  9999.9999    95.2144     7.0759   163.7876     1.3058     1.2889  1008.3770     0.5199     0.6621
2011    2    0    0   1.0000  1144.6415  1170.4280  1530.6923   727.1636  1331.1096  1785.4309   100.6999     0.0687     0.0672     0.1523     0.1756     0.1962     0.0714     0.3108  9999.9999    95.8172     7.0737   164.2717     1.2777     1.2901  1008.3184     0.5117     0.6620
2011    2    1    0   1.0417  1219.6159  1244.4067  1563.2214   754.0509  1360.3656  1874.0655   108.6415     0.0636     0.0623     0.1468     0.1679     0.1892     0.0666     0.3000  9999.9999    95.1639     7.0419   161.8986     1.2324     1.2917  1008.2511     0.5015     0.6618
2011    2    2    0   1.0833  1645.3527  1674.6440  2025.2767  1017.4051  1776.5898  2446.3388   152.9131     0.0597     0.0586     0.1419     0.1614     0.1829     0.0628     0.2923  9999.9999   128.1465     8.5276   199.4411     1.2357     1.2931  1008.1737     0.4931     0.6616
2011    2    3    0   1.1250  1450.6949  1475.4676  1759.0218   874.3809  1536.4754  2174.9320   130.3208     0.0565     0.0555     0.1373     0.1554     0.1771     0.0596     0.2859  9999.9999   103.7766     7.2084   178.8282     1.2203     1.2948  1008.0936     0.4832     0.6615
2011    2    4    0   1.1667  1459.0915  1482.4914  1730.8994   867.4397  1511.4777  2172.2440   131.3763     0.0533     0.0524     0.1327     0.1492     0.1711     0.0566     0.2779  9999.9999    98.4581     7.0980   168.0945     1.2688     1.2960  1008.0110     0.4769     0.6614
2011    2    5    0   1.2083  1360.2110  1378.5609  1580.4960   794.1940  1376.7866  2019.4638   122.7241     0.0501     0.0494     0.1279     0.1427     0.1650     0.0537     0.2680  9999.9999    84.8902     6.8353   140.4522     1.3806     1.2965  1007.9231     0.4738     0.6613
2011    2    6    0   1.2500  1367.7218  1380.6438  1570.2733   799.8473  1366.9769  2033.7136   128.6568     0.0476     0.0471     0.1229     0.1357     0.1587     0.0508     0.2558  9999.9999    80.6874     6.7719   132.4450     1.3660     1.2968  1007.9199     0.4725     0.6613
2011    2    7    0   1.2917  1549.5687  1565.4634  1784.3377   883.4648  1532.9263  2388.4671   143.5731     0.0453     0.0448     0.1178     0.1286     0.1524     0.0485     0.2425 **********    80.0921     6.7888   132.8698     1.3349     1.2972  1007.9232     0.4711     0.6614
2011    2    8    0   1.3333  1591.4255  1608.7162  1822.5357   887.2577  1548.8323  2474.0292   148.3752     0.0427     0.0423     0.1128     0.1212     0.1460     0.0468     0.2265 **********    72.0718     6.6727   116.9984     1.2840     1.2980  1007.9207     0.4678     0.6615
2011    2    9    0   1.3750  1592.7005  1608.6995  1767.2501   917.5674  1518.2101  2320.0585   170.3488     0.0398     0.0394     0.1075     0.1135     0.1395     0.0448     0.2090 25029.2333    72.9157     6.7004   119.8920     1.2418     1.2991  1007.9117     0.4644     0.6617
2011    2   10    0   1.4167  1508.4103  1521.3863  1600.3012   918.4123  1402.7803  2005.4711   196.9955     0.0365     0.0361     0.1018     0.1054     0.1325     0.0423     0.1906  7048.7572    74.7890     6.7555   125.4991     1.2733     1.3000  1007.8779     0.4626     0.6619
2011    2   11    0   1.4583  1619.4423  1632.5467  1644.4223   996.0929  1449.5955  2040.5967   237.4064     0.0326     0.0322     0.0957     0.0969     0.1250     0.0393     0.1716  5771.9049    77.5059     6.8267   132.5868     1.4199     1.2999  1007.8257     0.4656     0.6621
2011    2   12    0   1.5000  1877.3939  1892.2931  1823.7897  1145.4254  1608.1017  2270.1191   296.4835     0.0287     0.0284     0.0895     0.0886     0.1177     0.0361     0.1535  5906.2040    82.6248     6.9673   145.5837     1.5487     1.2990  1007.8023     0.4707     0.6620
2011    2   13    0   1.5417  2085.9696  2102.4214  1937.9433  1255.1845  1706.5444  2428.7102   348.9094     0.0251     0.0248     0.0837     0.0809     0.1106     0.0331     0.1372  5985.0571    83.1995     6.9843   146.9989     1.6320     1.2979  1007.8087     0.4764     0.6620
2011    2   14    0   1.5833  2607.5241  2627.5402  2324.1683  1561.1198  2049.0720  2917.7897   466.7094     0.0219     0.0216     0.0783     0.0740     0.1041     0.0302     0.1228  6585.7292    96.5901     7.4766   183.9138     1.7733     1.2963  1007.8083     0.4849     0.6620
2011    2   15    0   1.6250  3257.9177  3286.1268  2747.5684  1831.8204  2388.5306  3569.8677   549.8429     0.0193     0.0190     0.0735     0.0679     0.0982     0.0278     0.1109  9332.1547    97.4491     7.4669   184.4173     1.8743     1.2955  1007.8049     0.4906     0.6620
2011    2   16    0   1.6667  4357.1435  4405.2147  3389.0576  2166.5406  2862.0106  4720.9878   623.2016     0.0172     0.0170     0.0693     0.0628     0.0931     0.0260     0.1006 23439.8321    93.2479     7.2641   170.9150     1.9241     1.2950  1007.8139     0.4946     0.6621
2011    2   17    0   1.7083  5653.7567  5730.1016  4051.3369  2505.9141  3330.1866  6024.4412   701.6099     0.0157     0.0155     0.0658     0.0583     0.0886     0.0246     0.0914 **********    89.9637     7.1113   160.2868     2.0694     1.2946  1007.7606     0.4973     0.6621
2011    2   18    0   1.7500  5526.9500  5591.3522  4037.9131  2678.6700  3388.3573  5700.4504   841.8419     0.0145     0.0143     0.0625     0.0543     0.0844     0.0234     0.0832 **********   100.3681     7.3776   183.2799     2.4508     1.2931  1007.6439     0.5071     0.6620
2011    2   19    0   1.7917  4462.7654  4498.6574  3434.8434  2496.1332  2985.0766  4428.8227   900.2793     0.0129     0.0128     0.0591     0.0507     0.0802     0.0219     0.0762  9999.9999   102.8798     7.3876   186.2788     2.2294     1.2940  1007.7154     0.5018     0.6621
2011    2   20    0   1.8333  4966.7740  5004.8225  3781.2745  2776.2259  3300.4767  4823.7831  1061.9165     0.0117     0.0115     0.0561     0.0485     0.0764     0.0206     0.0708  9999.9999   114.8292     7.6572   198.2457     1.9925     1.2958  1007.7309     0.4894     0.6619
2011    2   21    0   1.8750  5045.6658  5085.5792  3745.7607  2727.4822  3259.1041  4800.7379  1068.8762     0.0106     0.0104     0.0535     0.0466     0.0731     0.0195     0.0664  9999.9999   107.6685     7.4379   192.2588     1.9605     1.2961  1007.7224     0.4864     0.6618
2011    2   22    0   1.9167  5216.9511  5258.8888  3764.1297  2742.0774  3284.5791  4858.2520  1110.0275     0.0096     0.0094     0.0512     0.0447     0.0698     0.0184     0.0620  9999.9999   103.8933     7.3336   184.7984     1.9646     1.2963  1007.7026     0.4844     0.6617
2011    2   23    0   1.9583  6300.5279  6341.3207  4682.1273  3598.5466  4218.1854  5854.3657  1622.9222     0.0086     0.0085     0.0499     0.0430     0.0667     0.0174     0.0583  9999.9999   152.5390    14.1036   200.0000     2.0138     1.2962  1007.6785     0.4847     0.6617
2011    3    0    0   2.0000  7144.2846  7182.5465  5455.8714  4346.7712  5033.4753  6652.8105  2101.9485     0.0080     0.0078     0.0490     0.0419     0.0642     0.0166     0.0561  9999.9999   200.0000    33.6715   200.0000     2.1189     1.2953  1007.6599     0.4888     0.6616
2011    3    1    0   2.0417  7284.6566  7323.6768  5488.9778  4396.7962  5121.2974  6729.5821  2155.7856     0.0074     0.0073     0.0483     0.0410     0.0620     0.0160     0.0544  9999.9999   200.0000    32.8607   200.0000     2.1329     1.2953  1007.6361     0.4869     0.6614
2011    3    2    0   2.0833  7403.6660  7443.3232  5517.1752  4439.2990  5205.2469  6794.4699  2201.7643     0.0070     0.0068     0.0477     0.0403     0.0599     0.0156     0.0531  9999.9999   200.0000    39.8998   200.0000     2.1579     1.2952  1007.6114     0.4856     0.6611
2011    3    3    0   2.1250  7518.9327  7559.2157  5543.6717  4479.7199  5287.6816  6856.6271  2246.1229     0.0066     0.0064     0.0472     0.0396     0.0580     0.0151     0.0518  9999.9999   200.0000    34.6868   200.0000     2.1738     1.2952  1007.5895     0.4840     0.6609
2011    3    4    0   2.1667  4439.3784  4463.1578  3246.5526  2632.2966  3874.3611  5026.6142  2081.3554     0.0056     0.0054     0.0466     0.0464     0.0635     0.0147     0.0539  9999.9999   188.3175    34.4055   200.0000     2.1848     1.2949  1007.5761     0.4831     0.6607
2011    3    5    0   2.2083     0.0000     0.0000     0.0000     0.0000   449.3908  2477.0179  1194.2669     0.0007     0.0007     0.0456     0.5343     0.5515     0.0137     0.0864  9999.9999   167.4139    27.3943   200.0000     2.1859     1.2947  1007.5671     0.4821     0.6605
2011    3    6    0   2.2500  2500.0000  2500.0000  1450.0547     0.0000    64.1486  3108.8074   770.1105     0.0000     0.0000     0.0437     1.2984     1.3170     0.0119     0.1449  9999.9999   200.0000    39.6597   200.0000     2.2796     1.2937  1007.5393     0.4844     0.6601
2011    3    7    0   2.2917  9999.9999  9999.9999  5467.2027     0.0000   154.7018  7534.6219   583.0573     0.0000     0.0000     0.0406     1.2607     1.2807     0.0091     0.1562  9999.9999   167.7048    17.6575   200.0000     2.2666     1.2930  1007.5522     0.4850     0.6598
2011    3    8    0   2.3333 92847.8732 92847.8732  9663.4760     0.0000   213.7395 24830.1139   696.6713     0.0000     0.0000     0.0367     1.1421     1.1682     0.0056     0.1477 92847.8732   177.5880    10.2140   200.0000     2.0803     1.2938  1007.6053     0.4797     0.6599
2011    3    9    0   2.3750 26317.3105 26317.3105  7524.3486     0.1081   184.1116 16881.8063   546.7961     0.0000     0.0000     0.0347     1.0392     1.0740     0.0040     0.1389 26317.3105   128.1272     9.2583   200.0000     1.7989     1.2966  1007.5897     0.4610     0.6596
2011    3   10    0   2.4167  8706.7641  8706.7641  4800.8150    12.0157   190.9204  8223.9980   518.8872     0.0000     0.0000     0.0308     0.9411     0.9882     0.0011     0.1283  8706.7641   114.5986     8.4115   200.0000     1.8433     1.2962  1007.5862     0.4632     0.6596
2011    3   11    0   2.4583  5711.8419  5711.8419  4085.4855    34.6400   223.8966  5711.8419   573.7847     0.0000     0.0000     0.0236     0.8482     0.9078     0.0000     0.1164  5711.8419   116.4588     8.7110   200.0000     2.0073     1.2941  1007.6110     0.4759     0.6597
2011    3   12    0   2.5000  4524.9513  4524.9513  3864.8533    57.1921   242.8033  4524.9513   605.9169     0.0000     0.0000     0.0125     0.7586     0.8307     0.0000     0.1034  4524.9513   107.9055     8.1798   198.2636     2.3394     1.2894  1007.6756     0.5030     0.6598
2011    3   13    0   2.5417  5249.5955  5249.5955  5107.8059    71.3103   233.9578  5249.5955   603.3783     0.0000     0.0000     0.0018     0.6746     0.7588     0.0000     0.0901  5249.5955    87.9157     7.1368   159.3877     2.2795     1.2896  1007.6506     0.4965     0.6593
2011    3   14    0   2.5833  7693.1160  7693.1160  7693.1160   102.2263   282.3337  7693.1160   759.1104     0.0000     0.0000     0.0000     0.6026     0.6968     0.0000     0.0785  7693.1160    90.4464     7.1745   163.8674     2.5510     1.2875  1007.5860     0.5053     0.6589
2011    3   15    0   2.6250 13483.0708 13483.0708 13483.0708   130.9907   320.4652 13483.0708   912.3610     0.0000     0.0000     0.0000     0.5409     0.6431     0.0000     0.0686 13483.0708    88.8319     7.0974   158.4694     2.8624     1.2862  1007.4569     0.5094     0.6583
2011    3   16    0   2.6667 67811.1676 67811.1676 67811.1676   163.3701   363.0685 67811.1676  1119.2495     0.0000     0.0000     0.0000     0.4867     0.5959     0.0000     0.0598 67811.1676    87.6493     7.0457   154.6857     2.9878     1.2856  1007.3940     0.5098     0.6580
2011    3   17    0   2.7083 ********** ********** **********   212.7308   436.6708 **********  1424.7686     0.0000     0.0000     0.0000     0.4416     0.5557     0.0000     0.0527 **********    94.8925     7.2746   173.0487     2.8651     1.2855  1007.4350     0.5069     0.6577
2011    3   18    0   2.7500 ********** ********** **********   247.1363   470.7458 **********  1511.2088     0.0000     0.0000     0.0000     0.4042     0.5208     0.0000     0.0472 **********    96.7324     7.2681   174.6114     2.7354     1.2851  1007.4982     0.5061     0.6576
2011    3   19    0   2.7917  9999.9999  9999.9999  9999.9999   279.8138   498.1066  9999.9999  1548.2127     0.0000     0.0000     0.0000     0.3700     0.4874     0.0000     0.0422  9999.9999    97.2232     7.1862   171.1984     2.6064     1.2850  1007.5459     0.5036     0.6574
2011    3   20    0   2.8333  9999.9999  9999.9999  9999.9999   332.3447   565.4084  9999.9999  1765.0116     0.0000     0.0000     0.0000     0.3414     0.4583     0.0000     0.0384  9999.9999   103.8376     7.3284   184.2743     2.1951     1.2864  1007.6460     0.4900     0.6571
2011    3   21    0   2.8750  9999.9999  9999.9999  9999.9999   408.3944   671.5494  9999.9999  2061.1315     0.0000     0.0000     0.0000     0.3191     0.4340     0.0000     0.0357  9999.9999   117.9140     7.7465   200.0000     1.8111     1.2879  1007.7386     0.4771     0.6569
2011    3   22    0   2.9167  9999.9999  9999.9999  9999.9999   404.7125   650.8116  9999.9999  2008.7563     0.0000     0.0000     0.0000     0.3003     0.4128     0.0000     0.0336  9999.9999   107.2716     7.4280   191.8243     1.6033     1.2881  1007.8081     0.4722     0.6566
2011    3   23    0   2.9583  9999.9999  9999.9999  9999.9999   422.6052   664.0903  9999.9999  2048.4389     0.0000     0.0000     0.0000     0.2827     0.3928     0.0000     0.0316  9999.9999   102.2634     7.2498   179.2788     1.6646     1.2864  1007.8356     0.4789     0.6564
2011    4    0    0   3.0000  9166.6665  9166.6665  9166.6665   481.6375   738.2856  9166.6665  2497.2142     0.0000     0.0000     0.0000     0.2668     0.3745     0.0000     0.0299  9999.9999   126.2265     8.6922   197.4441     1.6172     1.2860  1007.8426     0.4766     0.6560
2011    4    1    0   3.0417     0.0000     0.0000     0.0000     0.0000    77.8043   833.3333  1899.5810     0.0000     0.0000     0.0000     0.4644     0.5687     0.0000     0.0661  9999.9999   194.6011    21.8071   200.0000     1.5267     1.2855  1007.8867     0.4759     0.6557
2011    4    2    0   3.0833     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000   781.4715     0.0000     0.0000     0.0000     1.1109     1.2071     0.0000     0.1449  9999.9999   200.0000    24.0979   200.0000     1.5232     1.2840  1007.9338     0.4808     0.6555
2011    4    3    0   3.1250     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000   403.3583     0.0000     0.0000     0.0000     1.7135     1.7870     0.0000     0.2243  9999.9999   200.0000    24.4880   200.0000     1.4665     1.2829  1007.9900     0.4835     0.6553
2011    4    4    0   3.1667     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000   216.2405     0.0000     0.0000     0.0000     2.0734     2.1127     0.0000     0.3036  9999.9999   200.0000    23.8355   200.0000     1.3594     1.2815  1008.0875     0.4877     0.6551
2011    4    5    0   3.2083  2500.0000  2500.0000  2500.0000     0.0000     3.2966  4999.9999   115.0277     0.0000     0.0000     0.0000     2.0271     2.0440     0.0000     0.3727  9999.9999   200.0000    29.0898   200.0000     1.2591     1.2794  1008.2123     0.4953     0.6549
2011    4    6    0   3.2500  9999.9999  9999.9999  9999.9999     0.0000    49.7833  9999.9999   102.9425     0.0000     0.0000     0.0000     1.7382     1.7476     0.0000     0.3833  9999.9999   200.0000    34.5948   200.0000     1.2246     1.2775  1008.3046     0.5032     0.6547
2011    4    7    0   3.2917 ********** ********** **********     0.0000    57.4480 **********    63.3977     0.0000     0.0000     0.0000     1.5243     1.5326     0.0000     0.3751 **********   110.1175     7.5696   183.1323     1.1423     1.2770  1008.3432     0.5024     0.6545
2011    4    8    0   3.3333 ********** ********** **********     0.0000    73.3991 **********    63.6585     0.0000     0.0000     0.0000     1.3581     1.3705     0.0000     0.3575 **********    90.3700     7.0997   160.0942     1.0987     1.2767  1008.3712     0.5028     0.6544
2011    4    9    0   3.3750 ********** ********** **********     0.0000    88.7423 **********    70.2800     0.0000     0.0000     0.0000     1.2222     1.2417     0.0000     0.3370 **********    82.9594     6.9085   142.7375     1.0525     1.2778  1008.3326     0.4958     0.6543
2011    4   10    0   3.4167 10843.4946 10843.4946 10843.4946     0.0000   110.4757 10843.4946    84.9755     0.0000     0.0000     0.0000     1.1048     1.1338     0.0000     0.3152 10843.4946    84.4938     6.9724   147.7300     1.2057     1.2781  1008.2146     0.4918     0.6539
2011    4   11    0   3.4583  6439.6466  6439.6466  6439.6466     2.2779   132.2808  6439.6466   103.2534     0.0000     0.0000     0.0000     0.9956     1.0376     0.0000     0.2906  6439.6466    84.3934     6.9937   148.7016     1.3918     1.2760  1008.1925     0.5004     0.6535
2011    4   12    0   3.5000  5083.2703  5083.2703  5083.2703    15.5304   138.7403  5083.2703   113.3130     0.0000     0.0000     0.0000     0.8922     0.9495     0.0000     0.2633  5083.2703    74.5104     6.7515   124.8576     1.5164     1.2740  1008.1876     0.5071     0.6531
2011    4   13    0   3.5417  4045.1231  4045.1231  4045.1231    31.4964   150.9252  4045.1231   133.5721     0.0000     0.0000     0.0000     0.7906     0.8646     0.0000     0.2320  4045.1231    68.8197     6.6520   112.1319     1.8269     1.2725  1008.0741     0.5130     0.6526
2011    4   14    0   3.5833  4871.8067  4871.8067  4871.8067    52.2978   178.5329  4871.8067   173.8752     0.0000     0.0000     0.0000     0.6943     0.7845     0.0000     0.1997  4871.8067    68.2158     6.6344   110.0736     2.1933     1.2712  1007.9312     0.5190     0.6522
2011    4   15    0   3.6250 11427.0969 11427.0969 11427.0969    75.1556   212.2901 11427.0969   224.3115     0.0000     0.0000     0.0000     0.6164     0.7182     0.0000     0.1733 11427.0969    68.1984     6.6253   109.2578     2.0780     1.2705  1008.0133     0.5211     0.6521
2011    4   16    0   3.6667 26775.2786 26775.2786 26775.2786    95.3803   239.2787 26775.2786   267.9717     0.0000     0.0000     0.0000     0.5580     0.6666     0.0000     0.1543 26775.2786    67.9381     6.6241   108.8905     1.5435     1.2712  1008.2250     0.5123     0.6521
2011    4   17    0   3.7083 ********** ********** **********   114.6515   265.1921 **********   308.8898     0.0000     0.0000     0.0000     0.5125     0.6243     0.0000     0.1402 **********    67.7560     6.6201   108.3321     1.2901     1.2713  1008.3285     0.5083     0.6520
2011    4   18    0   3.7500 ********** ********** **********   128.9854   277.4785 **********   331.3879     0.0000     0.0000     0.0000     0.4743     0.5877     0.0000     0.1289 **********    66.0074     6.5942   104.0249     1.2536     1.2701  1008.3766     0.5112     0.6517
2011    4   19    0   3.7917  9999.9999  9999.9999  9999.9999   154.6907   312.6409  9999.9999   378.1938     0.0000     0.0000     0.0000     0.4405     0.5540     0.0000     0.1197  9999.9999    69.6341     6.6293   111.0196     1.2666     1.2685  1008.4412     0.5189     0.6517
2011    4   20    0   3.8333  9999.9999  9999.9999  9999.9999   178.8752   346.2370  9999.9999   421.5944     0.0000     0.0000     0.0000     0.4115     0.5239     0.0000     0.1122  9999.9999    71.1527     6.6423   113.6742     1.2918     1.2668  1008.5225     0.5292     0.6517
2011    4   21    0   3.8750  9999.9999  9999.9999  9999.9999   193.5179   361.1474  9999.9999   441.6483     0.0000     0.0000     0.0000     0.3856     0.4967     0.0000     0.1057  9999.9999    68.9339     6.6153   109.0600     1.2734     1.2657  1008.5654     0.5326     0.6515
2011    4   22    0   3.9167  9999.9999  9999.9999  9999.9999   230.2343   415.8085  9999.9999   508.2909     0.0000     0.0000     0.0000     0.3626     0.4719     0.0000     0.1001  9999.9999    74.7620     6.6915   121.0509     1.1690     1.2652  1008.6100     0.5311     0.6512
2011    4   23    0   3.9583  9999.9999  9999.9999  9999.9999   254.6038   448.1635  9999.9999   544.9855     0.0000     0.0000     0.0000     0.3425     0.4497     0.0000     0.0955  9999.9999    75.3684     6.6939   121.8494     1.2074     1.2634  1008.6830     0.5411     0.6512
2011    5    0    0   4.0000  9999.9999  9999.9999  9999.9999   259.5831   446.4076  9999.9999   541.2814     0.0000     0.0000     0.0000     0.3236     0.4287     0.0000     0.0911  9999.9999    69.8144     6.6174   110.1207     1.2923     1.2613  1008.7490     0.5532     0.6512
2011    5    1    0   4.0417  9999.9999  9999.9999  9999.9999   296.2162   497.8403  9999.9999   600.3436     0.0000     0.0000     0.0000     0.3064     0.4093     0.0000     0.0871  9999.9999    73.3889     6.6566   117.0680     1.2800     1.2597  1008.8302     0.5611     0.6511
2011    5    2    0   4.0833  9999.9999  9999.9999  9999.9999   304.4400   502.2656  9999.9999   601.9626     0.0000     0.0000     0.0000     0.2907     0.3914     0.0000     0.0836  9999.9999    69.3619     6.6086   108.8363     1.3822     1.2577  1008.8781     0.5721     0.6510
2011    5    3    0   4.1250  9999.9999  9999.9999  9999.9999   334.8190   540.9629  9999.9999   646.4570     0.0000     0.0000     0.0000     0.2751     0.3738     0.0000     0.0799  9999.9999    70.4337     6.6187   110.8906     1.4959     1.2562  1008.8891     0.5799     0.6508
2011    5    4    0   4.1667  9999.9999  9999.9999  9999.9999   352.6100   558.2158  9999.9999   667.5051     0.0000     0.0000     0.0000     0.2600     0.3568     0.0000     0.0761  9999.9999    68.7285     6.6012   107.4700     1.5932     1.2551  1008.8420     0.5802     0.6502
2011    5    5    0   4.2083  9999.9999  9999.9999  9999.9999   354.2424   549.4493  9999.9999   660.6415     0.0000     0.0000     0.0000     0.2450     0.3402     0.0000     0.0721  9999.9999    64.0155     6.5658    98.2400     1.5623     1.2548  1008.8106     0.5747     0.6495
2011    5    6    0   4.2500  9999.9999  9999.9999  9999.9999   333.4513   505.6060  9999.9999   617.5008     0.0000     0.0000     0.0000     0.2295     0.3235     0.0000     0.0675  9999.9999    55.5837     6.5451    82.0557     1.5981     1.2553  1008.6864     0.5632     0.6487
2011    5    7    0   4.2917  9999.9999  9999.9999  9999.9999   350.9568   515.2675  9999.9999   649.9826     0.0000     0.0000     0.0000     0.2122     0.3055     0.0000     0.0618  9999.9999    53.6183     6.5485    78.4804     1.6594     1.2568  1008.5052     0.5471     0.6479
