dectime dryQSresid
64.2917 -113.5125
64.2943 -105.9728
64.3333 -73.2994
64.3360 -28.9744
64.3750 10.6939
64.3776 23.1674
64.4167 21.9126
64.4193 22.6132
64.4583 13.8287
64.4609 -7.6205
64.5000 -13.4257
64.5026 11.9516
64.5417 33.9657
64.5442 17.0519
64.5833 -25.0027
64.5859 -66.3889
64.6250 -117.5478
64.6275 -178.3372
64.6667 -214.4065
64.6692 -191.9195
64.7083 -148.7772
64.7109 -128.0207
64.7500 -124.2308
64.7525 -123.9498
64.7917 -117.9416
64.7942 -107.7419
64.8333 -106.0570
64.8358 -121.0974
64.8750 -131.3555
64.8775 -118.0761
64.9167 -102.4859
64.9191 -106.7495
64.9583 -116.2958
64.9608 -112.3880
65.0000 -101.5618
65.0024 -95.0757
65.0417 -93.2372
65.0441 -93.2930
65.0833 -93.4479
65.0857 -92.1698
65.1250 -89.7749
65.1274 -87.6134
65.1667 -88.5737
65.1691 -80.1447
65.2083 -54.9753
65.2107 -29.7726
65.2500 -15.6980
65.2524 -18.1284
65.2917 -33.5356
65.2940 -41.9738
65.3333 -22.8568
65.3357 19.1157
65.3750 31.5170
65.3773 -16.5524
65.4167 -62.6223
65.4190 -54.4792
65.4583 -32.5321
65.4606 -38.8267
65.5000 -49.4092
65.5023 -39.4070
65.5417 -31.3815
65.5439 -49.6345
65.5833 -76.7047
65.5856 -87.1928
65.6250 -87.5054
65.6273 -89.6113
65.6667 -94.3698
65.6689 -97.3162
65.7083 -96.7659
65.7106 -90.0620
65.7500 -77.8942
65.7522 -66.6117
65.7917 -62.7980
65.7939 -74.1022
65.8333 -92.1320
65.8355 -102.3081
65.8750 -106.1107
65.8772 -101.7601
65.9167 -94.2737
65.9188 -85.9218
65.9583 -72.6533
65.9605 -71.7457
66.0000 -85.1682
66.0022 -91.5357
66.0417 -85.2632
66.0438 -77.0125
66.0833 -77.1775
66.0855 -86.0888
66.1250 -93.5028
66.1271 -91.5317
66.1667 -86.4831
66.1688 -85.3466
66.2083 -83.6916
66.2104 -75.8242
66.2500 -68.7631
66.2521 -67.8724
66.2917 -59.4723
66.2937 -33.0287
66.3333 -17.3160
66.3354 -13.8715
66.3750 17.5586
66.3770 68.7651
66.4167 107.4460
66.4187 123.8107
66.4583 119.1303
66.4604 88.0572
66.5000 57.7289
66.5020 53.9373
66.5417 56.5998
66.5437 44.0256
66.5833 16.1043
66.5853 -24.8514
66.6250 -54.6458
66.6270 -50.6140
66.6667 -55.7306
66.6686 -87.8938
66.7083 -120.6764
66.7103 -127.9713
66.7500 -117.0247
66.7519 -111.8759
66.7917 -105.5146
66.7936 -92.8267
66.8333 -77.9989
66.8353 -65.7158
66.8750 -65.5580
66.8769 -82.5930
66.9167 -101.4593
66.9186 -102.9394
66.9583 -95.8875
66.9602 -96.0614
67.0000 -98.6802
67.0019 -95.1118
67.0417 -93.6456
67.0435 -97.6645
67.0833 -94.1600
67.0852 -85.1639
67.1250 -80.1305
67.1268 -77.5957
67.1667 -77.7004
67.1685 -81.7946
67.2083 -87.1277
67.2101 -93.8779
67.2500 -102.5884
67.2518 -97.3478
67.2917 -81.8597
67.2935 -48.8204
67.3333 17.0479
67.3351 90.8067
67.3750 152.5328
67.3768 182.3036
67.4167 177.5900
67.4184 144.0867
67.4583 96.0542
67.4601 77.6863
67.5000 101.6697
67.5017 129.7172
67.5417 128.3389
67.5434 85.1222
67.5833 25.3600
67.5850 -16.3335
67.6250 -54.2492
67.6267 -101.0045
67.6667 -124.2914
67.6683 -97.5047
67.7083 -69.3084
67.7100 -76.9662
67.7500 -95.9079
67.7517 -94.0084
67.7917 -79.4241
67.7933 -78.4541
67.8333 -80.4120
67.8350 -81.2970
67.8750 -88.2159
67.8766 -90.9440
67.9167 -83.0708
67.9183 -69.2428
67.9583 -59.3572
67.9599 -62.2394
68.0000 -74.0434
68.0016 -82.4364
68.0417 -75.2668
68.0432 -53.2230
68.0833 -47.3762
68.0849 -78.2455
68.1250 -111.1948
68.1266 -110.4367
68.1667 -96.0158
68.1682 -96.9280
68.2083 -101.4792
68.2099 -92.9623
68.2500 -85.8198
68.2515 -81.2864
68.2917 -62.3451
68.2932 -13.4209
68.3333 41.3364
68.3348 63.0189
68.3750 75.9654
68.3765 103.1870
68.4167 126.6898
68.4181 122.6464
68.4583 109.9531
68.4598 114.3198
68.5000 125.6008
68.5014 116.1945
68.5417 94.9366
68.5431 75.5831
68.5833 40.1147
68.5848 0.7860
68.6250 -35.8616
68.6264 -74.8402
68.6667 -110.2731
68.6681 -120.2792
68.7083 -102.7095
68.7097 -87.0423
68.7500 -83.1690
68.7514 -76.6487
68.7917 -64.6988
68.7930 -52.5145
68.8333 -42.5750
68.8347 -38.2925
68.8750 -34.9258
68.8763 -33.1733
68.9167 -36.3152
68.9180 -42.5086
68.9583 -46.4022
68.9596 -44.2236
69.0000 -43.3807
69.0013 -49.5961
69.0417 -54.7626
69.0430 -60.8328
69.0833 -72.1363
69.0846 -82.8557
69.1250 -93.7898
69.1263 -98.8911
69.1667 -98.6850
69.1679 -98.4179
69.2083 -95.2063
69.2096 -88.4547
69.2500 -76.6279
69.2512 -52.1582
69.2917 -46.8058
69.2929 -75.3631
69.3333 -84.4709
69.3345 -42.4308
69.3750 22.0594
69.3762 32.0597
69.4167 -14.0244
69.4179 -29.1928
69.4583 -0.7836
69.4595 11.1874
69.5000 0.1502
69.5012 -6.2950
69.5417 -12.1472
69.5428 -30.5364
69.5833 -61.4393
69.5845 -90.1045
69.6250 -103.5086
69.6261 -97.8805
69.6667 -86.4155
69.6678 -96.8546
69.7083 -127.1808
69.7094 -130.6054
69.7500 -116.0085
69.7511 -126.7850
69.7917 -140.4610
69.7927 -120.6811
69.8333 -91.1083
69.8344 -85.3258
69.8750 -90.7537
69.8761 -87.9660
69.9167 -82.3014
69.9177 -83.0830
69.9583 -86.2200
69.9594 -87.2705
70.0000 -92.1130
70.0010 -104.4319
70.0417 -114.6478
70.0427 -114.1222
70.0833 -111.4458
70.0843 -114.9550
70.1250 -114.6507
70.1260 -101.6608
70.1667 -88.0372
70.1676 -85.8441
70.2083 -90.7325
70.2093 -94.7916
70.2500 -96.3315
70.2510 -87.4918
70.2917 -88.3308
70.2926 -117.7071
70.3333 -140.3393
70.3343 -128.9883
70.3750 -108.7921
70.3759 -79.1903
70.4167 -11.5366
70.4176 56.1781
70.4583 81.6317
70.4592 58.8214
70.5000 16.9849
70.5009 -17.0795
70.5417 -45.3403
70.5425 -63.9887
70.5833 -72.2582
70.5842 -80.0185
70.6250 -91.3150
70.6258 -103.2706
70.6667 -126.1637
70.6675 -150.4322
70.7083 -163.0106
70.7092 -152.6775
70.7500 -136.1396
70.7508 -137.3850
70.7917 -135.1611
70.7925 -113.5895
70.8333 -100.4597
70.8341 -118.9437
70.8750 -137.1644
70.8758 -122.6415
70.9167 -96.5479
70.9174 -86.0837
70.9583 -84.9146
70.9591 -85.6327
71.0000 -89.2059
71.0007 -91.6870
71.0417 -92.0499
71.0424 -91.9405
71.0833 -97.6141
71.0840 -102.3316
71.1250 -93.0732
71.1257 -81.2232
71.1667 -76.6643
71.1674 -84.7817
71.2083 -99.6328
71.2090 -99.8296
71.2500 -96.7837
71.2507 -97.6987
71.2917 -87.1659
71.2923 -47.6208
71.3333 -18.6486
71.3340 -44.4734
71.3750 -55.3260
71.3756 0.6146
71.4167 56.0500
71.4173 37.6439
71.4583 2.1490
71.4589 13.4729
71.5000 27.0825
71.5006 12.8092
71.5417 -2.0022
71.5423 -11.7360
71.5833 -25.6701
71.5839 -44.4076
71.6250 -71.4085
71.6256 -99.0331
71.6667 -114.4031
71.6672 -104.7582
71.7083 -101.0478
71.7089 -121.7231
71.7500 -138.0489
71.7505 -127.5907
71.7917 -106.3839
71.7922 -101.1251
71.8333 -103.4513
71.8338 -100.8417
71.8750 -101.4267
71.8755 -111.7140
71.9167 -119.1454
71.9171 -112.7682
71.9583 -102.5763
71.9588 -102.1800
72.0000 -108.3286
72.0005 -111.6482
72.0417 -111.0344
72.0421 -108.2923
72.0833 -104.7295
72.0838 -102.2983
72.1250 -103.5057
72.1254 -104.3750
72.1667 -99.9305
72.1671 -97.4747
72.2083 -103.4303
72.2087 -103.0194
72.2500 -89.8750
72.2504 -79.5398
72.2917 -92.0526
72.2920 -110.4206
72.3333 -96.1009
72.3337 -39.3095
72.3750 25.7998
72.3753 51.7167
72.4167 58.0583
72.4170 73.1509
72.4583 82.7892
72.4587 72.4879
72.5000 65.5200
72.5003 77.4014
72.5417 75.9833
72.5420 33.4010
72.5833 -22.5809
72.5836 -54.2225
72.6250 -77.8789
72.6253 -106.9649
72.6667 -125.7192
72.6669 -118.8647
72.7083 -115.9943
72.7086 -138.6097
72.7500 -161.0887
72.7502 -149.8176
72.7917 -117.1085
72.7919 -99.2192
72.8333 -93.0082
72.8336 -96.4912
72.8750 -107.8444
72.8752 -108.9113
72.9167 -101.0655
72.9169 -96.7512
72.9583 -97.6119
72.9585 -97.0126
73.0000 -93.2039
73.0002 -87.2418
73.0417 -79.7678
73.0418 -75.8477
73.0833 -73.9957
73.0835 -70.6787
73.1250 -69.2237
73.1251 -69.9313
73.1667 -70.0801
73.1668 -71.2731
73.2083 -75.8296
73.2084 -80.6610
73.2500 -80.2357
73.2501 -67.0431
73.2917 -47.5537
73.2918 -34.7774
73.3333 -27.7370
73.3334 -19.6358
73.3750 -10.7408
73.3751 -20.2360
73.4167 -41.1035
73.4167 -39.8181
73.4583 -22.8324
73.4584 -14.5160
73.5000 -10.3595
73.5000 -3.0885
73.5417 -4.7450
73.5417 -17.2053
73.5833 -14.4770
73.5833 16.5373
73.6250 42.2971
73.6250 34.4007
73.6667 10.4165
73.6667 -3.3342
73.7083 -4.8455
73.7083 -1.4894
73.7500 4.2536
73.7500 10.5390
73.7917 5.3850
73.7916 -12.6332
73.8333 -2.2736
73.8333 56.1554
73.8750 91.6523
73.8749 48.1292
73.9167 -8.6212
73.9166 -4.5870
73.9583 27.1388
73.9582 31.9150
74.0000 18.9632
73.9999 13.9834
74.0417 17.3245
74.0415 12.5869
74.0833 -4.3720
74.0832 -12.1287
74.1250 -12.8548
74.1249 -26.9810
74.1667 -28.0228
74.1665 -2.3142
74.2083 2.3438
74.2082 -21.4321
74.2500 -40.2601
74.2498 -50.0934
74.2917 -55.5706
74.2915 -44.3498
74.3333 -28.6630
74.3331 -20.9456
74.3750 -6.1466
74.3748 5.3401
74.4167 16.7736
74.4164 60.4665
74.4583 112.5576
74.4581 136.0964
74.5000 139.1899
74.4997 93.1525
74.5417 NaN
74.5414 NaN
74.5833 NaN
74.5831 NaN
74.6250 NaN
74.6247 NaN
74.6667 NaN
74.6664 NaN
74.7083 NaN
74.7080 NaN
74.7500 NaN
74.7497 NaN
74.7917 NaN
74.7913 NaN
74.8333 NaN
74.8330 NaN
74.8750 NaN
74.8746 NaN
74.9167 NaN
74.9163 NaN
74.9583 NaN
74.9580 NaN
75.0000 NaN
74.9996 NaN
75.0417 NaN
75.0413 NaN
75.0833 NaN
75.0829 NaN
75.1250 NaN
75.1246 NaN
75.1667 NaN
75.1662 NaN
75.2083 NaN
75.2079 NaN
75.2500 NaN
75.2495 NaN
75.2917 NaN
75.2912 NaN
75.3333 NaN
75.3328 NaN
75.3750 NaN
75.3745 NaN
75.4167 NaN
75.4162 NaN
75.4583 NaN
75.4578 NaN
75.5000 NaN
75.4995 NaN
75.5417 NaN
75.5411 NaN
75.5833 NaN
75.5828 NaN
75.6250 NaN
75.6244 NaN
75.6667 NaN
75.6661 NaN
75.7083 NaN
75.7077 NaN
75.7500 NaN
75.7494 NaN
75.7917 NaN
75.7910 NaN
75.8333 NaN
75.8327 NaN
75.8750 NaN
75.8744 NaN
75.9167 NaN
75.9160 NaN
75.9583 NaN
75.9577 NaN
76.0000 NaN
75.9993 NaN
76.0417 NaN
76.0410 NaN
76.0833 NaN
76.0826 NaN
76.1250 NaN
76.1243 NaN
76.1667 NaN
76.1659 NaN
76.2083 NaN
76.2076 NaN
76.2500 NaN
76.2493 NaN
76.2917 NaN
76.2909 NaN
76.3333 NaN
76.3326 NaN
76.3750 NaN
76.3742 NaN
76.4167 NaN
76.4159 NaN
76.4583 NaN
76.4575 NaN
76.5000 NaN
76.4992 NaN
76.5417 NaN
76.5408 NaN
76.5833 NaN
76.5825 NaN
76.6250 NaN
76.6241 NaN
76.6667 NaN
76.6658 NaN
76.7083 NaN
76.7075 NaN
76.7500 NaN
76.7491 NaN
76.7917 NaN
76.7908 NaN
76.8333 NaN
76.8324 NaN
76.8750 NaN
76.8741 NaN
76.9167 NaN
76.9157 NaN
76.9583 NaN
76.9574 NaN
77.0000 NaN
76.9990 NaN
77.0417 NaN
77.0407 NaN
77.0833 NaN
77.0824 NaN
77.1250 NaN
77.1240 NaN
77.1667 NaN
77.1657 NaN
77.2083 NaN
77.2073 NaN
77.2500 NaN
77.2490 NaN
77.2917 NaN
77.2906 NaN
77.3333 NaN
77.3323 NaN
77.3750 NaN
77.3739 NaN
77.4167 NaN
77.4156 NaN
77.4583 NaN
77.4572 NaN
77.5000 NaN
77.4989 NaN
77.5417 NaN
77.5406 NaN
77.5833 NaN
77.5822 NaN
77.6250 NaN
77.6239 NaN
77.6667 NaN
77.6655 NaN
77.7083 NaN
77.7072 NaN
77.7500 NaN
77.7488 NaN
77.7917 NaN
77.7905 NaN
77.8333 NaN
77.8321 NaN
77.8750 NaN
77.8738 NaN
77.9167 NaN
77.9154 NaN
77.9583 NaN
77.9571 NaN
78.0000 NaN
77.9988 NaN
78.0417 NaN
78.0404 NaN
78.0833 NaN
78.0821 NaN
78.1250 NaN
78.1237 NaN
78.1667 NaN
78.1654 NaN
78.2083 NaN
78.2070 NaN
78.2500 NaN
78.2487 NaN
78.2917 NaN
78.2903 NaN
78.3333 NaN
78.3320 NaN
78.3750 NaN
78.3737 NaN
78.4167 NaN
78.4153 NaN
78.4583 NaN
78.4570 NaN
78.5000 NaN
78.4986 NaN
78.5417 NaN
78.5403 NaN
78.5833 NaN
78.5819 NaN
78.6250 NaN
78.6236 NaN
78.6667 NaN
78.6652 NaN
78.7083 NaN
78.7069 NaN
78.7500 NaN
78.7485 NaN
78.7917 NaN
78.7902 NaN
78.8333 NaN
78.8319 NaN
78.8750 NaN
78.8735 NaN
78.9167 NaN
78.9152 NaN
78.9583 NaN
78.9568 NaN
79.0000 NaN
78.9985 NaN
79.0417 NaN
79.0401 NaN
79.0833 NaN
79.0818 NaN
79.1250 -14.9887
79.1234 -11.2538
79.1667 -5.0352
79.1651 1.3714
79.2083 -1.8370
79.2067 -17.6447
79.2500 -32.1735
79.2484 -30.7952
79.2917 -22.0173
79.2901 -5.0095
79.3333 24.1636
79.3317 46.5181
79.3750 56.5954
79.3734 45.5798
79.4167 15.9764
79.4150 -7.3376
79.4583 -18.8671
79.4567 -25.8271
79.5000 -30.9047
79.4983 -34.7505
79.5417 -40.6284
79.5400 -44.8864
79.5833 -46.8202
79.5816 -45.3871
79.6250 -36.2082
79.6233 -37.3189
79.6667 -52.1802
79.6650 -56.7440
79.7083 -49.5539
79.7066 -38.3492
79.7500 -34.7385
79.7483 -40.2963
79.7917 -14.9001
79.7899 63.7333
79.8333 141.1483
79.8316 161.3721
79.8750 NaN
79.8732 NaN
79.9167 NaN
79.9149 NaN
79.9583 NaN
79.9565 NaN
80.0000 NaN
79.9982 NaN
80.0417 NaN
80.0398 NaN
80.0833 NaN
80.0815 NaN
80.1250 NaN
80.1232 NaN
80.1667 NaN
80.1648 NaN
80.2083 NaN
80.2065 NaN
80.2500 NaN
80.2481 NaN
80.2917 NaN
80.2898 NaN
80.3333 NaN
80.3314 NaN
80.3750 NaN
80.3731 NaN
80.4167 NaN
80.4147 NaN
80.4583 NaN
80.4564 NaN
80.5000 NaN
80.4981 NaN
80.5417 NaN
80.5397 NaN
80.5833 NaN
80.5814 NaN
80.6250 NaN
80.6230 NaN
80.6667 NaN
80.6647 NaN
80.7083 NaN
80.7063 NaN
80.7500 NaN
80.7480 NaN
80.7917 NaN
80.7896 NaN
80.8333 NaN
80.8313 NaN
80.8750 NaN
80.8729 NaN
80.9167 NaN
80.9146 NaN
80.9583 NaN
80.9563 NaN
81.0000 NaN
80.9979 NaN
81.0417 NaN
81.0396 NaN
81.0833 NaN
81.0812 NaN
81.1250 NaN
81.1229 NaN
81.1667 NaN
81.1645 NaN
81.2083 NaN
81.2062 NaN
81.2500 NaN
81.2478 NaN
81.2917 NaN
81.2895 NaN
81.3333 NaN
81.3311 NaN
81.3750 NaN
81.3728 NaN
81.4167 NaN
81.4145 NaN
81.4583 NaN
81.4561 NaN
81.5000 NaN
81.4978 NaN
81.5417 NaN
81.5394 NaN
81.5833 NaN
81.5811 NaN
81.6250 NaN
81.6227 NaN
81.6667 NaN
81.6644 NaN
81.7083 NaN
81.7060 NaN
81.7500 NaN
81.7477 NaN
81.7917 NaN
81.7894 NaN
81.8333 NaN
81.8310 NaN
81.8750 NaN
81.8727 NaN
81.9167 NaN
81.9143 NaN
81.9583 NaN
81.9560 NaN
82.0000 NaN
81.9976 NaN
82.0417 NaN
82.0393 NaN
82.0833 NaN
82.0809 NaN
82.1250 NaN
82.1226 NaN
82.1667 NaN
82.1642 NaN
82.2083 NaN
82.2059 NaN
82.2500 NaN
82.2476 NaN
82.2917 NaN
82.2892 NaN
82.3333 NaN
82.3309 NaN
82.3750 NaN
82.3725 NaN
82.4167 NaN
82.4142 NaN
82.4583 NaN
82.4558 NaN
82.5000 NaN
82.4975 NaN
82.5417 NaN
82.5391 NaN
82.5833 NaN
82.5808 NaN
82.6250 NaN
82.6224 NaN
82.6667 NaN
82.6641 NaN
82.7083 NaN
82.7058 NaN
82.7500 NaN
82.7474 NaN
82.7917 NaN
82.7891 NaN
82.8333 NaN
82.8307 NaN
82.8750 NaN
82.8724 NaN
82.9167 NaN
82.9140 NaN
82.9583 NaN
82.9557 NaN
83.0000 NaN
82.9973 NaN
83.0417 NaN
83.0390 NaN
83.0833 NaN
83.0807 NaN
83.1250 NaN
83.1223 NaN
83.1667 NaN
83.1640 NaN
83.2083 NaN
83.2056 NaN
83.2500 NaN
83.2473 NaN
83.2917 NaN
83.2889 NaN
83.3333 NaN
83.3306 NaN
83.3750 NaN
83.3722 NaN
83.4167 NaN
83.4139 NaN
83.4583 NaN
83.4555 NaN
83.5000 NaN
83.4972 NaN
83.5417 NaN
83.5389 NaN
83.5833 NaN
83.5805 NaN
83.6250 NaN
83.6222 NaN
83.6667 NaN
83.6638 NaN
83.7083 NaN
83.7055 NaN
83.7500 NaN
83.7471 NaN
83.7917 NaN
83.7888 NaN
83.8333 NaN
83.8304 NaN
83.8750 NaN
83.8721 NaN
83.9167 NaN
83.9138 NaN
83.9583 NaN
83.9554 NaN
84.0000 NaN
83.9971 NaN
84.0417 NaN
84.0387 NaN
84.0833 NaN
84.0804 NaN
84.1250 NaN
84.1220 NaN
84.1667 NaN
84.1637 NaN
84.2083 NaN
84.2053 NaN
84.2500 NaN
84.2470 NaN
84.2917 NaN
84.2886 NaN
84.3333 NaN
84.3303 NaN
84.3750 NaN
84.3720 NaN
84.4167 NaN
84.4136 NaN
84.4583 NaN
84.4553 NaN
84.5000 NaN
84.4969 NaN
84.5417 NaN
84.5386 NaN
84.5833 NaN
84.5802 NaN
84.6250 NaN
84.6219 NaN
84.6667 NaN
84.6635 NaN
84.7083 NaN
84.7052 NaN
84.7500 NaN
84.7468 NaN
84.7917 NaN
84.7885 NaN
84.8333 NaN
84.8302 NaN
84.8750 NaN
84.8718 NaN
84.9167 NaN
84.9135 NaN
84.9583 NaN
84.9551 NaN
85.0000 NaN
84.9968 NaN
85.0417 NaN
85.0384 NaN
85.0833 NaN
85.0801 NaN
85.1250 NaN
85.1217 NaN
85.1667 NaN
85.1634 NaN
85.2083 NaN
85.2051 NaN
85.2500 NaN
85.2467 NaN
85.2917 NaN
85.2884 NaN
85.3333 NaN
85.3300 NaN
85.3750 NaN
85.3717 NaN
85.4167 NaN
85.4133 NaN
85.4583 NaN
85.4550 NaN
85.5000 NaN
85.4966 NaN
85.5417 NaN
85.5383 NaN
85.5833 NaN
85.5799 NaN
85.6250 NaN
85.6216 NaN
85.6667 NaN
85.6633 NaN
85.7083 NaN
85.7049 NaN
85.7500 NaN
85.7466 NaN
85.7917 NaN
85.7882 NaN
85.8333 NaN
85.8299 NaN
85.8750 NaN
85.8715 NaN
85.9167 NaN
85.9132 NaN
85.9583 NaN
85.9548 NaN
86.0000 NaN
85.9965 NaN
86.0417 NaN
86.0381 NaN
86.0833 -77.5767
86.0798 -78.5622
86.1250 -79.7119
86.1215 -80.9873
86.1667 -81.6528
86.1631 -81.7604
86.2083 -77.7304
86.2048 -62.5058
86.2500 -57.5235
86.2464 -62.7221
86.2917 -47.1052
86.2881 -4.7146
86.3333 49.5534
86.3297 60.6682
86.3750 34.5075
86.3714 37.3046
86.4167 50.5657
86.4130 58.7045
86.4583 72.4509
86.4547 74.6411
86.5000 87.4314
86.4964 99.2546
86.5417 67.2887
86.5380 -1.4688
86.5833 -39.8696
86.5797 3.3200
86.6250 59.3485
86.6213 40.6562
86.6667 -32.3599
86.6630 -96.0833
86.7083 -130.7717
86.7046 -126.8959
86.7500 -112.3947
86.7463 -114.5688
86.7917 -117.3364
86.7879 -107.3418
86.8333 -97.2174
86.8296 -102.7878
86.8750 -107.6171
86.8712 -93.2649
86.9167 -69.8452
86.9129 -57.0803
86.9583 -57.2942
86.9546 -62.7361
87.0000 -67.2770
86.9962 -64.4388
87.0417 -54.5455
87.0379 -44.3248
87.0833 -35.7879
87.0795 -28.0056
87.1250 -20.9826
87.1212 -17.6416
87.1667 -19.9716
87.1628 -26.5618
87.2083 -30.4146
87.2045 -25.4534
87.2500 -19.0073
87.2461 -16.6263
87.2917 -15.5905
87.2878 -12.2261
87.3333 -7.0577
87.3295 -6.0508
87.3750 -7.0149
87.3711 0.7281
87.4167 16.4523
87.4128 27.2445
87.4583 34.2388
87.4544 41.0284
87.5000 37.3499
87.4961 23.6072
87.5417 11.4332
87.5377 8.3466
87.5833 18.8076
87.5794 37.7221
87.6250 42.1175
87.6210 16.3970
87.6667 -13.6783
87.6627 -18.0414
87.7083 -11.4580
87.7043 -22.4536
87.7500 -35.7436
87.7460 -27.7456
87.7917 -24.7424
87.7877 -45.7322
87.8333 -70.9719
87.8293 -79.7435
87.8750 -77.1101
87.8710 -75.6334
87.9167 NaN
87.9126 NaN
87.9583 NaN
87.9543 NaN
88.0000 NaN
87.9959 NaN
88.0417 NaN
88.0376 NaN
88.0833 NaN
88.0792 NaN
88.1250 NaN
88.1209 NaN
88.1667 NaN
88.1625 NaN
88.2083 NaN
88.2042 NaN
88.2500 NaN
88.2459 35.9214
88.2917 NaN
88.2875 NaN
88.3333 NaN
88.3292 NaN
88.3750 NaN
88.3708 NaN
88.4167 NaN
88.4125 NaN
88.4583 NaN
88.4541 NaN
88.5000 NaN
88.4958 NaN
88.5417 NaN
88.5374 NaN
88.5833 NaN
88.5791 NaN
88.6250 NaN
88.6208 NaN
88.6667 NaN
88.6624 NaN
88.7083 NaN
88.7041 NaN
88.7500 NaN
88.7457 NaN
88.7917 NaN
88.7874 NaN
88.8333 NaN
88.8290 NaN
88.8750 NaN
88.8707 NaN
88.9167 NaN
88.9123 NaN
88.9583 NaN
88.9540 NaN
89.0000 NaN
88.9956 NaN
89.0417 NaN
89.0373 NaN
89.0833 NaN
89.0790 NaN
89.1250 NaN
89.1206 NaN
89.1667 NaN
89.1623 NaN
89.2083 NaN
89.2039 NaN
89.2500 NaN
89.2456 NaN
89.2917 NaN
89.2872 NaN
89.3333 NaN
89.3289 NaN
89.3750 NaN
89.3705 NaN
89.4167 NaN
89.4122 NaN
89.4583 NaN
89.4538 NaN
89.5000 NaN
89.4955 NaN
89.5417 NaN
89.5372 NaN
89.5833 NaN
89.5788 NaN
89.6250 NaN
89.6205 NaN
89.6667 NaN
89.6621 NaN
89.7083 NaN
89.7038 NaN
89.7500 NaN
89.7454 NaN
89.7917 NaN
89.7871 NaN
89.8333 NaN
89.8287 NaN
89.8750 NaN
89.8704 NaN
89.9167 NaN
89.9121 NaN
89.9583 NaN
89.9537 NaN
90.0000 NaN
89.9954 NaN
90.0417 NaN
90.0370 NaN
90.0833 NaN
90.0787 NaN
90.1250 NaN
90.1203 NaN
90.1667 NaN
90.1620 NaN
90.2083 NaN
90.2036 NaN
90.2500 NaN
90.2453 NaN
90.2917 NaN
90.2869 NaN
90.3333 NaN
90.3286 NaN
90.3750 NaN
90.3703 NaN
90.4167 NaN
90.4119 NaN
90.4583 NaN
90.4536 NaN
90.5000 NaN
90.4952 NaN
90.5417 NaN
90.5369 NaN
90.5833 NaN
90.5785 NaN
90.6250 NaN
90.6202 NaN
90.6667 NaN
90.6618 NaN
90.7083 NaN
90.7035 NaN
90.7500 NaN
90.7452 NaN
90.7917 NaN
90.7868 NaN
90.8333 NaN
90.8285 NaN
90.8750 NaN
90.8701 NaN
90.9167 NaN
90.9118 NaN
90.9583 NaN
90.9534 NaN
91.0000 NaN
90.9951 NaN
91.0417 NaN
91.0367 NaN
91.0833 NaN
91.0784 NaN
91.1250 NaN
91.1200 NaN
91.1667 NaN
91.1617 NaN
91.2083 NaN
91.2034 NaN
91.2500 NaN
91.2450 NaN
91.2917 NaN
91.2867 NaN
91.3333 NaN
91.3283 NaN
91.3750 NaN
91.3700 NaN
91.4167 NaN
91.4116 NaN
91.4583 NaN
91.4533 NaN
91.5000 NaN
91.4949 NaN
91.5417 NaN
91.5366 NaN
91.5833 NaN
91.5782 NaN
91.6250 NaN
91.6199 NaN
91.6667 NaN
91.6616 NaN
91.7083 NaN
91.7032 NaN
91.7500 NaN
91.7449 NaN
91.7917 NaN
91.7865 NaN
91.8333 NaN
91.8282 NaN
91.8750 NaN
91.8698 NaN
91.9167 NaN
91.9115 NaN
91.9583 NaN
91.9531 NaN
92.0000 -94.8825
91.9948 -96.7050
92.0417 -101.4778
92.0365 -103.8561
92.0833 NaN
92.0781 NaN
92.1250 NaN
92.1198 NaN
92.1667 NaN
92.1614 NaN
92.2083 NaN
92.2031 NaN
92.2500 NaN
92.2447 NaN
92.2917 NaN
92.2864 NaN
92.3333 NaN
92.3280 NaN
92.3750 NaN
92.3697 NaN
92.4167 NaN
92.4113 NaN
92.4583 NaN
92.4530 NaN
92.5000 NaN
92.4947 NaN
92.5417 NaN
92.5363 NaN
92.5833 NaN
92.5780 NaN
92.6250 NaN
92.6196 NaN
92.6667 NaN
92.6613 NaN
92.7083 NaN
92.7029 NaN
92.7500 NaN
92.7446 NaN
92.7917 NaN
92.7862 NaN
92.8333 NaN
92.8279 NaN
92.8750 NaN
92.8695 NaN
92.9167 NaN
92.9112 NaN
92.9583 NaN
92.9529 NaN
93.0000 NaN
92.9945 NaN
93.0417 NaN
93.0362 NaN
93.0833 NaN
93.0778 NaN
93.1250 NaN
93.1195 NaN
93.1667 NaN
93.1611 NaN
93.2083 NaN
93.2028 NaN
93.2500 NaN
93.2444 NaN
93.2917 NaN
93.2861 NaN
93.3333 NaN
93.3278 NaN
93.3750 NaN
93.3694 NaN
93.4167 NaN
93.4111 NaN
93.4583 NaN
93.4527 NaN
93.5000 NaN
93.4944 NaN
93.5417 NaN
93.5360 NaN
93.5833 NaN
93.5777 NaN
93.6250 NaN
93.6193 NaN
93.6667 NaN
93.6610 NaN
93.7083 NaN
93.7026 NaN
93.7500 NaN
93.7443 NaN
93.7917 NaN
93.7860 NaN
93.8333 NaN
93.8276 NaN
93.8750 NaN
93.8693 NaN
93.9167 NaN
93.9109 NaN
93.9583 NaN
93.9526 NaN
94.0000 NaN
93.9942 NaN
94.0417 NaN
94.0359 NaN
94.0833 NaN
