dectime dryQSresid
33.9696 NaN
34.0000 NaN
34.0112 NaN
34.0417 NaN
34.0529 NaN
34.0833 NaN
34.0945 NaN
34.1250 NaN
34.1362 NaN
34.1667 NaN
34.1778 NaN
34.2083 NaN
34.2195 NaN
34.2500 NaN
34.2611 NaN
34.2917 NaN
34.3028 NaN
34.3333 NaN
34.3444 NaN
34.3750 NaN
34.3861 NaN
34.4167 NaN
34.4278 NaN
34.4583 NaN
34.4694 NaN
34.5000 NaN
34.5111 NaN
34.5417 NaN
34.5527 NaN
34.5833 NaN
34.5944 NaN
34.6250 NaN
34.6360 NaN
34.6667 NaN
34.6777 NaN
34.7083 NaN
34.7193 NaN
34.7500 NaN
34.7610 NaN
34.7917 NaN
34.8026 NaN
34.8333 NaN
34.8443 NaN
34.8750 NaN
34.8860 NaN
34.9167 NaN
34.9276 NaN
34.9583 NaN
34.9693 NaN
35.0000 NaN
35.0109 NaN
35.0417 NaN
35.0526 NaN
35.0833 NaN
35.0942 NaN
35.1250 NaN
35.1359 NaN
35.1667 NaN
35.1775 NaN
35.2083 NaN
35.2192 NaN
35.2500 NaN
35.2609 NaN
35.2917 NaN
35.3025 NaN
35.3333 NaN
35.3442 NaN
35.3750 NaN
35.3858 NaN
35.4167 NaN
35.4275 NaN
35.4583 NaN
35.4691 NaN
35.5000 NaN
35.5108 NaN
35.5417 NaN
35.5524 NaN
35.5833 NaN
35.5941 NaN
35.6250 NaN
35.6357 NaN
35.6667 NaN
35.6774 NaN
35.7083 NaN
35.7191 NaN
35.7500 NaN
35.7607 NaN
35.7917 NaN
35.8024 NaN
35.8333 NaN
35.8440 NaN
35.8750 NaN
35.8857 NaN
35.9167 NaN
35.9273 NaN
35.9583 NaN
35.9690 NaN
36.0000 NaN
36.0106 NaN
36.0417 NaN
36.0523 NaN
36.0833 NaN
36.0940 NaN
36.1250 NaN
36.1356 NaN
36.1667 NaN
36.1773 NaN
36.2083 NaN
36.2189 NaN
36.2500 NaN
36.2606 NaN
36.2917 NaN
36.3022 NaN
36.3333 NaN
36.3439 NaN
36.3750 NaN
36.3855 NaN
36.4167 NaN
36.4272 NaN
36.4583 NaN
36.4688 NaN
36.5000 NaN
36.5105 NaN
36.5417 NaN
36.5522 NaN
36.5833 NaN
36.5938 NaN
36.6250 NaN
36.6355 NaN
36.6667 NaN
36.6771 NaN
36.7083 NaN
36.7188 NaN
36.7500 NaN
36.7604 NaN
36.7917 NaN
36.8021 NaN
36.8333 NaN
36.8437 NaN
36.8750 NaN
36.8854 NaN
36.9167 NaN
36.9270 NaN
36.9583 NaN
36.9687 NaN
37.0000 NaN
37.0104 NaN
37.0417 NaN
37.0520 NaN
37.0833 NaN
37.0937 NaN
37.1250 NaN
37.1353 NaN
37.1667 NaN
37.1770 NaN
37.2083 NaN
37.2186 NaN
37.2500 NaN
37.2603 NaN
37.2917 NaN
37.3019 NaN
37.3333 NaN
37.3436 NaN
37.3750 NaN
37.3853 NaN
37.4167 NaN
37.4269 NaN
37.4583 NaN
37.4686 NaN
37.5000 NaN
37.5102 NaN
37.5417 NaN
37.5519 NaN
37.5833 NaN
37.5935 NaN
37.6250 NaN
37.6352 NaN
37.6667 NaN
37.6768 NaN
37.7083 NaN
37.7185 NaN
37.7500 NaN
37.7601 NaN
37.7917 NaN
37.8018 NaN
37.8333 NaN
37.8435 NaN
37.8750 NaN
37.8851 NaN
37.9167 NaN
37.9268 NaN
37.9583 NaN
37.9684 NaN
38.0000 NaN
38.0101 NaN
38.0417 NaN
38.0517 NaN
38.0833 NaN
38.0934 NaN
38.1250 NaN
38.1350 NaN
38.1667 NaN
38.1767 NaN
38.2083 NaN
38.2183 NaN
38.2500 NaN
38.2600 NaN
38.2917 NaN
38.3017 NaN
38.3333 NaN
38.3433 NaN
38.3750 NaN
38.3850 NaN
38.4167 NaN
38.4266 NaN
38.4583 NaN
38.4683 NaN
38.5000 NaN
38.5099 NaN
38.5417 NaN
38.5516 NaN
38.5833 NaN
38.5932 NaN
38.6250 NaN
38.6349 NaN
38.6667 NaN
38.6766 NaN
38.7083 NaN
38.7182 NaN
38.7500 NaN
38.7599 NaN
38.7917 NaN
38.8015 NaN
38.8333 NaN
38.8432 NaN
38.8750 NaN
38.8848 NaN
38.9167 NaN
38.9265 NaN
38.9583 NaN
38.9681 NaN
39.0000 NaN
39.0098 NaN
39.0417 NaN
39.0514 NaN
39.0833 NaN
39.0931 NaN
39.1250 NaN
39.1348 NaN
39.1667 NaN
39.1764 NaN
39.2083 NaN
39.2181 NaN
39.2500 NaN
39.2597 NaN
39.2917 NaN
39.3014 NaN
39.3333 NaN
39.3430 NaN
39.3750 NaN
39.3847 NaN
39.4167 NaN
39.4263 NaN
39.4583 NaN
39.4680 NaN
39.5000 NaN
39.5097 NaN
39.5417 NaN
39.5513 NaN
39.5833 NaN
39.5930 NaN
39.6250 NaN
39.6346 NaN
39.6667 NaN
39.6763 NaN
39.7083 NaN
39.7179 NaN
39.7500 NaN
39.7596 NaN
39.7917 NaN
39.8012 NaN
39.8333 NaN
39.8429 NaN
39.8750 NaN
39.8845 NaN
39.9167 NaN
39.9262 NaN
39.9583 NaN
39.9679 NaN
40.0000 NaN
40.0095 NaN
40.0417 NaN
40.0512 NaN
40.0833 NaN
40.0928 NaN
40.1250 NaN
40.1345 NaN
40.1667 NaN
40.1761 NaN
40.2083 NaN
40.2178 NaN
40.2500 NaN
40.2594 NaN
40.2917 NaN
40.3011 NaN
40.3333 NaN
40.3427 NaN
40.3750 NaN
40.3844 NaN
40.4167 NaN
40.4261 NaN
40.4583 NaN
40.4677 NaN
40.5000 NaN
40.5094 NaN
40.5417 NaN
40.5510 NaN
40.5833 NaN
40.5927 NaN
40.6250 NaN
40.6343 NaN
40.6667 NaN
40.6760 NaN
40.7083 NaN
40.7176 NaN
40.7500 NaN
40.7593 NaN
40.7917 NaN
40.8010 NaN
40.8333 NaN
40.8426 NaN
40.8750 NaN
40.8843 NaN
40.9167 NaN
40.9259 NaN
40.9583 NaN
40.9676 NaN
41.0000 NaN
41.0092 NaN
41.0417 NaN
41.0509 NaN
41.0833 NaN
41.0925 NaN
41.1250 NaN
41.1342 NaN
41.1667 NaN
41.1758 NaN
41.2083 NaN
41.2175 NaN
41.2500 NaN
41.2592 NaN
41.2917 NaN
41.3008 NaN
41.3333 NaN
41.3425 NaN
41.3750 NaN
41.3841 NaN
41.4167 NaN
41.4258 NaN
41.4583 NaN
41.4674 NaN
41.5000 NaN
41.5091 NaN
41.5417 NaN
41.5507 NaN
41.5833 NaN
41.5924 NaN
41.6250 NaN
41.6340 NaN
41.6667 NaN
41.6757 NaN
41.7083 NaN
41.7174 NaN
41.7500 NaN
41.7590 NaN
41.7917 NaN
41.8007 NaN
41.8333 NaN
41.8423 NaN
41.8750 NaN
41.8840 NaN
41.9167 NaN
41.9256 NaN
41.9583 NaN
41.9673 NaN
42.0000 NaN
42.0089 NaN
42.0417 NaN
42.0506 NaN
42.0833 NaN
42.0923 NaN
42.1250 NaN
42.1339 NaN
42.1667 NaN
42.1756 NaN
42.2083 NaN
42.2172 NaN
42.2500 NaN
42.2589 NaN
42.2917 NaN
42.3005 NaN
42.3333 NaN
42.3422 NaN
42.3750 NaN
42.3838 NaN
42.4167 NaN
42.4255 NaN
42.4583 NaN
42.4671 NaN
42.5000 NaN
42.5088 NaN
42.5417 NaN
42.5505 NaN
42.5833 NaN
42.5921 NaN
42.6250 NaN
42.6338 NaN
42.6667 NaN
42.6754 NaN
42.7083 NaN
42.7171 NaN
42.7500 NaN
42.7587 NaN
42.7917 NaN
42.8004 NaN
42.8333 -101.2662
42.8420 -102.1608
42.8750 -96.4417
42.8837 -85.3277
42.9167 -68.2171
42.9254 -53.8704
42.9583 -46.2788
42.9670 -44.1463
43.0000 -45.5014
43.0087 -46.5989
43.0417 -45.1305
43.0503 -40.0727
43.0833 -35.4423
43.0920 -34.6036
43.1250 -37.2332
43.1336 -40.4813
43.1667 -39.7407
43.1753 -34.6235
43.2083 -33.4948
43.2169 -41.6392
43.2500 -51.1349
43.2586 -52.6955
43.2917 -48.8524
43.3002 -43.0293
43.3333 -35.4455
43.3419 -28.1639
43.3750 -23.6430
43.3836 -22.5554
43.4167 -29.6710
43.4252 -47.0276
43.4583 -59.1296
43.4669 -56.3209
43.5000 -47.2290
43.5085 -44.1014
43.5417 -52.5604
43.5502 -67.4353
43.5833 -75.0090
43.5918 -67.4683
43.6250 -60.8309
43.6335 -68.1133
43.6667 -72.4397
43.6751 -55.8600
43.7083 -31.3976
43.7168 -17.5087
43.7500 -14.7408
43.7584 -17.7518
43.7917 -21.7271
43.8001 -22.3601
43.8333 -17.6262
43.8418 -9.1466
43.8750 -2.1867
43.8834 -0.1386
43.9167 0.1184
43.9251 2.8096
43.9583 5.5816
43.9667 5.0521
44.0000 2.9707
44.0084 1.2256
44.0417 -1.3120
44.0500 -5.7231
44.0833 -13.5595
44.0917 -23.1084
44.1250 -24.1611
44.1333 -11.7911
44.1667 -0.5253
44.1750 -4.1390
44.2083 -15.1230
44.2167 -20.9483
44.2500 NaN
44.2583 NaN
44.2917 NaN
44.3000 NaN
44.3333 NaN
44.3416 NaN
44.3750 NaN
44.3833 NaN
44.4167 NaN
44.4249 NaN
44.4583 NaN
44.4666 NaN
44.5000 NaN
44.5082 NaN
44.5417 NaN
44.5499 NaN
44.5833 NaN
44.5915 NaN
44.6250 NaN
44.6332 NaN
44.6667 NaN
44.6749 NaN
44.7083 NaN
44.7165 NaN
44.7500 NaN
44.7582 NaN
44.7917 NaN
44.7998 NaN
44.8333 NaN
44.8415 NaN
44.8750 NaN
44.8831 NaN
44.9167 NaN
44.9248 NaN
44.9583 NaN
44.9664 NaN
45.0000 NaN
45.0081 NaN
45.0417 NaN
45.0497 NaN
45.0833 NaN
45.0914 NaN
45.1250 NaN
45.1331 NaN
45.1667 NaN
45.1747 NaN
45.2083 NaN
45.2164 NaN
45.2500 NaN
45.2580 NaN
45.2917 NaN
45.2997 NaN
45.3333 NaN
45.3413 NaN
45.3750 NaN
45.3830 NaN
45.4167 NaN
45.4246 NaN
45.4583 NaN
45.4663 NaN
45.5000 NaN
45.5080 NaN
45.5417 NaN
45.5496 NaN
45.5833 NaN
45.5913 NaN
45.6250 NaN
45.6329 NaN
45.6667 NaN
45.6746 NaN
45.7083 NaN
45.7162 NaN
45.7500 NaN
45.7579 NaN
45.7917 NaN
45.7995 NaN
45.8333 NaN
45.8412 NaN
45.8750 NaN
45.8828 NaN
45.9167 NaN
45.9245 NaN
45.9583 NaN
45.9662 NaN
46.0000 NaN
46.0078 NaN
46.0417 NaN
46.0495 NaN
46.0833 NaN
46.0911 NaN
46.1250 NaN
46.1328 NaN
46.1667 NaN
46.1744 NaN
46.2083 NaN
46.2161 NaN
46.2500 NaN
46.2577 NaN
46.2917 NaN
46.2994 NaN
46.3333 NaN
46.3411 NaN
46.3750 NaN
46.3827 NaN
46.4167 87.9771
46.4244 103.0532
46.4583 87.8438
46.4660 67.6716
46.5000 55.5685
46.5077 60.5211
46.5417 54.8541
46.5493 2.4594
46.5833 -35.4844
46.5910 -13.6111
46.6250 12.2472
46.6326 -0.1729
46.6667 -35.4431
46.6743 -53.7548
46.7083 -57.7502
46.7159 -67.7776
46.7500 -78.8948
46.7576 -81.8033
46.7917 -77.3450
46.7993 -72.4323
46.8333 -68.9347
46.8409 -65.4686
46.8750 -61.9860
46.8826 -58.0469
46.9167 -51.5853
46.9242 -44.6263
46.9583 -38.4175
46.9659 -32.4569
47.0000 -28.8180
47.0075 -28.8583
47.0417 -26.2629
47.0492 -16.8393
47.0833 -10.4850
47.0908 -15.1613
47.1250 -20.2975
47.1325 -19.3863
47.1667 -19.6924
47.1741 -22.3414
47.2083 -22.1920
47.2158 -16.2961
47.2500 -10.2056
47.2575 -9.9280
47.2917 -14.0449
47.2991 -10.9694
47.3333 -0.1760
47.3408 0.0061
47.3750 -10.0981
47.3824 -13.2829
47.4167 -0.6637
47.4241 24.9479
47.4583 48.8896
47.4657 47.6472
47.5000 18.7742
47.5074 -15.3885
47.5417 -38.7046
47.5490 -48.5929
47.5833 -54.9178
47.5907 -68.8685
47.6250 -79.8894
47.6324 -73.3050
47.6667 -63.6923
47.6740 -63.8692
47.7083 -63.0815
47.7157 -51.5509
47.7500 -38.2496
47.7573 -35.3190
47.7917 -43.6574
47.7990 -57.5758
47.8333 -61.8785
47.8406 -46.7094
47.8750 -26.9076
47.8823 -18.5499
47.9167 -17.1774
47.9239 -14.2405
47.9583 -11.0206
47.9656 -9.6392
48.0000 -6.0946
48.0072 1.7849
48.0417 8.7595
48.0489 9.5763
48.0833 3.5549
48.0906 -5.8137
48.1250 -11.8014
48.1322 -11.1123
48.1667 -11.0914
48.1739 -19.2667
48.2083 -32.9116
48.2155 -45.1776
48.2500 -52.1044
48.2572 -51.9002
48.2917 -43.8589
48.2988 -29.1884
48.3333 -15.7861
48.3405 -8.7753
48.3750 -4.2324
48.3821 5.5862
48.4167 21.5862
48.4238 46.2831
48.4583 76.8106
48.4654 87.4938
48.5000 78.5003
48.5071 64.8719
48.5417 49.9859
48.5488 37.1763
48.5833 34.5218
48.5904 41.4015
48.6250 38.7373
48.6321 8.4250
48.6667 -34.9459
48.6737 -53.6663
48.7083 -62.3044
48.7154 -73.6752
48.7500 -65.0093
48.7570 -30.5345
48.7917 -6.0833
48.7987 -28.2446
48.8333 -56.8883
48.8403 -55.7354
48.8750 -44.8328
48.8820 -44.4555
48.9167 -54.2904
48.9237 -64.8249
48.9583 -73.8950
48.9653 -80.6298
49.0000 -84.6754
49.0070 -84.6020
49.0417 -80.9862
49.0486 -78.0163
49.0833 -78.6948
49.0903 -84.1483
49.1250 -90.9575
49.1319 -95.3051
49.1667 -94.1641
49.1736 -88.1099
49.2083 -86.3950
49.2152 -95.1706
49.2500 -102.4187
49.2569 -95.5644
49.2917 -83.9755
49.2985 -63.9064
49.3333 NaN
49.3402 NaN
49.3750 NaN
49.3819 NaN
49.4167 NaN
49.4235 NaN
49.4583 NaN
49.4652 NaN
49.5000 NaN
49.5068 NaN
49.5417 NaN
49.5485 NaN
49.5833 NaN
49.5901 NaN
49.6250 NaN
49.6318 NaN
49.6667 NaN
49.6734 NaN
49.7083 NaN
49.7151 NaN
49.7500 NaN
49.7568 NaN
49.7917 NaN
49.7984 NaN
49.8333 NaN
49.8401 NaN
49.8750 NaN
49.8817 NaN
49.9167 NaN
49.9234 NaN
49.9583 NaN
49.9650 NaN
50.0000 NaN
50.0067 NaN
50.0417 NaN
50.0483 NaN
50.0833 NaN
50.0900 NaN
50.1250 NaN
50.1316 NaN
50.1667 NaN
50.1733 NaN
50.2083 NaN
50.2150 NaN
50.2500 NaN
50.2566 NaN
50.2917 NaN
50.2983 NaN
50.3333 NaN
50.3399 NaN
50.3750 NaN
50.3816 NaN
50.4167 NaN
50.4232 NaN
50.4583 NaN
50.4649 NaN
50.5000 NaN
50.5065 NaN
50.5417 NaN
50.5482 NaN
50.5833 NaN
50.5898 NaN
50.6250 NaN
50.6315 NaN
50.6667 NaN
50.6732 NaN
50.7083 NaN
50.7148 NaN
50.7500 NaN
50.7565 NaN
50.7917 NaN
50.7981 NaN
50.8333 NaN
50.8398 NaN
50.8750 NaN
50.8814 NaN
50.9167 NaN
50.9231 NaN
50.9583 NaN
50.9647 NaN
51.0000 NaN
51.0064 NaN
51.0417 NaN
51.0481 NaN
51.0833 NaN
51.0897 NaN
51.1250 NaN
51.1314 NaN
51.1667 NaN
51.1730 NaN
51.2083 NaN
51.2147 NaN
51.2500 NaN
51.2563 NaN
51.2917 NaN
51.2980 NaN
51.3333 NaN
51.3396 NaN
51.3750 NaN
51.3813 NaN
51.4167 NaN
51.4229 NaN
51.4583 120.0211
51.4646 115.4949
51.5000 93.0094
51.5063 55.4299
51.5417 7.3513
51.5479 -40.2740
51.5833 -71.5504
51.5896 -80.2308
51.6250 -87.3041
51.6312 -106.6113
51.6667 -130.6045
51.6729 -136.3066
51.7083 -130.1455
51.7145 -124.5202
51.7500 -117.0749
51.7562 -111.3430
51.7917 -107.3702
51.7978 -105.6193
51.8333 -103.8702
51.8395 -100.4111
51.8750 -97.3884
51.8811 -96.6103
51.9167 -96.4432
51.9228 -94.9725
51.9583 -94.9043
51.9645 -98.1350
52.0000 -100.9892
52.0061 -100.0435
52.0417 -95.7505
52.0478 -90.5257
52.0833 -88.9390
52.0894 -92.0228
52.1250 -93.0329
52.1311 -87.5602
52.1667 -80.8622
52.1727 -78.8791
52.2083 -81.4235
52.2144 -85.5312
52.2500 -87.4805
52.2560 -83.5164
52.2917 -82.5200
52.2977 -76.1324
52.3333 -46.7867
52.3394 7.9971
52.3750 58.4829
52.3810 66.3402
52.4167 59.4098
52.4227 63.6709
52.4583 77.8132
52.4643 92.5292
52.5000 83.9706
52.5060 42.1302
52.5417 -1.0964
52.5476 -15.5114
52.5833 -17.9728
52.5893 -35.5995
52.6250 -64.6946
52.6309 -85.5588
52.6667 -103.6728
52.6726 -113.3464
52.7083 -112.2784
52.7142 -104.6054
52.7500 -94.6826
52.7559 -93.6545
52.7917 -100.9356
52.7976 -111.4743
52.8333 -114.4179
52.8392 -103.9262
52.8750 -90.6200
52.8809 -86.6385
52.9167 -88.8857
52.9225 -85.0272
52.9583 -76.1151
52.9642 -70.4586
53.0000 -66.8366
53.0058 -63.0897
53.0417 -55.9415
53.0475 -48.3233
53.0833 -47.3310
53.0891 -48.9658
53.1250 -44.0068
53.1308 -46.3230
53.1667 -65.6686
53.1725 -82.7566
53.2083 -95.1178
53.2141 -100.0797
53.2500 -91.9958
53.2558 -74.4521
53.2917 -57.0215
53.2974 -42.5542
53.3333 -22.1525
53.3391 -10.2020
53.3750 -6.8793
53.3807 3.2980
53.4167 10.2155
53.4224 8.8934
53.4583 9.8986
53.4640 5.8976
53.5000 0.7854
53.5057 9.1192
53.5417 12.5579
53.5473 1.2567
53.5833 -16.7846
53.5890 -15.8441
53.6250 18.5918
53.6307 32.6532
53.6667 2.1508
53.6723 -45.6265
53.7083 -93.3858
53.7140 -111.6803
53.7500 -95.1196
53.7556 -64.1220
53.7917 -38.8922
53.7973 -36.4747
53.8333 -45.9682
53.8389 -44.8221
53.8750 -34.9376
53.8806 -35.1153
53.9167 -49.3742
53.9222 -60.2474
53.9583 -51.8828
53.9639 -25.6316
54.0000 -0.9075
54.0055 3.6700
54.0417 -3.3450
54.0472 -10.2192
54.0833 -15.3472
54.0889 -19.4316
54.1250 -27.4413
54.1305 -35.7460
54.1667 -39.0224
54.1722 -39.4117
54.2083 -39.3011
54.2138 -39.8129
54.2500 -44.6406
54.2555 -48.7423
54.2917 -47.7834
54.2971 -39.1328
54.3333 -29.7631
54.3388 -19.6780
54.3750 6.2516
54.3804 55.1918
54.4167 108.7683
54.4221 126.2412
54.4583 114.3928
54.4638 100.3147
54.5000 NaN
54.5054 NaN
54.5417 NaN
54.5471 NaN
54.5833 NaN
54.5887 NaN
54.6250 NaN
54.6304 NaN
54.6667 NaN
54.6720 NaN
54.7083 NaN
54.7137 NaN
54.7500 NaN
54.7553 NaN
54.7917 NaN
54.7970 NaN
54.8333 NaN
54.8386 NaN
54.8750 NaN
54.8803 NaN
54.9167 NaN
54.9220 NaN
54.9583 NaN
54.9636 NaN
55.0000 NaN
55.0053 NaN
55.0417 NaN
55.0469 NaN
55.0833 NaN
55.0886 NaN
55.1250 NaN
55.1302 NaN
55.1667 NaN
55.1719 NaN
55.2083 NaN
55.2135 NaN
55.2500 NaN
55.2552 NaN
55.2917 NaN
55.2968 NaN
55.3333 NaN
55.3385 NaN
55.3750 NaN
55.3802 NaN
55.4167 NaN
55.4218 NaN
55.4583 NaN
55.4635 NaN
55.5000 NaN
55.5051 NaN
55.5417 NaN
55.5468 NaN
55.5833 NaN
55.5884 NaN
55.6250 NaN
55.6301 NaN
55.6667 NaN
55.6717 NaN
55.7083 NaN
55.7134 NaN
55.7500 NaN
55.7551 NaN
55.7917 NaN
55.7967 NaN
55.8333 NaN
55.8384 NaN
55.8750 NaN
55.8800 NaN
55.9167 NaN
55.9217 NaN
55.9583 NaN
55.9633 NaN
56.0000 NaN
56.0050 NaN
56.0417 NaN
56.0466 NaN
56.0833 NaN
56.0883 NaN
56.1250 NaN
56.1299 NaN
56.1667 NaN
56.1716 NaN
56.2083 NaN
56.2133 NaN
56.2500 NaN
56.2549 NaN
56.2917 NaN
56.2966 NaN
56.3333 NaN
56.3382 NaN
56.3750 NaN
56.3799 NaN
56.4167 NaN
56.4215 NaN
56.4583 NaN
56.4632 NaN
56.5000 NaN
56.5048 NaN
56.5417 NaN
56.5465 NaN
56.5833 NaN
56.5882 NaN
56.6250 NaN
56.6298 NaN
56.6667 NaN
56.6715 NaN
56.7083 NaN
56.7131 NaN
56.7500 NaN
56.7548 NaN
56.7917 NaN
56.7964 NaN
56.8333 NaN
56.8381 NaN
56.8750 NaN
56.8797 NaN
56.9167 NaN
56.9214 NaN
56.9583 NaN
56.9630 NaN
57.0000 NaN
57.0047 NaN
57.0417 NaN
57.0464 NaN
57.0833 NaN
57.0880 NaN
57.1250 NaN
57.1297 NaN
57.1667 NaN
57.1713 NaN
57.2083 NaN
57.2130 NaN
57.2500 NaN
57.2546 NaN
57.2917 NaN
57.2963 NaN
57.3333 NaN
57.3379 NaN
57.3750 NaN
57.3796 NaN
57.4167 NaN
57.4212 NaN
57.4583 NaN
57.4629 NaN
57.5000 NaN
57.5046 NaN
57.5417 NaN
57.5462 NaN
57.5833 NaN
57.5879 NaN
57.6250 NaN
57.6295 NaN
57.6667 NaN
57.6712 NaN
57.7083 NaN
57.7128 NaN
57.7500 NaN
57.7545 NaN
57.7917 NaN
57.7961 NaN
57.8333 NaN
57.8378 NaN
57.8750 NaN
57.8795 NaN
57.9167 NaN
57.9211 NaN
57.9583 NaN
57.9628 NaN
58.0000 NaN
58.0044 NaN
58.0417 NaN
58.0461 NaN
58.0833 NaN
58.0877 NaN
58.1250 NaN
58.1294 NaN
58.1667 NaN
58.1710 NaN
58.2083 NaN
58.2127 NaN
58.2500 NaN
58.2543 NaN
58.2917 NaN
58.2960 NaN
58.3333 NaN
58.3377 NaN
58.3750 -11.6772
58.3793 -7.8663
58.4167 -1.6814
58.4210 -1.9269
58.4583 3.9383
58.4626 18.8904
58.5000 14.2078
58.5043 -38.6334
58.5417 -96.3324
58.5459 -94.2351
58.5833 -59.3673
58.5876 -55.7005
58.6250 -70.4099
58.6292 -64.1302
58.6667 -59.9836
58.6709 -78.7652
58.7083 -95.6889
58.7125 -90.0205
58.7500 -78.7923
58.7542 -92.5700
58.7917 -118.3320
58.7959 -117.9377
58.8333 -105.8328
58.8375 -108.1302
58.8750 -114.0837
58.8792 -112.2306
58.9167 -105.1667
58.9208 -94.1564
58.9583 -85.0345
58.9625 -80.4588
59.0000 -72.5512
59.0041 -64.8260
59.0417 -58.1433
59.0458 -51.4989
59.0833 -48.4078
59.0874 -61.9215
59.1250 -87.4486
59.1291 -97.6971
59.1667 -98.7757
59.1708 -97.0056
59.2083 -92.0889
59.2124 -84.8156
59.2500 -74.2658
59.2541 -74.1571
59.2917 NaN
59.2957 NaN
59.3333 NaN
59.3374 NaN
59.3750 NaN
59.3790 NaN
59.4167 NaN
59.4207 NaN
59.4583 NaN
59.4623 NaN
59.5000 NaN
59.5040 NaN
59.5417 NaN
59.5456 NaN
59.5833 NaN
59.5873 NaN
59.6250 NaN
59.6290 NaN
59.6667 NaN
59.6706 NaN
59.7083 NaN
59.7123 NaN
59.7500 NaN
59.7539 NaN
59.7917 NaN
59.7956 NaN
59.8333 NaN
59.8372 NaN
59.8750 NaN
59.8789 NaN
59.9167 NaN
59.9205 NaN
59.9583 NaN
59.9622 NaN
60.0000 NaN
60.0039 NaN
60.0417 NaN
60.0455 NaN
60.0833 NaN
60.0872 NaN
60.1250 NaN
60.1288 NaN
60.1667 NaN
60.1705 NaN
60.2083 NaN
60.2121 NaN
60.2500 NaN
60.2538 NaN
60.2917 NaN
60.2954 NaN
60.3333 NaN
60.3371 NaN
60.3750 NaN
60.3787 NaN
60.4167 NaN
60.4204 NaN
60.4583 NaN
60.4621 NaN
60.5000 NaN
60.5037 NaN
60.5417 NaN
60.5454 NaN
60.5833 NaN
60.5870 NaN
60.6250 NaN
60.6287 NaN
60.6667 NaN
60.6703 NaN
60.7083 NaN
60.7120 NaN
60.7500 NaN
60.7536 NaN
60.7917 NaN
60.7953 NaN
60.8333 NaN
60.8369 NaN
60.8750 NaN
60.8786 NaN
60.9167 NaN
60.9203 NaN
60.9583 NaN
60.9619 NaN
61.0000 NaN
61.0036 NaN
61.0417 NaN
61.0452 NaN
61.0833 NaN
61.0869 NaN
61.1250 NaN
61.1285 NaN
61.1667 NaN
61.1702 NaN
61.2083 NaN
61.2118 NaN
61.2500 NaN
61.2535 NaN
61.2917 NaN
61.2952 NaN
61.3333 NaN
61.3368 NaN
61.3750 NaN
61.3785 NaN
61.4167 NaN
61.4201 NaN
61.4583 NaN
61.4618 NaN
61.5000 NaN
61.5034 NaN
61.5417 NaN
61.5451 NaN
61.5833 NaN
61.5867 NaN
61.6250 NaN
61.6284 NaN
61.6667 NaN
61.6700 NaN
61.7083 NaN
61.7117 NaN
61.7500 NaN
61.7534 NaN
61.7917 NaN
61.7950 NaN
61.8333 NaN
61.8367 NaN
61.8750 NaN
61.8783 NaN
61.9167 NaN
61.9200 NaN
61.9583 NaN
61.9616 NaN
62.0000 NaN
62.0033 NaN
62.0417 NaN
62.0449 NaN
62.0833 NaN
62.0866 NaN
62.1250 NaN
62.1282 NaN
62.1667 NaN
62.1699 NaN
62.2083 NaN
62.2116 NaN
62.2500 NaN
62.2532 NaN
62.2917 NaN
62.2949 NaN
62.3333 11.4520
62.3365 73.8497
62.3750 134.0575
62.3782 171.6179
62.4167 184.7446
62.4198 174.9737
62.4583 158.6672
62.4615 139.0862
62.5000 109.1264
62.5031 83.5823
62.5417 60.5768
62.5448 46.1853
62.5833 40.3815
62.5865 22.0493
62.6250 -12.5508
62.6281 -49.5250
62.6667 -76.5369
62.6698 -77.8475
62.7083 -70.1435
62.7114 -74.0359
62.7500 -81.4637
62.7531 -84.6946
62.7917 -83.3249
62.7947 -82.7344
62.8333 -87.8023
62.8364 -99.1838
62.8750 -107.5930
62.8780 -106.0403
62.9167 -103.3675
62.9197 -109.9499
62.9583 -120.2061
62.9613 -125.0006
63.0000 -123.5292
63.0030 -117.4313
63.0417 -111.2235
63.0447 -108.9401
63.0833 -107.5375
63.0863 -104.2163
63.1250 -103.2681
63.1280 -107.5193
63.1667 -111.1615
63.1696 -109.4334
63.2083 -107.9588
63.2113 -111.8318
63.2500 -115.7283
63.2529 -104.5854
63.2917 -89.4961
63.2946 -73.3963
63.3333 -43.8147
63.3362 -6.1029
63.3750 27.9609
63.3779 40.8012
63.4167 51.4218
63.4196 73.3873
63.4583 86.7419
63.4612 74.1438
63.5000 46.5324
63.5029 22.1468
63.5417 10.9861
63.5445 12.6105
63.5833 9.4292
63.5862 -16.0627
63.6250 -60.8636
63.6278 -98.9004
63.6667 -120.5906
63.6695 -120.1462
63.7083 -111.9236
63.7111 -109.3144
63.7500 -114.3439
63.7528 -127.0861
63.7917 -130.5645
63.7944 -119.3956
63.8333 -115.7120
63.8361 -136.3959
63.8750 -156.8844
63.8778 -150.6051
63.9167 -131.4675
63.9194 -121.6564
63.9583 -117.9110
63.9611 -112.9945
64.0000 -117.1995
64.0027 -134.7056
64.0417 -144.9194
64.0444 -130.3854
64.0833 -101.4329
64.0860 -78.2117
64.1250 -70.1045
64.1277 -77.7301
64.1667 -100.1240
64.1693 -128.3668
64.2083 -141.3590
64.2110 -129.0254
64.2500 -113.9180
64.2526 -109.4849
