year;dectime;dryQSresid
2004;18.125;NaN
2004;18.1407;NaN
2004;18.1667;NaN
2004;18.1824;NaN
2004;18.2083;NaN
2004;18.224;NaN
2004;18.25;NaN
2004;18.2657;NaN
2004;18.2917;NaN
2004;18.3073;NaN
2004;18.3333;NaN
2004;18.349;NaN
2004;18.375;NaN
2004;18.3906;NaN
2004;18.4167;NaN
2004;18.4323;NaN
2004;18.4583;NaN
2004;18.4739;NaN
2004;18.5;NaN
2004;18.5156;NaN
2004;18.5417;NaN
2004;18.5572;NaN
2004;18.5833;NaN
2004;18.5989;NaN
2004;18.625;NaN
2004;18.6406;NaN
2004;18.6667;NaN
2004;18.6822;NaN
2004;18.7083;NaN
2004;18.7239;NaN
2004;18.75;NaN
2004;18.7655;NaN
2004;18.7917;NaN
2004;18.8072;NaN
2004;18.8333;NaN
2004;18.8488;NaN
2004;18.875;NaN
2004;18.8905;NaN
2004;18.9167;NaN
2004;18.9321;NaN
2004;18.9583;NaN
2004;18.9738;NaN
2004;19;NaN
2004;19.0155;NaN
2004;19.0417;NaN
2004;19.0571;NaN
2004;19.0833;NaN
2004;19.0988;NaN
2004;19.125;NaN
2004;19.1404;NaN
2004;19.1667;NaN
2004;19.1821;NaN
2004;19.2083;NaN
2004;19.2237;NaN
2004;19.25;NaN
2004;19.2654;NaN
2004;19.2917;NaN
2004;19.307;NaN
2004;19.3333;NaN
2004;19.3487;NaN
2004;19.375;NaN
2004;19.3903;NaN
2004;19.4167;NaN
2004;19.432;NaN
2004;19.4583;NaN
2004;19.4737;NaN
2004;19.5;NaN
2004;19.5153;NaN
2004;19.5417;15.5426
2004;19.557;-1.9078
2004;19.5833;-33.1217
2004;19.5986;-53.8753
2004;19.625;-71.8224
2004;19.6403;-71.489
2004;19.6667;-52.935
2004;19.6819;-48.3925
2004;19.7083;-50.4379
2004;19.7236;-42.6679
2004;19.75;-33.5608
2004;19.7652;-32.8805
2004;19.7917;NaN
2004;19.8069;NaN
2004;19.8333;NaN
2004;19.8485;NaN
2004;19.875;NaN
2004;19.8902;NaN
2004;19.9167;NaN
2004;19.9319;NaN
2004;19.9583;NaN
2004;19.9735;NaN
2004;20;NaN
2004;20.0152;NaN
2004;20.0417;NaN
2004;20.0568;NaN
2004;20.0833;NaN
2004;20.0985;NaN
2004;20.125;NaN
2004;20.1401;NaN
2004;20.1667;NaN
2004;20.1818;NaN
2004;20.2083;NaN
2004;20.2234;NaN
2004;20.25;NaN
2004;20.2651;NaN
2004;20.2917;NaN
2004;20.3068;NaN
2004;20.3333;NaN
2004;20.3484;NaN
2004;20.375;NaN
2004;20.3901;NaN
2004;20.4167;NaN
2004;20.4317;NaN
2004;20.4583;NaN
2004;20.4734;NaN
2004;20.5;NaN
2004;20.515;NaN
2004;20.5417;NaN
2004;20.5567;NaN
2004;20.5833;NaN
2004;20.5983;NaN
2004;20.625;NaN
2004;20.64;NaN
2004;20.6667;NaN
2004;20.6816;NaN
2004;20.7083;NaN
2004;20.7233;NaN
2004;20.75;NaN
2004;20.765;NaN
2004;20.7917;NaN
2004;20.8066;NaN
2004;20.8333;NaN
2004;20.8483;NaN
2004;20.875;NaN
2004;20.8899;NaN
2004;20.9167;NaN
2004;20.9316;NaN
2004;20.9583;NaN
2004;20.9732;NaN
2004;21;NaN
2004;21.0149;NaN
2004;21.0417;NaN
2004;21.0565;NaN
2004;21.0833;NaN
2004;21.0982;NaN
2004;21.125;NaN
2004;21.1399;NaN
2004;21.1667;NaN
2004;21.1815;NaN
2004;21.2083;NaN
2004;21.2232;NaN
2004;21.25;NaN
2004;21.2648;NaN
2004;21.2917;NaN
2004;21.3065;NaN
2004;21.3333;NaN
2004;21.3481;NaN
2004;21.375;NaN
2004;21.3898;NaN
2004;21.4167;NaN
2004;21.4314;NaN
2004;21.4583;NaN
2004;21.4731;NaN
2004;21.5;NaN
2004;21.5147;NaN
2004;21.5417;NaN
2004;21.5564;NaN
2004;21.5833;NaN
2004;21.5981;NaN
2004;21.625;NaN
2004;21.6397;NaN
2004;21.6667;NaN
2004;21.6814;NaN
2004;21.7083;NaN
2004;21.723;NaN
2004;21.75;NaN
2004;21.7647;NaN
2004;21.7917;NaN
2004;21.8063;NaN
2004;21.8333;NaN
2004;21.848;NaN
2004;21.875;NaN
2004;21.8896;NaN
2004;21.9167;NaN
2004;21.9313;NaN
2004;21.9583;-120.9112
2004;21.9729;-119.0853
2004;22;-126.0277
2004;22.0146;-125.6723
2004;22.0417;-119.0917
2004;22.0563;-115.3999
2004;22.0833;-118.1331
2004;22.0979;-123.8024
2004;22.125;-119.3421
2004;22.1396;-93.9524
2004;22.1667;-62.1126
2004;22.1812;-42.1662
2004;22.2083;-27.4059
2004;22.2229;-13.1401
2004;22.25;-27.0709
2004;22.2645;-83.0965
2004;22.2917;-130.4852
2004;22.3062;-118.8353
2004;22.3333;-93.4565
2004;22.3478;-101.7404
2004;22.375;-97.6583
2004;22.3895;-58.5547
2004;22.4167;-52.0376
2004;22.4312;-109.2451
2004;22.4583;-141.8006
2004;22.4728;-87.4515
2004;22.5;-6.6034
2004;22.5145;26.4451
2004;22.5417;10.1467
2004;22.5561;-22.3981
2004;22.5833;-47.4096
2004;22.5978;-55.6927
2004;22.625;-58.1248
2004;22.6394;-66.2742
2004;22.6667;-74.9588
2004;22.6811;-71.7779
2004;22.7083;-67.9692
2004;22.7227;-75.2605
2004;22.75;-79.099
2004;22.7644;-69.6358
2004;22.7917;-54.8268
2004;22.806;-43.4741
2004;22.8333;-37.9054
2004;22.8477;-38.758
2004;22.875;-37.3318
2004;22.8894;-24.7499
2004;22.9167;-14.2595
2004;22.931;-26.3245
2004;22.9583;-52.2166
2004;22.9727;-58.3666
2004;23;-33.1523
2004;23.0143;8.0653
2004;23.0417;32.5441
2004;23.056;14.3157
2004;23.0833;-18.9805
2004;23.0976;-33.8218
2004;23.125;-34.9507
2004;23.1393;-30.7087
2004;23.1667;-32.736
2004;23.1809;-46.8225
2004;23.2083;-56.6961
2004;23.2226;-47.5066
2004;23.25;-25.1921
2004;23.2642;-7.6885
2004;23.2917;-4.3072
2004;23.3059;-14.3095
2004;23.3333;-31.5059
2004;23.3476;-43.9101
2004;23.375;-44.7015
2004;23.3892;-38.4285
2004;23.4167;-31.6059
2004;23.4309;-26.9629
2004;23.4583;-23.7109
2004;23.4725;-21.5423
2004;23.5;-21.2313
2004;23.5142;-22.4447
2004;23.5417;-23.6714
2004;23.5558;-21.1191
2004;23.5833;-11.4505
2004;23.5975;1.8325
2004;23.625;-2.1029
2004;23.6391;-34.1489
2004;23.6667;-48.7382
2004;23.6808;-20.9422
2004;23.7083;-59.6973
2004;23.7225;-225.209
2004;23.75;-320.8248
2004;23.7641;-192.7354
2004;23.7917;NaN
2004;23.8058;NaN
2004;23.8333;NaN
2004;23.8474;NaN
2004;23.875;NaN
2004;23.8891;NaN
2004;23.9167;NaN
2004;23.9307;NaN
2004;23.9583;NaN
2004;23.9724;NaN
2004;24;NaN
2004;24.014;NaN
2004;24.0417;NaN
2004;24.0557;NaN
2004;24.0833;NaN
2004;24.0973;NaN
2004;24.125;NaN
2004;24.139;NaN
2004;24.1667;NaN
2004;24.1807;NaN
2004;24.2083;NaN
2004;24.2223;NaN
2004;24.25;NaN
2004;24.264;NaN
2004;24.2917;NaN
2004;24.3056;NaN
2004;24.3333;NaN
2004;24.3473;NaN
2004;24.375;NaN
2004;24.3889;NaN
2004;24.4167;NaN
2004;24.4306;NaN
2004;24.4583;NaN
2004;24.4722;NaN
2004;24.5;NaN
2004;24.5139;NaN
2004;24.5417;NaN
2004;24.5556;NaN
2004;24.5833;NaN
2004;24.5972;NaN
2004;24.625;NaN
2004;24.6389;NaN
2004;24.6667;NaN
2004;24.6805;NaN
2004;24.7083;NaN
2004;24.7222;NaN
2004;24.75;NaN
2004;24.7638;NaN
2004;24.7917;NaN
2004;24.8055;NaN
2004;24.8333;NaN
2004;24.8471;NaN
2004;24.875;NaN
2004;24.8888;NaN
2004;24.9167;NaN
2004;24.9304;NaN
2004;24.9583;NaN
2004;24.9721;NaN
2004;25;NaN
2004;25.0138;NaN
2004;25.0417;NaN
2004;25.0554;NaN
2004;25.0833;NaN
2004;25.0971;NaN
2004;25.125;NaN
2004;25.1387;NaN
2004;25.1667;NaN
2004;25.1804;NaN
2004;25.2083;NaN
2004;25.222;NaN
2004;25.25;NaN
2004;25.2637;NaN
2004;25.2917;NaN
2004;25.3053;NaN
2004;25.3333;NaN
2004;25.347;NaN
2004;25.375;NaN
2004;25.3886;NaN
2004;25.4167;NaN
2004;25.4303;NaN
2004;25.4583;NaN
2004;25.472;NaN
2004;25.5;NaN
2004;25.5136;NaN
2004;25.5417;NaN
2004;25.5553;NaN
2004;25.5833;NaN
2004;25.5969;NaN
2004;25.625;NaN
2004;25.6386;NaN
2004;25.6667;NaN
2004;25.6802;NaN
2004;25.7083;NaN
2004;25.7219;NaN
2004;25.75;NaN
2004;25.7635;NaN
2004;25.7917;NaN
2004;25.8052;NaN
2004;25.8333;NaN
2004;25.8469;NaN
2004;25.875;NaN
2004;25.8885;NaN
2004;25.9167;NaN
2004;25.9302;NaN
2004;25.9583;NaN
2004;25.9718;NaN
2004;26;NaN
2004;26.0135;NaN
2004;26.0417;NaN
2004;26.0551;NaN
2004;26.0833;NaN
2004;26.0968;NaN
2004;26.125;NaN
2004;26.1384;NaN
2004;26.1667;NaN
2004;26.1801;NaN
2004;26.2083;NaN
2004;26.2217;NaN
2004;26.25;NaN
2004;26.2634;NaN
2004;26.2917;NaN
2004;26.3051;NaN
2004;26.3333;NaN
2004;26.3467;NaN
2004;26.375;NaN
2004;26.3884;NaN
2004;26.4167;NaN
2004;26.43;NaN
2004;26.4583;NaN
2004;26.4717;NaN
2004;26.5;NaN
2004;26.5133;NaN
2004;26.5417;NaN
2004;26.555;NaN
2004;26.5833;NaN
2004;26.5966;NaN
2004;26.625;NaN
2004;26.6383;NaN
2004;26.6667;NaN
2004;26.6799;NaN
2004;26.7083;NaN
2004;26.7216;NaN
2004;26.75;NaN
2004;26.7633;NaN
2004;26.7917;NaN
2004;26.8049;NaN
2004;26.8333;NaN
2004;26.8466;NaN
2004;26.875;NaN
