year;dectime;dryQSresid
2004;65.6689;-97.3162
2004;65.7083;-96.7659
2004;65.7106;-90.062
2004;65.75;-77.8942
2004;65.7522;-66.6117
2004;65.7917;-62.798
2004;65.7939;-74.1022
2004;65.8333;-92.132
2004;65.8355;-102.3081
2004;65.875;-106.1107
2004;65.8772;-101.7601
2004;65.9167;-94.2737
2004;65.9188;-85.9218
2004;65.9583;-72.6533
2004;65.9605;-71.7457
2004;66;-85.1682
2004;66.0022;-91.5357
2004;66.0417;-85.2632
2004;66.0438;-77.0125
2004;66.0833;-77.1775
2004;66.0855;-86.0888
2004;66.125;-93.5028
2004;66.1271;-91.5317
2004;66.1667;-86.4831
2004;66.1688;-85.3466
2004;66.2083;-83.6916
2004;66.2104;-75.8242
2004;66.25;-68.7631
2004;66.2521;-67.8724
2004;66.2917;-59.4723
2004;66.2937;-33.0287
2004;66.3333;-17.316
2004;66.3354;-13.8715
2004;66.375;17.5586
2004;66.377;68.7651
2004;66.4167;107.446
2004;66.4187;123.8107
2004;66.4583;119.1303
2004;66.4604;88.0572
2004;66.5;57.7289
2004;66.502;53.9373
2004;66.5417;56.5998
2004;66.5437;44.0256
2004;66.5833;16.1043
2004;66.5853;-24.8514
2004;66.625;-54.6458
2004;66.627;-50.614
2004;66.6667;-55.7306
2004;66.6686;-87.8938
2004;66.7083;-120.6764
2004;66.7103;-127.9713
2004;66.75;-117.0247
2004;66.7519;-111.8759
2004;66.7917;-105.5146
2004;66.7936;-92.8267
2004;66.8333;-77.9989
2004;66.8353;-65.7158
2004;66.875;-65.558
2004;66.8769;-82.593
2004;66.9167;-101.4593
2004;66.9186;-102.9394
2004;66.9583;-95.8875
2004;66.9602;-96.0614
2004;67;-98.6802
2004;67.0019;-95.1118
2004;67.0417;-93.6456
2004;67.0435;-97.6645
2004;67.0833;-94.16
2004;67.0852;-85.1639
2004;67.125;-80.1305
2004;67.1268;-77.5957
2004;67.1667;-77.7004
2004;67.1685;-81.7946
2004;67.2083;-87.1277
2004;67.2101;-93.8779
2004;67.25;-102.5884
2004;67.2518;-97.3478
2004;67.2917;-81.8597
2004;67.2935;-48.8204
2004;67.3333;17.0479
2004;67.3351;90.8067
2004;67.375;152.5328
2004;67.3768;182.3036
2004;67.4167;177.59
2004;67.4184;144.0867
2004;67.4583;96.0542
2004;67.4601;77.6863
2004;67.5;101.6697
2004;67.5017;129.7172
2004;67.5417;128.3389
2004;67.5434;85.1222
2004;67.5833;25.36
2004;67.585;-16.3335
2004;67.625;-54.2492
2004;67.6267;-101.0045
2004;67.6667;-124.2914
2004;67.6683;-97.5047
2004;67.7083;-69.3084
2004;67.71;-76.9662
2004;67.75;-95.9079
2004;67.7517;-94.0084
2004;67.7917;-79.4241
2004;67.7933;-78.4541
2004;67.8333;-80.412
2004;67.835;-81.297
2004;67.875;-88.2159
2004;67.8766;-90.944
2004;67.9167;-83.0708
2004;67.9183;-69.2428
2004;67.9583;-59.3572
2004;67.9599;-62.2394
2004;68;-74.0434
2004;68.0016;-82.4364
2004;68.0417;-75.2668
2004;68.0432;-53.223
2004;68.0833;-47.3762
2004;68.0849;-78.2455
2004;68.125;-111.1948
2004;68.1266;-110.4367
2004;68.1667;-96.0158
2004;68.1682;-96.928
2004;68.2083;-101.4792
2004;68.2099;-92.9623
2004;68.25;-85.8198
2004;68.2515;-81.2864
2004;68.2917;-62.3451
2004;68.2932;-13.4209
2004;68.3333;41.3364
2004;68.3348;63.0189
2004;68.375;75.9654
2004;68.3765;103.187
2004;68.4167;126.6898
2004;68.4181;122.6464
2004;68.4583;109.9531
2004;68.4598;114.3198
2004;68.5;125.6008
2004;68.5014;116.1945
2004;68.5417;94.9366
2004;68.5431;75.5831
2004;68.5833;40.1147
2004;68.5848;0.786
2004;68.625;-35.8616
2004;68.6264;-74.8402
2004;68.6667;-110.2731
2004;68.6681;-120.2792
2004;68.7083;-102.7095
2004;68.7097;-87.0423
2004;68.75;-83.169
2004;68.7514;-76.6487
2004;68.7917;-64.6988
2004;68.793;-52.5145
2004;68.8333;-42.575
2004;68.8347;-38.2925
2004;68.875;-34.9258
2004;68.8763;-33.1733
2004;68.9167;-36.3152
2004;68.918;-42.5086
2004;68.9583;-46.4022
2004;68.9596;-44.2236
2004;69;-43.3807
2004;69.0013;-49.5961
2004;69.0417;-54.7626
2004;69.043;-60.8328
2004;69.0833;-72.1363
2004;69.0846;-82.8557
2004;69.125;-93.7898
2004;69.1263;-98.8911
2004;69.1667;-98.685
2004;69.1679;-98.4179
2004;69.2083;-95.2063
2004;69.2096;-88.4547
2004;69.25;-76.6279
2004;69.2512;-52.1582
2004;69.2917;-46.8058
2004;69.2929;-75.3631
2004;69.3333;-84.4709
2004;69.3345;-42.4308
2004;69.375;22.0594
2004;69.3762;32.0597
2004;69.4167;-14.0244
2004;69.4179;-29.1928
2004;69.4583;-0.7836
2004;69.4595;11.1874
2004;69.5;0.1502
2004;69.5012;-6.295
2004;69.5417;-12.1472
2004;69.5428;-30.5364
2004;69.5833;-61.4393
2004;69.5845;-90.1045
2004;69.625;-103.5086
2004;69.6261;-97.8805
2004;69.6667;-86.4155
2004;69.6678;-96.8546
2004;69.7083;-127.1808
2004;69.7094;-130.6054
2004;69.75;-116.0085
2004;69.7511;-126.785
2004;69.7917;-140.461
2004;69.7927;-120.6811
2004;69.8333;-91.1083
2004;69.8344;-85.3258
2004;69.875;-90.7537
2004;69.8761;-87.966
2004;69.9167;-82.3014
2004;69.9177;-83.083
2004;69.9583;-86.22
2004;69.9594;-87.2705
2004;70;-92.113
2004;70.001;-104.4319
2004;70.0417;-114.6478
2004;70.0427;-114.1222
2004;70.0833;-111.4458
2004;70.0843;-114.955
2004;70.125;-114.6507
2004;70.126;-101.6608
2004;70.1667;-88.0372
2004;70.1676;-85.8441
2004;70.2083;-90.7325
2004;70.2093;-94.7916
2004;70.25;-96.3315
2004;70.251;-87.4918
2004;70.2917;-88.3308
2004;70.2926;-117.7071
2004;70.3333;-140.3393
2004;70.3343;-128.9883
2004;70.375;-108.7921
2004;70.3759;-79.1903
2004;70.4167;-11.5366
2004;70.4176;56.1781
2004;70.4583;81.6317
2004;70.4592;58.8214
2004;70.5;16.9849
2004;70.5009;-17.0795
2004;70.5417;-45.3403
2004;70.5425;-63.9887
2004;70.5833;-72.2582
2004;70.5842;-80.0185
2004;70.625;-91.315
2004;70.6258;-103.2706
2004;70.6667;-126.1637
2004;70.6675;-150.4322
2004;70.7083;-163.0106
2004;70.7092;-152.6775
2004;70.75;-136.1396
2004;70.7508;-137.385
2004;70.7917;-135.1611
2004;70.7925;-113.5895
2004;70.8333;-100.4597
2004;70.8341;-118.9437
2004;70.875;-137.1644
2004;70.8758;-122.6415
2004;70.9167;-96.5479
2004;70.9174;-86.0837
2004;70.9583;-84.9146
2004;70.9591;-85.6327
2004;71;-89.2059
2004;71.0007;-91.687
2004;71.0417;-92.0499
2004;71.0424;-91.9405
2004;71.0833;-97.6141
2004;71.084;-102.3316
2004;71.125;-93.0732
2004;71.1257;-81.2232
2004;71.1667;-76.6643
2004;71.1674;-84.7817
2004;71.2083;-99.6328
2004;71.209;-99.8296
2004;71.25;-96.7837
2004;71.2507;-97.6987
2004;71.2917;-87.1659
2004;71.2923;-47.6208
2004;71.3333;-18.6486
2004;71.334;-44.4734
2004;71.375;-55.326
2004;71.3756;0.6146
2004;71.4167;56.05
2004;71.4173;37.6439
2004;71.4583;2.149
2004;71.4589;13.4729
2004;71.5;27.0825
2004;71.5006;12.8092
2004;71.5417;-2.0022
2004;71.5423;-11.736
2004;71.5833;-25.6701
2004;71.5839;-44.4076
2004;71.625;-71.4085
2004;71.6256;-99.0331
2004;71.6667;-114.4031
2004;71.6672;-104.7582
2004;71.7083;-101.0478
2004;71.7089;-121.7231
2004;71.75;-138.0489
2004;71.7505;-127.5907
2004;71.7917;-106.3839
2004;71.7922;-101.1251
2004;71.8333;-103.4513
2004;71.8338;-100.8417
2004;71.875;-101.4267
2004;71.8755;-111.714
2004;71.9167;-119.1454
2004;71.9171;-112.7682
2004;71.9583;-102.5763
2004;71.9588;-102.18
2004;72;-108.3286
2004;72.0005;-111.6482
2004;72.0417;-111.0344
2004;72.0421;-108.2923
2004;72.0833;-104.7295
2004;72.0838;-102.2983
2004;72.125;-103.5057
2004;72.1254;-104.375
2004;72.1667;-99.9305
2004;72.1671;-97.4747
2004;72.2083;-103.4303
2004;72.2087;-103.0194
2004;72.25;-89.875
2004;72.2504;-79.5398
2004;72.2917;-92.0526
2004;72.292;-110.4206
2004;72.3333;-96.1009
2004;72.3337;-39.3095
2004;72.375;25.7998
2004;72.3753;51.7167
2004;72.4167;58.0583
2004;72.417;73.1509
2004;72.4583;82.7892
2004;72.4587;72.4879
2004;72.5;65.52
2004;72.5003;77.4014
2004;72.5417;75.9833
2004;72.542;33.401
2004;72.5833;-22.5809
2004;72.5836;-54.2225
2004;72.625;-77.8789
2004;72.6253;-106.9649
2004;72.6667;-125.7192
2004;72.6669;-118.8647
2004;72.7083;-115.9943
2004;72.7086;-138.6097
2004;72.75;-161.0887
2004;72.7502;-149.8176
2004;72.7917;-117.1085
2004;72.7919;-99.2192
2004;72.8333;-93.0082
2004;72.8336;-96.4912
2004;72.875;-107.8444
2004;72.8752;-108.9113
2004;72.9167;-101.0655
2004;72.9169;-96.7512
2004;72.9583;-97.6119
2004;72.9585;-97.0126
2004;73;-93.2039
2004;73.0002;-87.2418
2004;73.0417;-79.7678
2004;73.0418;-75.8477
2004;73.0833;-73.9957
2004;73.0835;-70.6787
2004;73.125;-69.2237
2004;73.1251;-69.9313
2004;73.1667;-70.0801
2004;73.1668;-71.2731
2004;73.2083;-75.8296
2004;73.2084;-80.661
2004;73.25;-80.2357
2004;73.2501;-67.0431
2004;73.2917;-47.5537
2004;73.2918;-34.7774
2004;73.3333;-27.737
2004;73.3334;-19.6358
2004;73.375;-10.7408
2004;73.3751;-20.236
2004;73.4167;-41.1035
2004;73.4167;-39.8181
2004;73.4583;-22.8324
2004;73.4584;-14.516
2004;73.5;-10.3595
2004;73.5;-3.0885
2004;73.5417;-4.745
2004;73.5417;-17.2053
2004;73.5833;-14.477
2004;73.5833;16.5373
2004;73.625;42.2971
2004;73.625;34.4007
2004;73.6667;10.4165
2004;73.6667;-3.3342
2004;73.7083;-4.8455
2004;73.7083;-1.4894
2004;73.75;4.2536
2004;73.75;10.539
2004;73.7917;5.385
2004;73.7916;-12.6332
2004;73.8333;-2.2736
2004;73.8333;56.1554
2004;73.875;91.6523
2004;73.8749;48.1292
2004;73.9167;-8.6212
2004;73.9166;-4.587
2004;73.9583;27.1388
2004;73.9582;31.915
2004;74;18.9632
2004;73.9999;13.9834
2004;74.0417;17.3245
2004;74.0415;12.5869
2004;74.0833;-4.372
2004;74.0832;-12.1287
2004;74.125;-12.8548
2004;74.1249;-26.981
2004;74.1667;-28.0228
2004;74.1665;-2.3142
2004;74.2083;2.3438
2004;74.2082;-21.4321
2004;74.25;-40.2601
2004;74.2498;-50.0934
2004;74.2917;-55.5706
2004;74.2915;-44.3498
2004;74.3333;-28.663
2004;74.3331;-20.9456
2004;74.375;-6.1466
2004;74.3748;5.3401
2004;74.4167;16.7736
2004;74.4164;60.4665
2004;74.4583;112.5576
2004;74.4581;136.0964
2004;74.5;139.1899
2004;74.4997;93.1525
2004;74.5417;NaN
2004;74.5414;NaN
2004;74.5833;NaN
2004;74.5831;NaN
2004;74.625;NaN
2004;74.6247;NaN
2004;74.6667;NaN
2004;74.6664;NaN
2004;74.7083;NaN
2004;74.708;NaN
2004;74.75;NaN
2004;74.7497;NaN
2004;74.7917;NaN
2004;74.7913;NaN
2004;74.8333;NaN
2004;74.833;NaN
2004;74.875;NaN
2004;74.8746;NaN
2004;74.9167;NaN
2004;74.9163;NaN
2004;74.9583;NaN
2004;74.958;NaN
2004;75;NaN
2004;74.9996;NaN
2004;75.0417;NaN
2004;75.0413;NaN
2004;75.0833;NaN
2004;75.0829;NaN
2004;75.125;NaN
2004;75.1246;NaN
2004;75.1667;NaN
2004;75.1662;NaN
2004;75.2083;NaN
2004;75.2079;NaN
2004;75.25;NaN
2004;75.2495;NaN
2004;75.2917;NaN
2004;75.2912;NaN
2004;75.3333;NaN
2004;75.3328;NaN
2004;75.375;NaN
2004;75.3745;NaN
2004;75.4167;NaN
2004;75.4162;NaN
2004;75.4583;NaN
2004;75.4578;NaN
2004;75.5;NaN
2004;75.4995;NaN
2004;75.5417;NaN
2004;75.5411;NaN
2004;75.5833;NaN
2004;75.5828;NaN
2004;75.625;NaN
2004;75.6244;NaN
2004;75.6667;NaN
2004;75.6661;NaN
2004;75.7083;NaN
2004;75.7077;NaN
2004;75.75;NaN
2004;75.7494;NaN
2004;75.7917;NaN
2004;75.791;NaN
2004;75.8333;NaN
2004;75.8327;NaN
2004;75.875;NaN
2004;75.8744;NaN
2004;75.9167;NaN
2004;75.916;NaN
2004;75.9583;NaN
2004;75.9577;NaN
2004;76;NaN
2004;75.9993;NaN
2004;76.0417;NaN
2004;76.041;NaN
2004;76.0833;NaN
2004;76.0826;NaN
2004;76.125;NaN
2004;76.1243;NaN
2004;76.1667;NaN
2004;76.1659;NaN
2004;76.2083;NaN
2004;76.2076;NaN
2004;76.25;NaN
2004;76.2493;NaN
2004;76.2917;NaN
2004;76.2909;NaN
2004;76.3333;NaN
2004;76.3326;NaN
2004;76.375;NaN
2004;76.3742;NaN
2004;76.4167;NaN
2004;76.4159;NaN
2004;76.4583;NaN
2004;76.4575;NaN
2004;76.5;NaN
2004;76.4992;NaN
2004;76.5417;NaN
2004;76.5408;NaN
2004;76.5833;NaN
2004;76.5825;NaN
2004;76.625;NaN
2004;76.6241;NaN
2004;76.6667;NaN
2004;76.6658;NaN
2004;76.7083;NaN
2004;76.7075;NaN
2004;76.75;NaN
2004;76.7491;NaN
2004;76.7917;NaN
2004;76.7908;NaN
2004;76.8333;NaN
2004;76.8324;NaN
2004;76.875;NaN
2004;76.8741;NaN
2004;76.9167;NaN
2004;76.9157;NaN
2004;76.9583;NaN
2004;76.9574;NaN
2004;77;NaN
2004;76.999;NaN
2004;77.0417;NaN
2004;77.0407;NaN
2004;77.0833;NaN
2004;77.0824;NaN
2004;77.125;NaN
2004;77.124;NaN
2004;77.1667;NaN
2004;77.1657;NaN
2004;77.2083;NaN
2004;77.2073;NaN
2004;77.25;NaN
2004;77.249;NaN
2004;77.2917;NaN
2004;77.2906;NaN
2004;77.3333;NaN
2004;77.3323;NaN
2004;77.375;NaN
2004;77.3739;NaN
2004;77.4167;NaN
2004;77.4156;NaN
2004;77.4583;NaN
2004;77.4572;NaN
2004;77.5;NaN
2004;77.4989;NaN
2004;77.5417;NaN
2004;77.5406;NaN
2004;77.5833;NaN
2004;77.5822;NaN
2004;77.625;NaN
2004;77.6239;NaN
2004;77.6667;NaN
2004;77.6655;NaN
2004;77.7083;NaN
2004;77.7072;NaN
2004;77.75;NaN
2004;77.7488;NaN
2004;77.7917;NaN
2004;77.7905;NaN
2004;77.8333;NaN
2004;77.8321;NaN
2004;77.875;NaN
2004;77.8738;NaN
2004;77.9167;NaN
2004;77.9154;NaN
2004;77.9583;NaN
2004;77.9571;NaN
2004;78;NaN
2004;77.9988;NaN
2004;78.0417;NaN
2004;78.0404;NaN
2004;78.0833;NaN
2004;78.0821;NaN
2004;78.125;NaN
2004;78.1237;NaN
2004;78.1667;NaN
2004;78.1654;NaN
2004;78.2083;NaN
2004;78.207;NaN
2004;78.25;NaN
2004;78.2487;NaN
2004;78.2917;NaN
2004;78.2903;NaN
2004;78.3333;NaN
2004;78.332;NaN
2004;78.375;NaN
2004;78.3737;NaN
2004;78.4167;NaN
2004;78.4153;NaN
2004;78.4583;NaN
2004;78.457;NaN
2004;78.5;NaN
2004;78.4986;NaN
2004;78.5417;NaN
2004;78.5403;NaN
2004;78.5833;NaN
2004;78.5819;NaN
2004;78.625;NaN
2004;78.6236;NaN
2004;78.6667;NaN
2004;78.6652;NaN
2004;78.7083;NaN
2004;78.7069;NaN
2004;78.75;NaN
2004;78.7485;NaN
2004;78.7917;NaN
2004;78.7902;NaN
2004;78.8333;NaN
2004;78.8319;NaN
2004;78.875;NaN
2004;78.8735;NaN
2004;78.9167;NaN
2004;78.9152;NaN
2004;78.9583;NaN
2004;78.9568;NaN
2004;79;NaN
2004;78.9985;NaN
2004;79.0417;NaN
2004;79.0401;NaN
2004;79.0833;NaN
2004;79.0818;NaN
2004;79.125;-14.9887
2004;79.1234;-11.2538
2004;79.1667;-5.0352
2004;79.1651;1.3714
2004;79.2083;-1.837
2004;79.2067;-17.6447
2004;79.25;-32.1735
2004;79.2484;-30.7952
2004;79.2917;-22.0173
2004;79.2901;-5.0095
2004;79.3333;24.1636
2004;79.3317;46.5181
2004;79.375;56.5954
2004;79.3734;45.5798
2004;79.4167;15.9764
2004;79.415;-7.3376
2004;79.4583;-18.8671
2004;79.4567;-25.8271
2004;79.5;-30.9047
2004;79.4983;-34.7505
2004;79.5417;-40.6284
2004;79.54;-44.8864
2004;79.5833;-46.8202
2004;79.5816;-45.3871
2004;79.625;-36.2082
2004;79.6233;-37.3189
2004;79.6667;-52.1802
2004;79.665;-56.744
2004;79.7083;-49.5539
2004;79.7066;-38.3492
2004;79.75;-34.7385
2004;79.7483;-40.2963
2004;79.7917;-14.9001
2004;79.7899;63.7333
2004;79.8333;141.1483
2004;79.8316;161.3721
2004;79.875;NaN
2004;79.8732;NaN
2004;79.9167;NaN
2004;79.9149;NaN
2004;79.9583;NaN
2004;79.9565;NaN
2004;80;NaN
2004;79.9982;NaN
2004;80.0417;NaN
2004;80.0398;NaN
2004;80.0833;NaN
2004;80.0815;NaN
2004;80.125;NaN
2004;80.1232;NaN
2004;80.1667;NaN
2004;80.1648;NaN
2004;80.2083;NaN
2004;80.2065;NaN
2004;80.25;NaN
2004;80.2481;NaN
2004;80.2917;NaN
2004;80.2898;NaN
2004;80.3333;NaN
2004;80.3314;NaN
2004;80.375;NaN
2004;80.3731;NaN
2004;80.4167;NaN
2004;80.4147;NaN
2004;80.4583;NaN
2004;80.4564;NaN
2004;80.5;NaN
2004;80.4981;NaN
2004;80.5417;NaN
2004;80.5397;NaN
2004;80.5833;NaN
2004;80.5814;NaN
2004;80.625;NaN
2004;80.623;NaN
2004;80.6667;NaN
2004;80.6647;NaN
2004;80.7083;NaN
2004;80.7063;NaN
2004;80.75;NaN
2004;80.748;NaN
2004;80.7917;NaN
2004;80.7896;NaN
2004;80.8333;NaN
2004;80.8313;NaN
2004;80.875;NaN
2004;80.8729;NaN
2004;80.9167;NaN
2004;80.9146;NaN
2004;80.9583;NaN
2004;80.9563;NaN
2004;81;NaN
2004;80.9979;NaN
2004;81.0417;NaN
2004;81.0396;NaN
2004;81.0833;NaN
2004;81.0812;NaN
2004;81.125;NaN
2004;81.1229;NaN
2004;81.1667;NaN
2004;81.1645;NaN
2004;81.2083;NaN
2004;81.2062;NaN
2004;81.25;NaN
2004;81.2478;NaN
2004;81.2917;NaN
2004;81.2895;NaN
2004;81.3333;NaN
2004;81.3311;NaN
2004;81.375;NaN
2004;81.3728;NaN
2004;81.4167;NaN
2004;81.4145;NaN
2004;81.4583;NaN
2004;81.4561;NaN
2004;81.5;NaN
2004;81.4978;NaN
2004;81.5417;NaN
2004;81.5394;NaN
2004;81.5833;NaN
2004;81.5811;NaN
2004;81.625;NaN
2004;81.6227;NaN
2004;81.6667;NaN
2004;81.6644;NaN
2004;81.7083;NaN
2004;81.706;NaN
2004;81.75;NaN
2004;81.7477;NaN
2004;81.7917;NaN
2004;81.7894;NaN
2004;81.8333;NaN
2004;81.831;NaN
2004;81.875;NaN
2004;81.8727;NaN
2004;81.9167;NaN
2004;81.9143;NaN
2004;81.9583;NaN
2004;81.956;NaN
2004;82;NaN
2004;81.9976;NaN
2004;82.0417;NaN
2004;82.0393;NaN
2004;82.0833;NaN
2004;82.0809;NaN
2004;82.125;NaN
2004;82.1226;NaN
2004;82.1667;NaN
2004;82.1642;NaN
2004;82.2083;NaN
2004;82.2059;NaN
2004;82.25;NaN
2004;82.2476;NaN
2004;82.2917;NaN
2004;82.2892;NaN
2004;82.3333;NaN
2004;82.3309;NaN
2004;82.375;NaN
2004;82.3725;NaN
2004;82.4167;NaN
2004;82.4142;NaN
2004;82.4583;NaN
2004;82.4558;NaN
2004;82.5;NaN
2004;82.4975;NaN
2004;82.5417;NaN
2004;82.5391;NaN
2004;82.5833;NaN
2004;82.5808;NaN
2004;82.625;NaN
2004;82.6224;NaN
2004;82.6667;NaN
2004;82.6641;NaN
2004;82.7083;NaN
2004;82.7058;NaN
2004;82.75;NaN
2004;82.7474;NaN
2004;82.7917;NaN
2004;82.7891;NaN
2004;82.8333;NaN
2004;82.8307;NaN
2004;82.875;NaN
2004;82.8724;NaN
2004;82.9167;NaN
2004;82.914;NaN
2004;82.9583;NaN
2004;82.9557;NaN
2004;83;NaN
2004;82.9973;NaN
2004;83.0417;NaN
2004;83.039;NaN
2004;83.0833;NaN
2004;83.0807;NaN
2004;83.125;NaN
2004;83.1223;NaN
2004;83.1667;NaN
2004;83.164;NaN
2004;83.2083;NaN
2004;83.2056;NaN
2004;83.25;NaN
2004;83.2473;NaN
2004;83.2917;NaN
2004;83.2889;NaN
2004;83.3333;NaN
2004;83.3306;NaN
2004;83.375;NaN
2004;83.3722;NaN
2004;83.4167;NaN
2004;83.4139;NaN
2004;83.4583;NaN
2004;83.4555;NaN
2004;83.5;NaN
2004;83.4972;NaN
2004;83.5417;NaN
2004;83.5389;NaN
2004;83.5833;NaN
2004;83.5805;NaN
2004;83.625;NaN
2004;83.6222;NaN
2004;83.6667;NaN
2004;83.6638;NaN
2004;83.7083;NaN
2004;83.7055;NaN
2004;83.75;NaN
2004;83.7471;NaN
2004;83.7917;NaN
2004;83.7888;NaN
2004;83.8333;NaN
2004;83.8304;NaN
2004;83.875;NaN
2004;83.8721;NaN
2004;83.9167;NaN
2004;83.9138;NaN
2004;83.9583;NaN
2004;83.9554;NaN
2004;84;NaN
2004;83.9971;NaN
2004;84.0417;NaN
2004;84.0387;NaN
2004;84.0833;NaN
2004;84.0804;NaN
2004;84.125;NaN
2004;84.122;NaN
2004;84.1667;NaN
2004;84.1637;NaN
2004;84.2083;NaN
2004;84.2053;NaN
2004;84.25;NaN
2004;84.247;NaN
2004;84.2917;NaN
2004;84.2886;NaN
2004;84.3333;NaN
2004;84.3303;NaN
2004;84.375;NaN
2004;84.372;NaN
2004;84.4167;NaN
2004;84.4136;NaN
2004;84.4583;NaN
2004;84.4553;NaN
2004;84.5;NaN
2004;84.4969;NaN
2004;84.5417;NaN
2004;84.5386;NaN
2004;84.5833;NaN
2004;84.5802;NaN
2004;84.625;NaN
2004;84.6219;NaN
2004;84.6667;NaN
2004;84.6635;NaN
2004;84.7083;NaN
2004;84.7052;NaN
2004;84.75;NaN
2004;84.7468;NaN
2004;84.7917;NaN
2004;84.7885;NaN
2004;84.8333;NaN
2004;84.8302;NaN
2004;84.875;NaN
2004;84.8718;NaN
2004;84.9167;NaN
2004;84.9135;NaN
2004;84.9583;NaN
2004;84.9551;NaN
2004;85;NaN
2004;84.9968;NaN
2004;85.0417;NaN
2004;85.0384;NaN
2004;85.0833;NaN
2004;85.0801;NaN
2004;85.125;NaN
2004;85.1217;NaN
2004;85.1667;NaN
2004;85.1634;NaN
2004;85.2083;NaN
2004;85.2051;NaN
2004;85.25;NaN
2004;85.2467;NaN
2004;85.2917;NaN
2004;85.2884;NaN
2004;85.3333;NaN
2004;85.33;NaN
2004;85.375;NaN
2004;85.3717;NaN
2004;85.4167;NaN
2004;85.4133;NaN
2004;85.4583;NaN
2004;85.455;NaN
2004;85.5;NaN
2004;85.4966;NaN
2004;85.5417;NaN
2004;85.5383;NaN
2004;85.5833;NaN
2004;85.5799;NaN
2004;85.625;NaN
2004;85.6216;NaN
2004;85.6667;NaN
2004;85.6633;NaN
2004;85.7083;NaN
2004;85.7049;NaN
2004;85.75;NaN
2004;85.7466;NaN
2004;85.7917;NaN
2004;85.7882;NaN
2004;85.8333;NaN
2004;85.8299;NaN
2004;85.875;NaN
2004;85.8715;NaN
2004;85.9167;NaN
2004;85.9132;NaN
2004;85.9583;NaN
2004;85.9548;NaN
2004;86;NaN
2004;85.9965;NaN
2004;86.0417;NaN
2004;86.0381;NaN
2004;86.0833;-77.5767
2004;86.0798;-78.5622
2004;86.125;-79.7119
2004;86.1215;-80.9873
2004;86.1667;-81.6528
2004;86.1631;-81.7604
2004;86.2083;-77.7304
2004;86.2048;-62.5058
2004;86.25;-57.5235
2004;86.2464;-62.7221
2004;86.2917;-47.1052
2004;86.2881;-4.7146
2004;86.3333;49.5534
2004;86.3297;60.6682
2004;86.375;34.5075
2004;86.3714;37.3046
2004;86.4167;50.5657
2004;86.413;58.7045
2004;86.4583;72.4509
2004;86.4547;74.6411
2004;86.5;87.4314
2004;86.4964;99.2546
2004;86.5417;67.2887
2004;86.538;-1.4688
2004;86.5833;-39.8696
2004;86.5797;3.32
2004;86.625;59.3485
2004;86.6213;40.6562
2004;86.6667;-32.3599
2004;86.663;-96.0833
2004;86.7083;-130.7717
2004;86.7046;-126.8959
2004;86.75;-112.3947
2004;86.7463;-114.5688
2004;86.7917;-117.3364
2004;86.7879;-107.3418
2004;86.8333;-97.2174
2004;86.8296;-102.7878
2004;86.875;-107.6171
2004;86.8712;-93.2649
2004;86.9167;-69.8452
2004;86.9129;-57.0803
2004;86.9583;-57.2942
2004;86.9546;-62.7361
2004;87;-67.277
2004;86.9962;-64.4388
2004;87.0417;-54.5455
2004;87.0379;-44.3248
2004;87.0833;-35.7879
2004;87.0795;-28.0056
2004;87.125;-20.9826
2004;87.1212;-17.6416
2004;87.1667;-19.9716
2004;87.1628;-26.5618
2004;87.2083;-30.4146
2004;87.2045;-25.4534
2004;87.25;-19.0073
2004;87.2461;-16.6263
2004;87.2917;-15.5905
2004;87.2878;-12.2261
2004;87.3333;-7.0577
2004;87.3295;-6.0508
2004;87.375;-7.0149
2004;87.3711;0.7281
2004;87.4167;16.4523
2004;87.4128;27.2445
2004;87.4583;34.2388
2004;87.4544;41.0284
2004;87.5;37.3499
2004;87.4961;23.6072
2004;87.5417;11.4332
2004;87.5377;8.3466
2004;87.5833;18.8076
2004;87.5794;37.7221
2004;87.625;42.1175
2004;87.621;16.397
2004;87.6667;-13.6783
2004;87.6627;-18.0414
2004;87.7083;-11.458
2004;87.7043;-22.4536
2004;87.75;-35.7436
2004;87.746;-27.7456
2004;87.7917;-24.7424
2004;87.7877;-45.7322
2004;87.8333;-70.9719
2004;87.8293;-79.7435
2004;87.875;-77.1101
2004;87.871;-75.6334
2004;87.9167;NaN
2004;87.9126;NaN
2004;87.9583;NaN
2004;87.9543;NaN
2004;88;NaN
2004;87.9959;NaN
2004;88.0417;NaN
2004;88.0376;NaN
2004;88.0833;NaN
2004;88.0792;NaN
2004;88.125;NaN
2004;88.1209;NaN
2004;88.1667;NaN
2004;88.1625;NaN
2004;88.2083;NaN
2004;88.2042;NaN
2004;88.25;NaN
2004;88.2459;35.9214
2004;88.2917;NaN
2004;88.2875;NaN
2004;88.3333;NaN
2004;88.3292;NaN
2004;88.375;NaN
2004;88.3708;NaN
2004;88.4167;NaN
2004;88.4125;NaN
2004;88.4583;NaN
2004;88.4541;NaN
2004;88.5;NaN
2004;88.4958;NaN
2004;88.5417;NaN
2004;88.5374;NaN
2004;88.5833;NaN
2004;88.5791;NaN
2004;88.625;NaN
2004;88.6208;NaN
2004;88.6667;NaN
2004;88.6624;NaN
2004;88.7083;NaN
2004;88.7041;NaN
2004;88.75;NaN
2004;88.7457;NaN
2004;88.7917;NaN
2004;88.7874;NaN
2004;88.8333;NaN
2004;88.829;NaN
