month;year;day;time;MLtime;Qh;Qhb;Qeb;Q*;netasph;Qg;rain
2;2004;11;22:30:00;731988.9375;7.56696;0.614863;0.282637;36.275;23.205;32.3285;0
2;2004;11;23:00:00;731988.9583;3.72779;4.79712;0.271905;43.0367;27.615;37.9676;0
2;2004;11;23:30:00;731988.9792;5.21413;6.90302;0.599203;31.6717;19.6133;24.1694;0
2;2004;12;00:00:00;731989;0.550033;6.14823;0.30941;37.9917;22.87;31.534;0
2;2004;12;00:30:00;731989.0208;3.62479;6.73849;1.0211;27.0667;15.9667;19.3071;0
2;2004;12;01:00:00;731989.0417;1.93505;1.71281;0.500666;25.5433;14.8917;23.3299;0
2;2004;12;01:30:00;731989.0625;3.45443;2.95435;0.337868;20.6817;11.465;17.3894;0
2;2004;12;02:00:00;731989.0833;1.86231;0.586084;0.111694;19.6933;10.7217;18.9956;0
2;2004;12;02:30:00;731989.1042;6.09975;1.29441;0.374205;19.5;10.7217;17.8314;0
2;2004;12;03:00:00;731989.125;6.28715;0.536096;0.400432;18.4833;9.965;17.5468;0
2;2004;12;03:30:00;731989.1458;5.81795;0.198524;0.124115;15.445;8.38333;15.7676;0
2;2004;12;04:00:00;731989.1667;7.54441;1.14431;4.41028;14.4933;8.30833;20.0479;0
2;2004;12;04:30:00;731989.1875;999;0.474803;3.03325;13.1583;7.29133;16.6664;0
2;2004;12;05:00:00;731989.2083;999;0.391925;1.88502;13.2633;7.60917;15.5403;0
2;2004;12;05:30:00;731989.2292;999;2.35178;5.49613;15.2433;12.0867;22.6151;0
2;2004;12;06:00:00;731989.25;999;999;999;11.625;8.20833;13.3119;0
2;2004;12;06:30:00;731989.2708;999;999;999;10.3933;6.087;12.1135;0
2;2004;12;07:00:00;731989.2917;999;999;999;11.0817;6.698;12.8931;0
2;2004;12;07:30:00;731989.3125;999;0.132533;0.00329994;10.3867;12.755;10.8092;0
2;2004;12;08:00:00;731989.3333;999;0.25163;0.276495;8.18167;9.93;8.18528;0
2;2004;12;08:30:00;731989.3542;999;999;999;3.2715;3.8595;1.1775;0
2;2004;12;09:00:00;731989.375;999;0.532631;0.578827;1.20217;0.616167;0.273333;0
2;2004;12;09:30:00;731989.3958;999;0.39966;1.76706;1.03767;2.664;3.20439;0
2;2004;12;10:00:00;731989.4167;999;1.56234;1.54578;1.48917;0.815;1.44708;0
2;2004;12;10:30:00;731989.4375;999;2.05279;0.178664;8.535;7.6965;7.56061;0
2;2004;12;11:00:00;731989.4583;999;1.31076;1.47336;9.21667;13.5267;5.81761;0
2;2004;12;11:30:00;731989.4792;999;999;999;15.3903;24.0533;9.13161;0
2;2004;12;12:00:00;731989.5;999;999;999;13.4817;22.1817;6.58947;0
2;2004;12;12:30:00;731989.5208;999;7.88651;2.31253;11.86;19.59;2.52792;0
2;2004;12;13:00:00;731989.5417;999;0.790628;3.24329;9.915;15.5067;4.65411;0
2;2004;12;13:30:00;731989.5625;999;5.20518;1.19407;10.1183;17.0067;3.84425;0
2;2004;12;14:00:00;731989.5833;999;4.62351;2.37924;6.37917;11.7967;1.24058;0
2;2004;12;14:30:00;731989.6042;999;2.24625;0.79325;4.93617;6.72;1.72975;0
2;2004;12;15:00:00;731989.625;999;999;999;4.197;3.49733;0.843111;0
2;2004;12;15:30:00;731989.6458;999;999;999;6.42333;5.81483;2.49211;0
2;2004;12;16:00:00;731989.6667;999;1.53085;0.137488;2.22133;0.521667;0.795694;0
2;2004;12;16:30:00;731989.6875;999;0.321134;0.881199;1.56967;2.34783;0.367333;0
2;2004;12;17:00:00;731989.7083;999;0.586625;2.36085;2.599;2.8475;0.348472;0
2;2004;12;17:30:00;731989.7292;999;0.922961;3.91262;4.0695;3.26517;0.766083;0
2;2004;12;18:00:00;731989.75;999;1.2404;3.13213;3.1155;2.30667;1.25703;0
2;2004;12;18:30:00;731989.7708;999;1.50904;2.46457;2.74817;1.56767;1.22544;0
2;2004;12;19:00:00;731989.7917;999;0.934708;1.29268;2.2275;0.673667;0.000111111;0
2;2004;12;19:30:00;731989.8125;999;1.01717;1.22883;2.29783;0.230167;0.0518333;0
2;2004;12;20:00:00;731989.8333;999;1.28374;1.23287;1.63017;0.570333;0.886444;0
2;2004;12;20:30:00;731989.8542;999;1.6063;1.12614;0.995333;1.20233;1.73711;0
2;2004;12;21:00:00;731989.875;999;1.02868;0.553927;0.319667;1.5945;1.26294;0
2;2004;12;21:30:00;731989.8958;999;0.951625;0.422764;0.261667;1.76033;1.11272;0
2;2004;12;22:00:00;731989.9167;999;0.245189;0.140672;0.01;2.0145;0.375861;0
2;2004;12;22:30:00;731989.9375;3.09663;0.369362;0.264763;1.318;2.30067;0.871778;0
2;2004;12;23:00:00;731989.9583;4.41657;0.652023;0.176144;1.74817;2.3515;3.03236;0
2;2004;12;23:30:00;731989.9792;2.89777;999;999;1.15267;1.97;2.06258;0
2;2004;13;00:00:00;731990;2.76714;4.4411;0.77215;0.602;1.77783;4.48717;0
2;2004;13;00:30:00;731990.0208;1.6836;1.50129;0.0146857;0.420333;2.31767;1.09564;0
2;2004;13;01:00:00;731990.0417;1.6656;4.66142;0.142533;0.8895;2.012;3.62939;0
2;2004;13;01:30:00;731990.0625;1.35072;2.1677;0.0795886;1.38;1.7385;0.708111;0
2;2004;13;02:00:00;731990.0833;0.44113;1.2482;0.100094;0.145833;1.7745;1.29394;0
2;2004;13;02:30:00;731990.1042;1.18616;2.90483;0.0877999;2.60467;1.75783;0.478972;0
2;2004;13;03:00:00;731990.125;1.26089;1.00896;0.100961;1.70667;1.70967;0.109806;0
2;2004;13;03:30:00;731990.1458;0.342527;2.60726;0.21003;2.00533;1.877;0.815806;0
2;2004;13;04:00:00;731990.1667;0.0444913;5.0037;0.12045;4.80967;1.95733;0.320778;0
2;2004;13;04:30:00;731990.1875;0.558553;4.89135;0.0231291;5.49483;1.94267;0.626611;0
2;2004;13;05:00:00;731990.2083;0.220192;4.85848;0.165408;4.99417;1.9665;0.0297222;0
2;2004;13;05:30:00;731990.2292;0.308269;3.878;0.167774;3.2395;1.95567;0.470722;0
2;2004;13;06:00:00;731990.25;0.256501;3.82272;0.260151;3.19917;1.54633;0.198778;0
2;2004;13;06:30:00;731990.2708;0.39007;4.87904;0.313212;3.98933;1.73867;1.21881;0
2;2004;13;07:00:00;731990.2917;0.15152;3.48948;0.390728;4.01583;1.606;0.00275;0
2;2004;13;07:30:00;731990.3125;1.29636;3.54682;0.388932;4.245;1.59033;0.127778;0
2;2004;13;08:00:00;731990.3333;0.611507;4.30157;0.117676;2.45783;2.46233;1.72606;0
2;2004;13;08:30:00;731990.3542;0.677609;3.48828;0.500484;4.365;7.02567;6.49247;0
2;2004;13;09:00:00;731990.375;0.112428;5.50841;0.700119;18.085;17.5133;11.8765;0
2;2004;13;09:30:00;731990.3958;0.0221973;10.2911;4.85538;31.3733;28.58;14.377;0
2;2004;13;10:00:00;731990.4167;0.260976;10.6238;12.5813;42.7267;37.305;18.1907;0
2;2004;13;10:30:00;731990.4375;1.35724;12.8373;9.57159;64.4;53.8;41.9911;0
2;2004;13;11:00:00;731990.4583;4.42331;12.2562;4.21951;81.5167;65.495;65.041;0
2;2004;13;11:30:00;731990.4792;4.76257;22.8478;6.87805;90.9667;69.37;61.2408;0
2;2004;13;12:00:00;731990.5;7.17843;24.0025;9.16539;81.2333;59.47;48.0654;0
2;2004;13;12:30:00;731990.5208;15.5934;34.0102;15.7157;81.3833;56.2933;31.6574;0
2;2004;13;13:00:00;731990.5417;17.7572;32.9236;14.5646;73.3583;51.46;25.8701;0
2;2004;13;13:30:00;731990.5625;14.3971;26.56;12.7678;71.11;50.7333;31.7822;0
2;2004;13;14:00:00;731990.5833;11.2267;26.9136;12.094;68.9867;48.5433;29.979;0
2;2004;13;14:30:00;731990.6042;12.6769;22.0921;8.18036;52.5267;37.9133;22.2542;0
2;2004;13;15:00:00;731990.625;13.3392;14.7223;7.31369;34.63;26.315;12.594;0
2;2004;13;15:30:00;731990.6458;8.11802;15.393;0.225914;21.5533;16.69;5.93444;0
2;2004;13;16:00:00;731990.6667;1.65805;7.55721;1.0657;9.96033;9.5555;3.81028;0
2;2004;13;16:30:00;731990.6875;1.11109;2.84942;0.716752;3.06517;4.87067;0.0513889;0
2;2004;13;17:00:00;731990.7083;0.196787;0.028023;0.065227;2.13717;1.1305;2.29472;0
2;2004;13;17:30:00;731990.7292;0.327678;999;999;6.58267;2.351;7.65722;0
2;2004;13;18:00:00;731990.75;0.269528;2.29646;0.30588;5.61917;1.86633;4.34786;0
2;2004;13;18:30:00;731990.7708;0.012461;0.406442;1.95706;5.463;2.106;3.23214;0
2;2004;13;19:00:00;731990.7917;0.354422;0.319233;0.258933;5.12167;1.93267;4.74381;0
2;2004;13;19:30:00;731990.8125;0.561941;1.2507;0.498845;4.75917;0.849167;2.83586;0
2;2004;13;20:00:00;731990.8333;0.936361;0.121564;1.6131;4.70267;4.66083;2.96481;0
2;2004;13;20:30:00;731990.8542;1.48075;2.08766;1.71022;4.92467;4.92733;1.14492;0
2;2004;13;21:00:00;731990.875;0.439202;5.18895;0.240216;4.93967;0.638167;0.280861;0
2;2004;13;21:30:00;731990.8958;999;2.21618;4.06282;4.3535;1.16983;0.662278;0
2;2004;13;22:00:00;731990.9167;0.0146185;0.198674;2.68253;3.214;4.9795;0.165944;0
2;2004;13;22:30:00;731990.9375;0.40271;1.26897;1.62382;2.9325;8.10367;0.203139;0
2;2004;13;23:00:00;731990.9583;0.0892493;1.96969;1.0209;3.45683;7.095;0.158222;0
2;2004;13;23:30:00;731990.9792;1.71422;2.42707;1.08335;2.9;5.69983;0.259667;0
2;2004;14;00:00:00;731991;1.68158;2.21104;0.896709;2.30817;1.22517;0.848194;0
2;2004;14;00:30:00;731991.0208;0.5688;4.45878;0.283262;3.08267;1.3245;2.265;0
2;2004;14;01:00:00;731991.0417;1.1246;4.58672;0.713614;2.86333;0.7765;2.437;0
2;2004;14;01:30:00;731991.0625;0.423294;1.83901;0.144661;1.3945;1.20167;2.40222;0
2;2004;14;02:00:00;731991.0833;0.290483;999;999;7.35867;1.49683;2.06928;0
2;2004;14;02:30:00;731991.1042;0.967655;1.74563;2.15317;6.339;1.49033;2.44019;0
2;2004;14;03:00:00;731991.125;0.798887;1.00989;0.343147;1.88;0.770833;2.17161;0
2;2004;14;03:30:00;731991.1458;0.350347;5.95152;1.94489;3.32983;0.803833;2.67964;0
2;2004;14;04:00:00;731991.1667;0.470792;5.76247;0.901946;5.08867;0.522333;2.08956;0
2;2004;14;04:30:00;731991.1875;0.747363;8.0852;0.394278;5.37117;0.0723333;2.33997;0
2;2004;14;05:00:00;731991.2083;0.263909;5.19356;1.57399;4.994;0.161;1.90636;0
2;2004;14;05:30:00;731991.2292;0.124097;5.73372;1.01562;6.08633;0.679667;0.694167;0
2;2004;14;06:00:00;731991.25;0.510128;3.77595;1.58047;6.02133;1.206;1.07789;0
2;2004;14;06:30:00;731991.2708;0.131736;4.13922;0.160445;6.296;1.552;1.606;0
2;2004;14;07:00:00;731991.2917;0.749284;1.82532;0.206472;7.56017;2.2915;5.45978;0
2;2004;14;07:30:00;731991.3125;0.503699;0.225792;0.0016254;8.95833;4.1455;7.52414;0
2;2004;14;08:00:00;731991.3333;1.27325;1.921;0.853622;7.91783;3.71733;4.41856;0
2;2004;14;08:30:00;731991.3542;1.16168;3.0257;0.444845;2.5215;4.68283;4.97639;0
2;2004;14;09:00:00;731991.375;1.30195;9.06705;1.27587;23.0217;21.58;12.6787;0
2;2004;14;09:30:00;731991.3958;2.05921;13.0763;1.67543;37.6833;35.2833;22.9316;0
2;2004;14;10:00:00;731991.4167;2.68893;14.6204;4.26006;49.865;43.1517;34.2943;0
2;2004;14;10:30:00;731991.4375;3.36502;15.4918;9.10498;80.6733;54.2767;56.0765;0
2;2004;14;11:00:00;731991.4583;5.02272;20.3019;4.51628;74.745;54.725;49.9268;0
2;2004;14;11:30:00;731991.4792;14.2168;41.0872;13.7063;112.433;73.38;57.6399;0
2;2004;14;12:00:00;731991.5;19.3561;46.4824;14.6912;127.433;79.4667;66.2597;0
2;2004;14;12:30:00;731991.5208;18.971;57.9085;18.6207;132.767;78.895;56.2375;0
2;2004;14;13:00:00;731991.5417;20.1953;36.6214;18.2341;106.617;69.0033;51.7611;0
2;2004;14;13:30:00;731991.5625;15.0769;15.4335;9.75384;78.695;49.215;53.5076;0
2;2004;14;14:00:00;731991.5833;18.3703;35.3958;21.8137;80.2283;48.7333;23.0189;0
2;2004;14;14:30:00;731991.6042;10.7756;21.0856;11.385;38.9583;31.2767;6.48778;0
2;2004;14;15:00:00;731991.625;11.5849;12.0582;6.33607;40.82;35.745;22.4257;0
2;2004;14;15:30:00;731991.6458;8.72932;5.87522;2.78687;9.04917;13.0483;0.387083;0
2;2004;14;16:00:00;731991.6667;6.37774;1.01679;0.698379;12.4427;4.05917;10.7275;0
2;2004;14;16:30:00;731991.6875;1.1438;7.8126;1.21656;38.2817;21.6103;27.3706;0
2;2004;14;17:00:00;731991.7083;1.20923;11.6485;3.15038;64.0617;45.2517;49.2628;0
2;2004;14;17:30:00;731991.7292;2.36799;36.2569;26.0905;78.9167;52.295;16.5693;0
2;2004;14;18:00:00;731991.75;6.39384;30.387;3.0384;80.1667;11.1927;46.7412;0
2;2004;14;18:30:00;731991.7708;4.18747;8.53677;51.9006;69.86;11.8383;15.8261;0
2;2004;14;19:00:00;731991.7917;5.7844;46.5155;11.8412;72.425;49.0883;14.0682;0
2;2004;14;19:30:00;731991.8125;9.73139;60.8552;1.51751;60.8083;38.0633;2.29417;0
2;2004;14;20:00:00;731991.8333;10.613;39.7033;15.2386;73.45;45.2633;18.5081;0
2;2004;14;20:30:00;731991.8542;9.77135;36.2507;0.234267;76.4333;50.615;38.2406;0
2;2004;14;21:00:00;731991.875;3.61698;17.3131;5.33789;73.55;48.51;50.899;0
2;2004;14;21:30:00;731991.8958;2.72665;4.04094;0.160314;72.2333;47.805;75.8513;0
2;2004;14;22:00:00;731991.9167;1.15185;1.91892;8.39317;73.0333;48.1033;63.2015;0
2;2004;14;22:30:00;731991.9375;1.88098;21.6454;0.0895515;73.0167;48.6183;49.8075;0
2;2004;14;23:00:00;731991.9583;0.273798;24.6424;2.6039;72.7667;48.0633;48.851;0
2;2004;14;23:30:00;731991.9792;0.63269;18.5264;10.3502;72.2667;47.5083;43.9711;0
2;2004;15;00:00:00;731992;0.836779;19.6929;9.07205;71.4167;46.8883;42.6517;0
2;2004;15;00:30:00;731992.0208;0.485098;32.1093;4.2018;68.5417;43.6067;43.9019;0
2;2004;15;01:00:00;731992.0417;0.728101;17.9446;4.36842;66.805;42.48;44.4919;0
2;2004;15;01:30:00;731992.0625;1.82137;19.4134;0.126985;64.36;40.595;44.781;0
2;2004;15;02:00:00;731992.0833;0.342996;20.7951;1.10221;65.0267;42.24;44.9596;0
2;2004;15;02:30:00;731992.1042;0.520178;16.5421;3.86248;64.4967;41.18;44.1539;0
2;2004;15;03:00:00;731992.125;1.05877;13.7318;6.96608;64.9633;41.4167;45.0957;0
2;2004;15;03:30:00;731992.1458;2.15538;22.699;1.46106;61.4133;39.4033;41.0825;0
2;2004;15;04:00:00;731992.1667;0.595993;14.9457;1.4685;60.865;38.06;44.4508;0
2;2004;15;04:30:00;731992.1875;0.409015;13.4655;0.816571;59.8067;37.105;44.1694;0
2;2004;15;05:00:00;731992.2083;0.001064;13.6115;3.21477;56.6083;35.85;41.3972;0
2;2004;15;05:30:00;731992.2292;1.5703;10.773;1.55978;34.8017;21.6733;22.4689;0
2;2004;15;06:00:00;731992.25;1.08474;11.0916;1.50673;28.3917;17.095;16.9582;0
2;2004;15;06:30:00;731992.2708;0.676317;8.97315;4.68727;19.4183;11.5717;8.29389;0
2;2004;15;07:00:00;731992.2917;0.218063;12.5448;2.38316;37.4083;23.515;22.4804;0
2;2004;15;07:30:00;731992.3125;1.74789;11.5563;0.73299;40.11;23.36;27.8207;0
2;2004;15;08:00:00;731992.3333;1.06513;11.2833;4.03215;39.7767;25.0617;25.5287;0
2;2004;15;08:30:00;731992.3542;1.73203;11.9979;2.46373;26.6583;18.81;12.2401;0
2;2004;15;09:00:00;731992.375;4.24056;5.44473;3.83785;3.99117;7.38333;6.45542;0
2;2004;15;09:30:00;731992.3958;4.46636;6.57804;5.28163;60.0683;36.515;57.3916;0
2;2004;15;10:00:00;731992.4167;4.77222;43.9259;5.29278;65.9717;42.9767;27.8455;0
2;2004;15;10:30:00;731992.4375;1.70027;32.8015;1.79588;66.285;48.455;37.6371;0
2;2004;15;11:00:00;731992.4583;1.37334;28.3403;7.7104;78.7833;75.0567;37.8265;0
2;2004;15;11:30:00;731992.4792;6.64118;6.72647;50.7641;91.9333;75.96;34.5678;0
2;2004;15;12:00:00;731992.5;9.91756;999;999;89.3;71.7583;23.1517;0
2;2004;15;12:30:00;731992.5208;9.82219;23.1153;29.7669;90.5;71.41;37.6178;0
2;2004;15;13:00:00;731992.5417;2.23539;13.8878;4.03349;91.35;72.2667;73.4288;0
2;2004;15;13:30:00;731992.5625;1.69273;7.2768;0.161035;37.9312;33.8728;30.4933;0
2;2004;15;14:00:00;731992.5833;0.648391;10.1773;1.3935;74.09;51.9287;58.7989;0
2;2004;15;14:30:00;731992.6042;4.61816;13.4017;12.2753;137.55;81.9333;129.968;0
2;2004;15;15:00:00;731992.625;3.73295;9.41794;10.813;97.3333;63.6483;77.1024;0
2;2004;15;15:30:00;731992.6458;3.03391;3.3474;2.71176;46.4617;42.3227;34.0576;0
2;2004;15;16:00:00;731992.6667;1.14024;8.83748;2.03335;45.6067;21.0383;54.9047;0
2;2004;15;16:30:00;731992.6875;3.49471;12.3768;1.95864;47.1767;26.17;33.9675;0
2;2004;15;17:00:00;731992.7083;2.23295;11.0369;0.138731;56.1033;35.925;44.9277;0
2;2004;15;17:30:00;731992.7292;4.41003;16.8148;0.554433;34.1567;22.265;16.7875;0
2;2004;15;18:00:00;731992.75;2.0828;20.0734;0.40077;53.3733;37.5583;33.7007;0
2;2004;15;18:30:00;731992.7708;5.06992;26.7642;1.70249;71;50.4183;12.9564;0
2;2004;15;19:00:00;731992.7917;4.94789;36.9131;1.23589;68.02;47.9817;29.871;0
2;2004;15;19:30:00;731992.8125;5.33024;57.3572;1.39684;66.9467;47.995;10.9863;0
2;2004;15;20:00:00;731992.8333;3.54833;67.7802;5.53598;68.4133;46.08;6.16914;0
2;2004;15;20:30:00;731992.8542;4.3612;60.1808;3.88031;67.99;45.7567;11.6895;0
2;2004;15;21:00:00;731992.875;0.546953;36.5393;21.3701;68.2183;44.75;8.57172;0
2;2004;15;21:30:00;731992.8958;4.19326;49.4451;7.89249;67.665;43.645;10.3274;0
2;2004;15;22:00:00;731992.9167;9.84318;24.5804;2.31087;67.685;43.365;37.1885;0
2;2004;15;22:30:00;731992.9375;3.61255;19.3019;0.740771;67.885;42.9167;47.8424;0
2;2004;15;23:00:00;731992.9583;10.3377;15.0236;3.71787;65.9917;41.2667;46.6264;0
2;2004;15;23:30:00;731992.9792;5.91505;23.7852;3.28729;66.2083;41.215;46.4801;0
2;2004;16;00:00:00;731993;16.1012;15.2238;2.58894;66.1633;40.9;48.3506;0
2;2004;16;00:30:00;731993.0208;20.7225;10.5025;7.7902;66.945;41.4317;45.5726;0
2;2004;16;01:00:00;731993.0417;19.9368;17.8009;4.13448;65.9567;41.6017;44.0213;0
2;2004;16;01:30:00;731993.0625;18.1549;15.3723;4.86423;62.0483;37.8967;41.8118;0
2;2004;16;02:00:00;731993.0833;13.4569;8.48566;12.2424;54.4783;32.01;33.7503;0
2;2004;16;02:30:00;731993.1042;13.1156;15.8101;1.72265;54.9783;31.8233;37.4456;0
2;2004;16;03:00:00;731993.125;11.7469;11.8025;3.45916;37.175;20.7933;21.9133;0
2;2004;16;03:30:00;731993.1458;11.7652;11.5805;1.91598;18.9583;8.85383;5.65514;0
2;2004;16;04:00:00;731993.1667;8.8705;9.61429;1.12134;25.0617;14.38;12.1054;0
2;2004;16;04:30:00;731993.1875;8.44882;12.1011;3.98448;58.67;36.615;44.1546;0
2;2004;16;05:00:00;731993.2083;15.4392;11.5741;5.27878;66.1283;41.6983;49.5438;0
2;2004;16;05:30:00;731993.2292;19.3557;8.90719;4.82364;59.0533;36.5517;43.9746;0
2;2004;16;06:00:00;731993.25;20.6775;13.2537;4.70959;57.295;36.0533;39.2233;0
2;2004;16;06:30:00;731993.2708;18.6457;25.4258;2.39161;63.9933;40.245;46.4606;0
2;2004;16;07:00:00;731993.2917;15.5794;12.1009;5.10036;65.5033;42.3667;48.3021;0
2;2004;16;07:30:00;731993.3125;15.5991;8.41959;12.5546;64.8267;40.9983;45.5938;0
2;2004;16;08:00:00;731993.3333;17.2546;13.8457;3.00165;59.645;40.2783;42.7976;0
2;2004;16;08:30:00;731993.3542;12.5736;20.7171;0.402927;45.025;30.1683;26.9075;0
2;2004;16;09:00:00;731993.375;13.8432;3.64101;0.112906;15.9347;15.9163;10.5186;0
2;2004;16;09:30:00;731993.3958;10.4985;6.94084;12.4162;55.98;30.2283;68.7437;0
2;2004;16;10:00:00;731993.4167;5.54551;16.5559;10.5234;78.0667;43.6617;61.1213;0
2;2004;16;10:30:00;731993.4375;6.94318;34.0566;7.23942;84.5833;57.4717;42.6436;0
2;2004;16;11:00:00;731993.4583;6.45376;34.2721;2.79081;88.1833;89.6333;51.4849;0
2;2004;16;11:30:00;731993.4792;7.51247;999;999;87.1833;70.64;30.1638;0
2;2004;16;12:00:00;731993.5;5.16641;30.0937;27.6372;57.4067;47.9367;0.324222;0
2;2004;16;12:30:00;731993.5208;2.66324;35.8301;17.4196;53.4683;44.8267;0.218667;0
2;2004;16;13:00:00;731993.5417;5.37273;33.6031;16.1065;72.12;58.0333;22.4104;0
2;2004;16;13:30:00;731993.5625;6.52487;23.2526;10.552;57.5233;47.9567;23.7187;0
2;2004;16;14:00:00;731993.5833;8.14173;19.7296;9.54376;58.725;48.4467;34.2268;0
2;2004;16;14:30:00;731993.6042;999;999;999;42.4083;35.99;18.2822;0
2;2004;16;15:00:00;731993.625;5.84226;999;999;35.3683;30.685;15.7433;0
2;2004;16;15:30:00;731993.6458;4.5878;999;999;30.4683;23.045;12.9028;0
2;2004;16;16:00:00;731993.6667;2.00034;999;999;13.42;10.9322;4.02722;0
2;2004;16;16:30:00;731993.6875;0.659953;999;999;6.32533;4.95017;2.74333;0
2;2004;16;17:00:00;731993.7083;1.35711;0.29542;0.073913;0.940667;0.233333;1.80778;0
2;2004;16;17:30:00;731993.7292;1.86619;999;999;2.472;1.099;3.43536;0
2;2004;16;18:00:00;731993.75;2.46525;6.96296;0.711797;1.36933;1.37033;5.78953;0
2;2004;16;18:30:00;731993.7708;3.17932;3.12722;4.01717;1.578;1.58133;8.72239;0
2;2004;16;19:00:00;731993.7917;999;4.78768;1.58215;3.28017;1.54767;9.65;0
2;2004;16;19:30:00;731993.8125;999;1.77645;2.57508;4.3175;1.00583;8.66903;0
2;2004;16;20:00:00;731993.8333;4.41744;4.45392;1.65522;3.561;0.303;9.67014;0
2;2004;16;20:30:00;731993.8542;3.64742;5.97932;3.17154;0.0381667;0.939833;9.18903;0
2;2004;16;21:00:00;731993.875;3.40601;6.5649;3.70413;4.77083;5.49633;5.49819;0
2;2004;16;21:30:00;731993.8958;3.08642;5.63654;2.61866;1.72533;4.20417;6.52986;0
2;2004;16;22:00:00;731993.9167;2.75373;2.80963;1.10054;3.37817;0.574667;7.28833;0
2;2004;16;22:30:00;731993.9375;3.10497;3.69219;1.83351;3.53933;0.606833;9.06503;0
2;2004;16;23:00:00;731993.9583;3.87564;7.52821;3.61807;1.0465;0.870833;12.1928;0
2;2004;16;23:30:00;731993.9792;3.71416;7.1061;3.48392;0.449833;1.03583;11.0399;0
2;2004;17;00:00:00;731994;3.94159;8.42645;4.11727;1.05433;0.957833;13.5981;0
2;2004;17;00:30:00;731994.0208;5.1404;10.0846;4.95915;1.5925;0.6825;16.6363;0
2;2004;17;01:00:00;731994.0417;6.13695;12.3109;5.77516;1.5425;0.0403333;19.6286;0
2;2004;17;01:30:00;731994.0625;7.16502;14.0936;6.22575;0.594167;2.3515;20.9135;0
2;2004;17;02:00:00;731994.0833;7.85044;11.1695;4.83043;0.562;3.3015;15.4379;0
2;2004;17;02:30:00;731994.1042;6.19728;9.63687;5.51324;0.914;3.59133;14.2361;0
2;2004;17;03:00:00;731994.125;5.88551;10.1435;6.53454;1.47267;5.20583;15.2054;0
2;2004;17;03:30:00;731994.1458;5.45504;9.40964;7.54556;1.9645;7.209;14.9907;0
2;2004;17;04:00:00;731994.1667;6.1189;7.16668;6.10221;2.84417;11.1525;10.4247;0
2;2004;17;04:30:00;731994.1875;2.89863;1.92689;1.30503;3.49483;5.77883;0.262917;0
2;2004;17;05:00:00;731994.2083;2.57501;3.3572;2.03178;2.29967;2.574;3.08931;0
2;2004;17;05:30:00;731994.2292;1.63099;6.43038;3.70912;1.657;1.16167;8.4825;0
2;2004;17;06:00:00;731994.25;2.54522;6.80978;3.41119;2.3175;2.47133;7.90347;0
2;2004;17;06:30:00;731994.2708;1.80971;3.4415;1.45661;3.11617;2.2595;1.78194;0
2;2004;17;07:00:00;731994.2917;1.65444;3.03508;1.19406;3.25183;1.52883;0.977306;0
2;2004;17;07:30:00;731994.3125;999;1.58206;0.59988;3.74283;2.1985;1.56089;0
2;2004;17;08:00:00;731994.3333;999;2.11026;0.780075;2.20317;0.889167;0.687167;0
2;2004;17;08:30:00;731994.3542;999;2.6332;1.04574;2.05733;0.787833;5.73628;0
2;2004;17;09:00:00;731994.375;999;1.59243;0.746769;7.84533;6.11083;10.1845;0
2;2004;17;09:30:00;731994.3958;0.495245;2.47347;1.18395;22.1633;8.5245;18.5059;0
2;2004;17;10:00:00;731994.4167;1.04605;22.6336;9.65295;60.635;28.7905;28.3485;0
2;2004;17;10:30:00;731994.4375;1.60056;18.1505;6.67121;56.0717;28.105;31.25;0
2;2004;17;11:00:00;731994.4583;2.53772;20.691;2.74271;92.1;44.9233;67.7803;3.33333
2;2004;17;11:30:00;731994.4792;3.28865;54.5344;16.6813;156.783;72.1367;95.101;0
2;2004;17;12:00:00;731994.5;7.01466;999;999;199.417;96.3767;136.734;0
2;2004;17;12:30:00;731994.5208;5.60586;76.2445;14.4149;160.1;78.425;77.7369;0
2;2004;17;13:00:00;731994.5417;6.9694;999;999;159;79.65;52.9475;0
2;2004;17;13:30:00;731994.5625;8.35303;999;999;106;43.7267;23.4567;0
2;2004;17;14:00:00;731994.5833;5.11797;999;999;160.8;65.6717;54.5497;0
2;2004;17;14:30:00;731994.6042;4.86034;999;999;105.475;38.56;33.5935;0
2;2004;17;15:00:00;731994.625;0.53412;4.4035;33.9702;43.09;6.55667;1.49889;0
2;2004;17;15:30:00;731994.6458;1.47871;6.95862;30.5001;51.7717;0.808167;14.551;0
2;2004;17;16:00:00;731994.6667;4.4828;1.53468;1.11296;4.97583;31.935;2.32819;0
2;2004;17;16:30:00;731994.6875;10.0044;5.18929;1.30919;35.4167;33.8383;28.9182;0
2;2004;17;17:00:00;731994.7083;17.201;30.7425;7.70042;67.3467;51.4033;37.1059;0
2;2004;17;17:30:00;731994.7292;13.8994;38.0798;5.73386;80.5667;62.0667;36.753;0
2;2004;17;18:00:00;731994.75;24.6988;45.7307;9.32127;82.0333;64.365;26.9814;0
2;2004;17;18:30:00;731994.7708;28.9859;59.359;13.8058;81.0167;64.5017;7.85183;0
2;2004;17;19:00:00;731994.7917;24.409;37.5368;12.5749;38.5183;31.305;11.5934;0
2;2004;17;19:30:00;731994.8125;24.1876;25.0681;10.616;22.1983;17.4067;13.4858;0
