year;dectime;QgHFP
2004;48.6667;-28.9182
2004;48.6875;-37.1059
2004;48.7083;-36.753
2004;48.7292;-26.9814
2004;48.75;-7.8518
2004;48.7708;11.5934
2004;48.7917;13.4858
2004;48.8125;5.6695
2004;48.8333;17.8251
2004;48.8542;-16.9372
2004;48.875;-1.5544
2004;48.8958;-27.164
2004;48.9167;-42.9968
2004;48.9375;-19.9119
2004;48.9583;-14.6493
2004;48.9792;8.0595
2004;49;-5.5289
2004;49.0208;0.3312
2004;49.0417;-28.8431
2004;49.0625;-77.5017
2004;49.0833;-69.2783
2004;49.1042;-60.7653
2004;49.125;-52.2121
2004;49.1458;-50.9525
2004;49.1667;-55.61
2004;49.1875;-55.7719
2004;49.2083;-54.9589
2004;49.2292;-58.8721
2004;49.25;-59.3564
2004;49.2708;-56.9242
2004;49.2917;-56.6369
2004;49.3125;-36.5876
2004;49.3333;-31.7775
2004;49.3542;26.6554
2004;49.375;67.2692
2004;49.3958;19.7699
2004;49.4167;62.5584
2004;49.4375;59.0323
2004;49.4583;13.4792
2004;49.4792;71.5671
2004;49.5;129.506
2004;49.5208;7.3949
2004;49.5417;65.059
2004;49.5625;96.8932
2004;49.5833;8.3747
2004;49.6042;8.1378
2004;49.625;31.0283
2004;49.6458;-19.1799
2004;49.6667;-38.716
2004;49.6875;-54.7101
2004;49.7083;-15.649
2004;49.7292;-48.4284
2004;49.75;-20.2254
2004;49.7708;3.6139
2004;49.7917;-7.2092
2004;49.8125;-37.3021
2004;49.8333;-31.6549
2004;49.8542;-8.421
2004;49.875;-5.5181
2004;49.8958;-23.0421
2004;49.9167;-42.4518
2004;49.9375;-49.3674
2004;49.9583;-42.9096
2004;49.9792;-63.0006
2004;50;-58.4964
2004;50.0208;-56.4429
2004;50.0417;-55.764
2004;50.0625;-51.6114
2004;50.0833;-51.2476
2004;50.1042;-63.5371
2004;50.125;-58.3733
2004;50.1458;-57.4849
2004;50.1667;-59.2515
2004;50.1875;-37.536
2004;50.2083;-40.999
2004;50.2292;-36.5997
2004;50.25;-44.7847
2004;50.2708;-40.6985
2004;50.2917;-30.5344
2004;50.3125;-31.1285
2004;50.3333;-23.6372
2004;50.3542;-2.2992
2004;50.375;54.0508
2004;50.3958;114.79
2004;50.4167;60.9664
2004;50.4375;73.3089
2004;50.4583;77.1681
2004;50.4792;23.5558
2004;50.5;122.022
2004;50.5208;65.0665
2004;50.5417;59.4964
2004;50.5625;86.4732
2004;50.5833;31.6519
2004;50.6042;38.9757
2004;50.625;8.1749
2004;50.6458;-25.7179
2004;50.6667;-50.3603
2004;50.6875;-34.6471
2004;50.7083;-66.4832
2004;50.7292;-55.5425
2004;50.75;-15.4903
2004;50.7708;-3.723
2004;50.7917;-23.3327
2004;50.8125;-39.0818
2004;50.8333;-43.4086
2004;50.8542;-53.4394
2004;50.875;-49.6039
2004;50.8958;-49.9233
2004;50.9167;-47.3136
2004;50.9375;-39.7186
2004;50.9583;-32.3728
2004;50.9792;11.6368
2004;51;14.3778
2004;51.0208;12.415
2004;51.0417;6.7207
2004;51.0625;3.0702
2004;51.0833;3.2274
2004;51.1042;6.2613
2004;51.125;0.2806
2004;51.1458;0.6296
2004;51.1667;-48.7028
2004;51.1875;-48.2231
2004;51.2083;-1.6374
2004;51.2292;-0.7257
2004;51.25;4.0716
2004;51.2708;-10.0811
2004;51.2917;-5.1606
2004;51.3125;-45.8014
2004;51.3333;-30.0156
2004;51.3542;32.0653
2004;51.375;69.0553
2004;51.3958;71.0534
2004;51.4167;61.0987
2004;51.4375;105.982
2004;51.4583;124.343
2004;51.4792;140.746
2004;51.5;138.391
2004;51.5208;132.535
2004;51.5417;113.968
2004;51.5625;96.6636
2004;51.5833;65.4672
2004;51.6042;37.4407
2004;51.625;2.3038
2004;51.6458;-8.1042
2004;51.6667;-40.4524
2004;51.6875;-55.9431
2004;51.7083;-63.0596
2004;51.7292;-58.3835
2004;51.75;-50.5476
2004;51.7708;-35.4625
2004;51.7917;-3.6627
2004;51.8125;3.3342
2004;51.8333;-22.2994
2004;51.8542;-30.919
2004;51.875;-35.184
2004;51.8958;-37.6851
2004;51.9167;-40.5699
2004;51.9375;-43.4636
2004;51.9583;-39.7825
2004;51.9792;-40.6967
2004;52;-39.8142
2004;52.0208;-30.996
2004;52.0417;-40.2381
2004;52.0625;-41.7837
2004;52.0833;-40.8317
2004;52.1042;-46.9024
2004;52.125;-48.7403
2004;52.1458;-37.0253
2004;52.1667;-32.4849
2004;52.1875;-38.1414
2004;52.2083;-40.1399
2004;52.2292;-42.0918
2004;52.25;-42.8876
2004;52.2708;-48.4936
2004;52.2917;-49.2549
2004;52.3125;-37.0206
2004;52.3333;-20.4397
2004;52.3542;27.8625
2004;52.375;56.1113
2004;52.3958;80.2656
2004;52.4167;66.9545
2004;52.4375;65.9028
2004;52.4583;102.792
2004;52.4792;133.823
2004;52.5;137.818
2004;52.5208;114.388
2004;52.5417;98.6914
2004;52.5625;83.9086
2004;52.5833;65.8569
2004;52.6042;49.7329
2004;52.625;16.9029
2004;52.6458;-4.5326
2004;52.6667;-42.5983
2004;52.6875;-66.5584
2004;52.7083;-77.7046
2004;52.7292;-79.019
2004;52.75;-39.3249
2004;52.7708;-11.2117
2004;52.7917;-43.3372
2004;52.8125;-64.1783
2004;52.8333;-67.4025
2004;52.8542;-62.8453
2004;52.875;-63.1563
2004;52.8958;-59.4115
2004;52.9167;-56.5782
2004;52.9375;-60.0985
2004;52.9583;-50.3308
2004;52.9792;-34.5553
2004;53;-29.5668
2004;53.0208;-21.6042
2004;53.0417;-25.4765
2004;53.0625;-27.4596
2004;53.0833;-20.8675
2004;53.1042;-18.3183
2004;53.125;-18.4864
2004;53.1458;-28.8044
2004;53.1667;-57.3106
2004;53.1875;-65.4422
2004;53.2083;-70.046
2004;53.2292;-64.1885
2004;53.25;-56.7789
2004;53.2708;-8.9153
2004;53.2917;-23.7829
2004;53.3125;5.3164
2004;53.3333;47.9842
2004;53.3542;27.9683
2004;53.375;26.437
2004;53.3958;26.1023
2004;53.4167;36.4815
2004;53.4375;32.2147
2004;53.4583;28.6681
2004;53.4792;7.419
2004;53.5;18.3796
2004;53.5208;31.9718
2004;53.5417;5.3964
2004;53.5625;41.0107
2004;53.5833;41.2931
2004;53.6042;27.8228
2004;53.625;92.4537
2004;53.6458;44.3539
2004;53.6667;16.0494
2004;53.6875;5.084
2004;53.7083;-22.0911
2004;53.7292;-20.6744
2004;53.75;-11.0963
2004;53.7708;-4.2173
2004;53.7917;-1.7986
2004;53.8125;-1.0526
2004;53.8333;-1.08
2004;53.8542;-0.9771
2004;53.875;-0.3924
2004;53.8958;-1.3316
2004;53.9167;-1.3527
2004;53.9375;-1.7338
2004;53.9583;-1.4023
2004;53.9792;-1.6798
2004;54;-1.9682
2004;54.0208;-2.5022
2004;54.0417;-2.2071
2004;54.0625;-3.2153
2004;54.0833;-5.9429
2004;54.1042;-4.9516
2004;54.125;-6.2913
2004;54.1458;-7.0991
2004;54.1667;-2.4389
2004;54.1875;-3.1138
2004;54.2083;-8.7137
2004;54.2292;-6.1161
2004;54.25;-8.5306
2004;54.2708;-4.5149
2004;54.2917;-1.8357
2004;54.3125;-0.8172
2004;54.3333;-2.8269
2004;54.3542;-9.2915
2004;54.375;1.9959
2004;54.3958;4.2562
2004;54.4167;4.461
2004;54.4375;4.8807
2004;54.4583;2.9214
2004;54.4792;1.666
2004;54.5;-0.4316
2004;54.5208;1.1054
2004;54.5417;8.1024
2004;54.5625;14.5964
2004;54.5833;21.6788
2004;54.6042;17.613
2004;54.625;-8.9455
2004;54.6458;-9.4938
