Year	DOY	Hour	Min	 Dectime	flag_test	Tsfc_Paved	Tsfc_Bldgs	Tsfc_EveTr	Tsfc_DecTr	Tsfc_Grass	Tsfc_BSoil	Tsfc_Water	QN_Paved	QN_Bldgs	QN_EveTr	QN_DecTr	QN_Grass	QN_BSoil	QN_Water	QS_Paved	QS_Bldgs	QS_EveTr	QS_DecTr	QS_Grass	QS_BSoil	QS_Water	QE0_Paved	QE0_Bldgs	QE0_EveTr	QE0_DecTr	QE0_Grass	QE0_BSoil	QE0_Water	QE_Paved	QE_Bldgs	QE_EveTr	QE_DecTr	QE_Grass	QE_BSoil	QE_Water	QH_Paved	QH_Bldgs	QH_EveTr	QH_DecTr	QH_Grass	QH_BSoil	QH_Water	wu_Paved	wu_Bldgs	wu_EveTr	wu_DecTr	wu_Grass	wu_BSoil	wu_Water	ev0_Paved	ev0_Bldgs	ev0_EveTr	ev0_DecTr	ev0_Grass	ev0_BSoil	ev0_Water	ev_Paved	ev_Bldgs	ev_EveTr	ev_DecTr	ev_Grass	ev_BSoil	ev_Water	drain_Paved	drain_Bldgs	drain_EveTr	drain_DecTr	drain_Grass	drain_BSoil	drain_Water	st_Paved_prev	st_Bldgs_prev	st_EveTr_prev	st_DecTr_prev	st_Grass_prev	st_BSoil_prev	st_Water_prev	st_Paved_next	st_Bldgs_next	st_EveTr_next	st_DecTr_next	st_Grass_next	st_BSoil_next	st_Water_next	ss_Paved_prev	ss_Bldgs_prev	ss_EveTr_prev	ss_DecTr_prev	ss_Grass_prev	ss_BSoil_prev	ss_Water_prev	ss_Paved_next	ss_Bldgs_next	ss_EveTr_next	ss_DecTr_next	ss_Grass_next	ss_BSoil_next	ss_Water_next	      RS	      RA	      RB	  RAsnow	RSS_Paved	RSS_Bldgs	RSS_EveTr	RSS_DecTr	RSS_Grass	RSS_BSoil	RSS_Water	    vsmd	     dsp	    G_sm	   x_exp	 g_kdown	    g_dq	    g_ta	   g_smd	   g_lai	 vpd_hPa	 lv_J_kg	  avdens	    avcp	   s_hPa	psyc_hPa	    iter	FAIBldg_use	FAIEveTree_use	FAIDecTree_use	     FAI	   dqndt
2018	179	   0	  0	178.0000	   0.0000	   11.5873	   68.9000	   10.8598	   10.8598	   11.5363	   11.4009	   11.2651	-122.9698	2157.8557	-139.2502	-139.2502	-124.0897	-127.1478	-130.1907	 44.0817	 44.0817	 44.0817	 44.0817	 44.0817	 44.0817	 44.0817	  -0.0069	   0.1172	  -0.0078	  -0.0078	  -0.0070	  -0.0072	  -0.0073	 -0.0069	  0.0000	  0.0170	  0.0170	  0.0179	 -0.0072	 -0.0073	-163.2487	2117.5698	-179.5532	-179.5532	-164.3934	-167.4266	-170.4693	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	  -0.0000	  -0.0000	 -0.0000	  0.0000	  0.0000	  0.0000	  0.0000	 -0.0000	 -0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9755	     142.1455	     138.1088	     113.3371	     118.9940	     150.0000	       0.0000	     141.9750	     142.1451	     138.1117	     113.3373	     118.9943	     150.0000	       0.0000	2035190.6290	 55.4865	 10.3088	  0.0000	2035190.6290	2035190.6290	2035190.6290	2035190.6290	2035190.6290	2035190.6290	2035190.6290	 33.8164	111.2000	  0.0500	 -3.8692	  0.0001	  0.6727	  0.9090	  0.9829	  2.0024	  2.1860	2458126.2753	  1.2255	1016.0891	  1.3634	  0.6828	 30.0000	     0.0660	        0.2203	        0.2592	  0.5455	 41.4128
2018	179	   1	  0	178.0417	   0.0000	   11.9641	   68.6292	   11.2474	   11.2474	   11.9091	   11.7818	   11.6490	-126.1916	2146.6063	-142.6246	-142.6246	-127.2989	-130.4147	-133.4907	 31.5009	 31.5009	 31.5009	 31.5009	 31.5009	 31.5009	 31.5009	  -0.0406	   0.7874	  -0.0466	  -0.0466	  -0.0410	  -0.0422	  -0.0433	 -0.0406	  0.0000	  0.1203	  0.1203	  0.1259	 -0.0422	 -0.0433	-154.2674	2118.4899	-170.8613	-170.8613	-155.5411	-158.4889	-161.5638	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  -0.0000	   0.0001	  -0.0000	  -0.0000	  -0.0000	  -0.0000	  -0.0000	 -0.0000	  0.0000	  0.0000	  0.0000	  0.0000	 -0.0000	 -0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9724	     142.1424	     138.1276	     113.3385	     118.9958	     150.0000	       0.0000	     141.9720	     142.1420	     138.1305	     113.3387	     118.9961	     150.0000	       0.0000	777951.1334	 53.7957	 10.3088	  0.0000	777951.1334	777951.1334	777951.1334	777951.1334	777951.1334	777951.1334	777951.1334	 33.8144	111.2000	  0.0500	 -3.8693	  0.0009	  0.6503	  0.9047	  0.9829	  2.0024	  2.3811	2459031.6959	  1.2264	1015.7750	  1.3434	  0.6822	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  1.6268
2018	179	   2	  0	178.0833	   0.0000	   11.2899	   67.9125	   10.4871	   10.4871	   11.1431	   11.1089	   10.9771	-125.2251	2123.8611	-141.0595	-141.0595	-125.8779	-129.4131	-132.4635	 30.4439	 30.4439	 30.4439	 30.4439	 30.4439	 30.4439	 30.4439	  -0.7086	  12.8266	  -0.8016	  -0.8016	  -0.7103	  -0.7338	  -0.7521	 -0.7086	  0.0000	  1.9166	  1.9166	  2.0079	 -0.7338	 -0.7521	-152.3350	2096.0426	-170.7947	-170.7947	-155.7043	-156.4978	-159.5299	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  -0.0001	   0.0016	  -0.0001	  -0.0001	  -0.0001	  -0.0001	  -0.0001	 -0.0001	  0.0000	  0.0002	  0.0002	  0.0002	 -0.0001	 -0.0001	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0003	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0004	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9668	     142.1367	     138.1615	     113.3404	     118.9985	     150.0000	       0.0000	     141.9664	     142.1363	     138.1641	     113.3404	     118.9986	     150.0000	       0.0000	39124.9102	 54.2532	 10.3088	  0.0000	39124.9102	39124.9102	39124.9102	39124.9102	39124.9102	39124.9102	39124.9102	 33.8115	111.2000	  0.0500	 -3.8694	  0.0140	  0.6791	  0.8928	  0.9829	  2.0024	  2.1350	2460493.6995	  1.2290	1015.3781	  1.2915	  0.6813	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	 -0.0273
2018	179	   3	  0	178.1250	   0.0000	   11.0009	   67.4458	    9.5099	    9.5099	   10.1433	   10.8006	   10.6723	-123.5711	2122.7083	-135.8721	-135.8721	-120.8009	-127.6468	-130.7005	 31.6466	 31.6466	 31.6466	 31.6466	 31.6466	 31.6466	 31.6466	  -6.8574	 100.3497	  -6.7316	  -6.7316	  -6.0178	  -6.3962	  -6.5413	 -6.8574	  0.0000	 14.5345	 14.5345	 15.2484	 -6.3962	 -6.5413	-146.0828	2093.3392	-179.7758	-179.7758	-165.4184	-150.6197	-153.5283	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  -0.0008	   0.0122	  -0.0008	  -0.0008	  -0.0007	  -0.0008	  -0.0008	 -0.0008	  0.0000	  0.0018	  0.0018	  0.0019	 -0.0008	 -0.0008	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0041	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0049	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9613	     142.1310	     138.1870	     113.3343	     118.9928	     150.0000	       0.0000	     141.9608	     142.1306	     138.1880	     113.3328	     118.9912	     150.0000	       0.0000	2707.1682	 55.1534	 10.3088	  0.0000	2448.5565	2707.1682	2707.1682	2707.1682	2707.1682	2707.1682	2707.1682	 33.8168	111.2000	  0.0500	 -3.8692	  0.1057	  0.7788	  0.8848	  0.9829	  2.0024	  1.3638	2460673.9913	  1.2308	1015.4668	  1.2585	  0.6812	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  0.1200
2018	179	   4	  0	178.1667	   0.0000	   12.6427	   67.9417	   10.1416	   10.1114	   10.6103	   12.3533	   12.2881	-111.4605	2497.1689	-119.1776	-120.2226	-104.9578	-116.9924	-118.8375	 53.0722	 53.0722	 53.0722	 53.0722	 53.0722	 53.0722	 53.0722	 -17.6291	 276.4794	 -15.2024	 -15.3185	 -13.6180	 -14.9702	 -15.1763	-17.6291	  0.0000	 43.3892	 43.2732	 44.9737	-14.9702	-15.1763	-144.2149	2446.7853	-212.9505	-213.8794	-200.3150	-152.4057	-154.0448	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  -0.0022	   0.0337	  -0.0019	  -0.0019	  -0.0017	  -0.0018	  -0.0019	 -0.0022	  0.0000	  0.0053	  0.0053	  0.0055	 -0.0018	 -0.0019	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0230	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0251	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9557	     142.1253	     138.1796	     113.2955	     118.9530	     150.0000	       0.0000	     141.9552	     142.1249	     138.1771	     113.2905	     118.9478	     150.0000	       0.0000	648.9257	 46.1887	 10.3088	  0.0000	 510.6728	 648.9257	 648.9257	 648.9257	 648.9257	 648.9257	 648.9257	 33.8553	111.2000	  0.0500	 -3.8672	  0.3420	  0.7629	  0.8933	  0.9829	  2.0024	  1.4798	2459610.0566	  1.2285	1015.7665	  1.2936	  0.6816	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  2.6334
2018	179	   5	  0	178.2083	   0.0000	   14.6782	   69.4833	   11.3020	   11.2118	   11.6245	   14.2465	   14.2717	-82.0044	3108.8593	-85.9225	-89.0986	-74.3835	-90.5908	-89.7393	 88.9641	 88.9641	 88.9641	 88.9641	 88.9641	 88.9641	 88.9641	 -20.4222	 438.0410	 -15.2090	 -15.6656	 -13.5930	 -15.9228	 -15.7919	-20.4222	  0.0000	 77.6209	 77.1643	 79.2369	-15.9228	-15.7919	-146.6873	3023.7542	-248.6484	-251.3680	-238.7254	-159.7730	-159.0524	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  -0.0025	   0.0535	  -0.0019	  -0.0019	  -0.0017	  -0.0019	  -0.0019	 -0.0025	  0.0000	  0.0095	  0.0094	  0.0097	 -0.0019	 -0.0019	     0.0001	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0502	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0526	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9501	     142.1196	     138.1302	     113.2149	     118.8705	     150.0000	       0.0000	     141.9496	     142.1192	     138.1236	     113.2057	     118.8611	     150.0000	       0.0000	469.8417	 40.7288	 10.3088	  0.0000	 302.6394	 469.8417	 469.8417	 469.8417	 469.8417	 469.8417	 469.8417	 33.9361	111.2000	  0.0500	 -3.8632	  0.5696	  0.5964	  0.9178	  0.9828	  2.0024	  2.9178	2457547.1065	  1.2218	1016.1612	  1.4081	  0.6823	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  2.9140
2018	179	   6	  0	178.2500	   0.0000	   17.4451	   71.6458	   15.2169	   15.0729	   15.4050	   17.1517	   17.2609	-43.3923	3677.3781	-54.3481	-60.6969	-46.3585	-58.0720	-53.1886	123.0598	123.0598	123.0598	123.0598	123.0598	123.0598	123.0598	   3.4360	 354.8216	  -0.1201	  -0.7023	   0.6711	  -0.5587	  -0.1241	  3.4360	  0.0000	 75.0738	 74.4917	 75.8650	 -0.5587	 -0.1241	-164.5107	3559.6957	-247.1044	-252.8711	-239.9060	-175.1957	-170.7470	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0004	   0.0433	  -0.0000	  -0.0001	   0.0001	  -0.0001	  -0.0000	  0.0004	  0.0000	  0.0092	  0.0091	  0.0093	 -0.0001	 -0.0000	     0.0003	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0673	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0666	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9445	     142.1139	     138.0438	     113.0971	     118.7508	     150.0000	       0.0000	     141.9440	     142.1134	     138.0376	     113.0882	     118.7418	     150.0000	       0.0000	687.6571	 31.8644	  9.7737	  0.0000	 301.0720	 687.6571	 687.6571	 687.6571	 687.6571	 687.6571	 687.6571	 34.0539	111.2000	  0.0500	 -3.8573	  0.7187	  0.3253	  0.9471	  0.9827	  2.0024	  7.3031	2457155.1669	  1.2124	1015.5756	  1.5826	  0.6818	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  2.4612
2018	179	   7	  0	178.2917	   0.0000	   19.5647	   73.2417	   17.9386	   17.7286	   18.0056	   19.3060	   19.5086	  8.1759	4217.2081	 -7.0444	-17.1071	 -3.8563	-12.9531	 -3.2438	160.4852	160.4852	160.4852	160.4852	160.4852	160.4852	160.4852	  17.7765	 312.5267	   8.5832	   7.8585	   8.8110	   8.1566	   8.8563	 17.7765	  0.0000	 74.8141	 74.0893	 75.0418	  8.1566	  8.8563	-163.1901	4063.6186	-235.4481	-244.7860	-232.4877	-174.6993	-165.6897	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0022	   0.0382	   0.0010	   0.0010	   0.0011	   0.0010	   0.0011	  0.0022	  0.0000	  0.0091	  0.0090	  0.0092	  0.0010	  0.0011	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0454	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0432	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9388	     142.1082	     137.9753	     112.9967	     118.6497	     150.0000	       0.0000	     141.9383	     142.1077	     137.9692	     112.9879	     118.6408	     150.0000	       0.0000	870.9735	 27.5554	  7.6865	  0.0000	 429.3184	 870.9735	 870.9735	 870.9735	 870.9735	 870.9735	 870.9735	 34.1539	111.2000	  0.0500	 -3.8523	  0.8101	  0.2134	  0.9650	  0.9826	  2.0024	 10.8478	2456959.6011	  1.2056	1015.1059	  1.7219	  0.6814	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  3.1651
2018	179	   8	  0	178.3333	   0.0000	   21.0250	   74.0792	   19.1909	   18.9158	   19.1503	   20.5926	   20.8839	 65.9903	4725.7184	 50.9267	 37.1320	 48.8687	 39.5455	 54.1576	198.9897	198.9897	198.9897	198.9897	198.9897	198.9897	198.9897	  16.9145	 356.5534	  11.4073	  10.3889	  11.2555	  10.5671	  11.6459	 16.9145	  0.0000	 86.9683	 85.9499	 86.8165	 10.5671	 11.6459	-141.5001	4535.1426	-226.6175	-239.3937	-228.5236	-161.5974	-148.0641	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0021	   0.0436	   0.0014	   0.0013	   0.0014	   0.0013	   0.0014	  0.0021	  0.0000	  0.0106	  0.0105	  0.0106	  0.0013	  0.0014	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0196	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0175	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9331	     142.1024	     137.8931	     112.8823	     118.5348	     150.0000	       0.0000	     141.9326	     142.1019	     137.8855	     112.8721	     118.5245	     150.0000	       0.0000	844.4664	 26.3203	  6.9803	  0.0000	 601.8003	 844.4664	 844.4664	 844.4664	 844.4664	 844.4664	 844.4664	 34.2678	111.2000	  0.0500	 -3.8466	  0.8675	  0.2038	  0.9730	  0.9824	  2.0024	 11.4082	2455224.2824	  1.2020	1015.6305	  1.7993	  0.6821	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  2.8522
2018	179	   9	  0	178.3750	   0.0000	   22.5273	   74.8333	   20.3065	   19.9747	   20.1760	   21.7030	   22.0709	113.4827	5121.2412	 99.6805	 82.5744	 92.9519	 83.6335	102.6007	229.6764	229.6764	229.6764	229.6764	229.6764	229.6764	229.6764	  16.4518	 361.4711	  15.1926	  14.0143	  14.7310	  14.0883	  15.3945	  4.3520	  0.0000	 97.1646	 95.9862	 96.7029	 14.0883	 15.3945	-110.6135	4901.4970	-217.2283	-233.1560	-223.4952	-150.1990	-132.5380	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0020	   0.0442	   0.0019	   0.0017	   0.0018	   0.0017	   0.0019	  0.0005	  0.0000	  0.0119	  0.0117	  0.0118	  0.0017	  0.0019	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0012	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0006	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9274	     142.0965	     137.7957	     112.7525	     118.4046	     150.0000	       0.0000	     141.9269	     142.0961	     137.7870	     112.7410	     118.3931	     150.0000	       0.0000	915.2513	 25.3553	  6.8371	  0.0000	 896.8595	 915.2513	 915.2513	 915.2513	 915.2513	 915.2513	 915.2513	 34.3971	111.2000	  0.0500	 -3.8401	  0.9035	  0.1798	  0.9793	  0.9823	  2.0024	 13.3062	2455222.8437	  1.1985	1015.3713	  1.8716	  0.6817	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  2.0673
2018	179	  10	  0	178.4167	   0.0000	   23.7761	   75.6333	   21.4480	   21.0759	   21.2535	   22.7281	   23.1507	146.2637	5370.9070	132.3602	112.6670	122.0580	113.3493	135.7121	249.4710	249.4710	249.4710	249.4710	249.4710	249.4710	249.4710	  21.1838	 339.7980	  20.3363	  19.1364	  19.7097	  19.1779	  20.5402	  0.0000	  0.0000	101.7459	100.5460	101.1193	 19.1779	 20.5402	-92.1680	5132.4753	-207.8174	-226.3107	-217.4930	-144.2602	-123.2597	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0026	   0.0415	   0.0025	   0.0023	   0.0024	   0.0023	   0.0025	  0.0000	  0.0000	  0.0124	  0.0123	  0.0123	  0.0023	  0.0025	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9216	     142.0907	     137.6870	     112.6104	     118.2625	     150.0000	       0.0000	     141.9212	     142.0902	     137.6777	     112.5984	     118.2504	     150.0000	       0.0000	1054.2651	 24.3968	  6.7131	  0.0000	1054.2651	1054.2651	1054.2651	1054.2651	1054.2651	1054.2651	1054.2651	 34.5385	111.2000	  0.0500	 -3.8331	  0.9250	  0.1514	  0.9851	  0.9821	  2.0024	 17.3090	2457496.6729	  1.1949	1014.0429	  1.9510	  0.6799	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  1.1637
2018	179	  11	  0	178.4583	   0.0000	   24.5971	   76.1625	   22.3459	   21.9648	   22.1230	   23.4877	   23.9255	165.1363	5493.9734	150.3500	128.9776	137.8478	129.9206	154.4680	259.7429	259.7429	259.7429	259.7429	259.7429	259.7429	259.7429	  25.4992	 322.7859	  24.6745	  23.4825	  23.9775	  23.5350	  24.9041	  0.0000	  0.0000	104.3937	103.2017	103.6966	 23.5350	 24.9041	-82.8082	5246.0289	-201.9882	-222.1686	-213.7933	-141.5589	-118.3806	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0031	   0.0394	   0.0030	   0.0029	   0.0029	   0.0029	   0.0030	  0.0000	  0.0000	  0.0127	  0.0126	  0.0126	  0.0029	  0.0030	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	     0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	       0.0000	     141.9158	     142.0848	     137.5746	     112.4639	     118.1160	     150.0000	       0.0000	     141.9153	     142.0843	     137.5651	     112.4515	     118.1037	     150.0000	       0.0000	1118.4547	 22.8163	  6.5731	  0.0000	1118.4547	1118.4547	1118.4547	1118.4547	1118.4547	1118.4547	1118.4547	 34.6842	111.2000	  0.0500	 -3.8258	  0.9359	  0.1404	  0.9885	  0.9820	  2.0024	 20.4502	2459608.5982	  1.1923	1012.9207	  2.0049	  0.6783	360.0000	     0.0660	        0.2203	        0.2592	  0.5455	  0.5852
